1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;4. Chứng chỉ quỹ;"Σ KLGD của CCQ
Xác định Loại CK là CCQ: 
FloorCode ='02' -- HNX
and StockType ='3' --CCQ
and FundType ='M' -- CCQ thông thường, ko phải ETF";Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;MSS, MDDS;x;X;;Done;"Sổ lệnh; Thông tin thị trường";CCQ;;Σ (Giá giao dịch × KL giao dịch) của TPDN;;;TRADE_BOOK_HNX;Trade quantity;"
Where 
FloorCode ='02' -- HNX
and StockType ='3' --CCQ
and FundType =' M'
and trade date =p_date";"Select sum(h.Trade quantity) Tong_KLGD_ETF, h.trade date 
from TRADE_BOOK_HNX h
join JAD_STOCKINFOR s on s.symbol =h.symbol and s.tradingdate = h.Trade date
Where 
s.FloorCode ='02' -- HNX
and s.StockType ='3' --CCQ
and s.FundType =' M'
and h.trade date between (p_date_từ, p_date_đến)
group by h.trade date";;;;
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;5. Chứng chỉ quỹ (ETF);"Σ KLGD của ETF
Xác định Loại CK là ETF: 
FloorCode ='02' -- HNX
and StockType ='3' --CCQ
and FundType =' E - ETF'";Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;MSS, MDDS;x;X;;Done;"Sổ lệnh; Thông tin thị trường";ETF;;Giá giao dịch hiện tại hoặc giá đóng cửa;Dữ liệu sổ lệnh giao dịch từ SGDCK;;TRADE_BOOK_HNX;Trade quantity;"
Where 
FloorCode ='02' -- HNX
and StockType ='3' --CCQ
and FundType =' E - ETF'
and trade date =p_date";"Select sum(h.Trade quantity) Tong_KLGD_ETF, h.trade date 
from TRADE_BOOK_HNX h
join JAD_STOCKINFOR s on s.symbol =h.symbol and s.tradingdate = h.Trade date
Where 
s.FloorCode ='02' -- HNX
and s.StockType ='3' --CCQ
and s.FundType =' E - ETF'
and h.trade date between (p_date_từ, p_date_đến)
group by h.trade date";;;;
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;III. Tổng giá trị vốn hóa thị trường cổ phiếu;"Σ (GT vốn hóa) của CP = sum(giá đóng cửa* KL số cổ phiếu lưu hành)
Trong đó: 
- Giá đóng cửa: từ MDDS
- KL số CP lưu hành: từ VSDC";Báo cáo;Chỉ tiêu phái sinh;Dễ;Sàn, Loại CK;VSDC, MDDS, MSS;;X;;Done;"Giá đóng cửa: từ MDDS
KL số CP lưu hành: từ VSDC - đang mapping từ báo cáo đầu vào từ VSDC";Vốn hóa;;Σ KLGD;Dữ liệu sổ lệnh giao dịch từ SGDCK;;"JAD_STOCKINFOR
Báo cáo VSDC.BM1 (BM1_VSDC)";"JAD_STOCKINFOR.closePrice
Báo cáo VSDC.BM1.Khối lượng chứng khoán đang lưu hành";"---Tính giá trị vốn hóa:
Cách 1: Lấy từ chỉ tiêu báo cáo BM41 - HNX (BM 41_Vốn hoá thị trường HNX)
Cách 2: Σ (GT vốn hóa) = Giá đóng cửa* ""Khối lượng chứng khoán đang lưu hành""
-Giá đóng cửa: JAD_STOCKINFOR.closePrice
- KL chứng khoán lưu hành: lấy từ chỉ tiêu ""Khối lượng chứng khoán đang lưu hành"" trong báo cáo BM 1_Báo cáo về khối lượng chứng khoán đang lưu hành ((Mẫu số 01 Phụ lục II, Thông tư 138/2025/TT-BTC) từ VSDC
-- Cổ phiếu:
""Market ID"" = 'STO' --HOSE
""Market ID"" = 'STX' --HNX
""Market ID"" = 'UPX' --UPCoM";"Cách tính: 
Cách 1: Lấy từ HNX_BM41 (BM 41_Vốn hoá thị trường HNX)
- Giá trị Vốn hoá thị trường niêm yết HNX
- Giá trị Vốn hoá thị trường Upcom
Cách 2: 
- Σ (GT vốn hóa) CPNY HNX = (JAD_STOCKINFOR.closePrice * ""Khối lượng chứng khoán đang lưu hành"".BM1_VSDC) group theo mã CK_CPNY
- Σ (GT vốn hóa) UpCom =(JAD_STOCKINFOR.closePrice * ""Khối lượng chứng khoán đang lưu hành"".BM1_VSDC) group theo mã CK_UpCom";"Link Danh sách báo cáo từ SGDCK, VSDC
- HNX, BM 41: GT vốn hóa
- VSDC, BM 1: KL chứng khoán đang lưu hành";;Chưa có CSDL - Map biểu mẫu;Map biểu mẫu
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;Niêm yết (theo phân ngành - Ngành cấp 1);Σ (GT vốn hóa) CPNY;Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;VSDC, MDDS, MSS;x;X;;Done;"Giá đóng cửa: từ MDDS
KL số CP lưu hành: từ VSDC - đang mapping từ báo cáo đầu vào từ VSDC";Vốn hóa - CPNY;;Σ (Giá giao dịch × KL giao dịch) của CCQ;;;"JAD_STOCKINFOR
Báo cáo VSDC.BM1 (BM1_VSDC)";"JAD_STOCKINFOR.closePrice
Báo cáo VSDC.BM1.Khối lượng chứng khoán đang lưu hành";"
Σ (GT vốn hóa) CPNY = (JAD_STOCKINFOR.closePrice * Khối lượng chứng khoán đang lưu hành.BM1_VSDC) group theo mã CK_CPNY";"Cách 1: Lấy từ HNX_BM41 (BM 41_Vốn hoá thị trường HNX)
- Giá trị Vốn hoá thị trường niêm yết HNX
- Giá trị Vốn hoá thị trường Upcom
Cách 2: Σ (GT vốn hóa) CPNY HNX = (JAD_STOCKINFOR.closePrice * ""Khối lượng chứng khoán đang lưu hành"".BM1_VSDC) group theo mã CK_CPNY";"Link Danh sách báo cáo từ SGDCK, VSDC
- HNX, BM 41
- VSDC, BM 1";;Chưa có CSDL - Map biểu mẫu;Map biểu mẫu
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;UPCoM;Σ (GT vốn hóa) UpCom;Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;VSDC, MDDS, MSS;x;X;;Done;"Giá đóng cửa: từ MDDS
KL số CP lưu hành: từ VSDC - đang mapping từ báo cáo đầu vào từ VSDC";Vốn hóa - UpCom;;Giá;;;"JAD_STOCKINFOR
Báo cáo VSDC.BM1 (BM1_VSDC)";"JAD_STOCKINFOR.closePrice
Báo cáo VSDC.BM1.Khối lượng chứng khoán đang lưu hành";"Σ (GT vốn hóa) UpCom =(JAD_STOCKINFOR.closePrice * ""Khối lượng chứng khoán đang lưu hành"".BM1_VSDC) group theo mã CK_UpCom";"Cách 1: Lấy từ HNX_BM41 (BM 41_Vốn hoá thị trường HNX)
- Giá trị Vốn hoá thị trường Upcom
Cách 2: Σ (GT vốn hóa) UpCom =(JAD_STOCKINFOR.closePrice * ""Khối lượng chứng khoán đang lưu hành"".BM1_VSDC) group theo mã CK_UpCom";"Link Danh sách báo cáo từ SGDCK, VSDC
- HNX, BM 41
- VSDC, BM 1";;Chưa có CSDL - Map biểu mẫu;Map biểu mẫu
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;IV.Giao dịch khớp lệnh;"---Xác định KL giao dịch khớp lệnh trên sổ lệnh:
HOSE: Execution - Volume and Board Type in (G1, G2, G3, G4, G7,G8)
HNX: Trade quantity and Board ID in (G1, G2, G3, G4, G7,G8)";Báo cáo;Chỉ tiêu phái sinh;Dễ;Sàn, Loại CK;MSS;;X;;Done;;;;Σ KLGD;;;N/A;N/A;NULL (Dòng tiêu đề nhóm);;;;;X
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;1. Khối lượng giao dịch;Σ KLGD khớp lệnh (CPNY,UPCOM,CCQ,ETF);Báo cáo;Chỉ tiêu phái sinh;Dễ;Sàn, Loại CK;MSS, MDDS;;X;;Done;Sổ lệnh;Σ KLGD khớp lệnh sàn HNX;;Σ (Giá giao dịch × KL giao dịch) của CCQ ETF;;;TRADE_BOOK_HNX;Trade quantity;tổng Khối lượng giao dịch khớp lệnh = 1a +1b+1c +1d;;;;;
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;1a. Cổ phiếu Niêm Yết;"Σ KLGD khớp lệnh của CPNY
Cách phân loại CPNY: Market ID trong 2 giá trị:
- STO : HoSE Stock Market
- STX : HNX Listed Stock Market";Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;MSS;x;X;;Done;;CPNY;;Giá;;;TRADE_BOOK_HNX;Trade quantity;"-- Cổ phiếu:
""Market ID"" = 'STO' --HOSE
""Market ID"" = 'STX' --HNX
""Market ID"" = 'UPX' --UPCoM
---KL giao dịch khớp lệnh:
HOSE: Execution - Volume and Board Type in (G1, G2, G3, G4, G7,G8)
HNX: Trade quantity and Board ID in (G1, G2, G3, G4, G7,G8)";"Select sum (h.Trade quantity ) Tong_GTGD_CCQ, h.trade date 
from TRADE_BOOK_HNX h
Where Market ID in ('STO',STX')
and Board ID in (G1, G2, G3, G4, G7,G8)
and Trade date =p_date";;;;
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;1b. Cổ phiếu UpCom;Σ KLGD khớp lệnh của UpCom;Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;MSS;x;X;;Done;;UpCom;;Σ KLGD;;;TRADE_BOOK_HNX;Trade quantity;"-- Cổ phiếu:
""Market ID"" = 'STO' --HOSE
""Market ID"" = 'STX' --HNX
""Market ID"" = 'UPX' --UPCoM
---KL giao dịch khớp lệnh:
HOSE: Execution - Volume and Board Type in (G1, G2, G3, G4, G7,G8)
HNX: Trade quantity and Board ID in (G1, G2, G3, G4, G7,G8)";"Select sum (h.Trade quantity ) Tong_KLGD_Khớp lệnh_UPCOM, h.trade date 
from TRADE_BOOK_HNX h
Where Market ID ='UPX'
and Board ID in (G1, G2, G3, G4, G7,G8)
and Trade date =p_date";;;;
1;HNX01;BÁO CÁO VỀ GIAO DỊCH TRÊN THỊ TRƯỜNG CỔ PHIẾU;1c. Chứng chỉ quỹ;Σ KLGD khớp lệnh của CCQ;Báo cáo;Chỉ tiêu cơ sở;TB;Sàn, Loại CK;MSS, MDDS;x;X;;Done;;CCQ;;Tổng KL giao dịch;;;TRADE_BOOK_HNX;Trade quantity;"-- Sàn HNX: FloorCode ='02' -- HNX
-- Cổ phiếu:
""Market ID"" = 'STO' --HOSE
""Market ID"" = 'STX' --HNX
""Market ID"" = 'UPX' --UPCoM
---KL giao dịch khớp lệnh:
HOSE: Execution - Volume and Board Type in (G1, G2, G3, G4, G7,G8)
HNX: Trade quantity and Board ID in (G1, G2, G3, G4, G7,G8)
---Xác định chứng chỉ quỹ: 
and StockType ='3'
and FundType =' M'";"Select sum(h.Trade quantity) Tong_KLGD_Khớp lệnh_CCQ, h.trade date 
from TRADE_BOOK_HNX h
join JAD_STOCKINFOR s on s.symbol =h.symbol and s.tradingdate = h.Trade date
Where 
s.FloorCode ='02' -- HNX
and s.StockType ='3' --CCQ
and s.FundType =' M'
and h.trade date between (p_date_từ, p_date_đến)
and h.Board ID in (G1, G2, G3, G4, G7,G8)
group by h.trade date";;;;
