;;;;;;;;;;;;;;;Khai thác nguồn;;;;;;;;;
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số lượng CTCK thuộc diện kiểm soát;Số lượng CTCK thuộc diện kiểm soát;Dashboard;Chỉ tiêu cơ sở;TB;ngày, trạng thái CTCK;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_SC_FIRM_STATUS";"c.ID,
c.RECORD_STATUS,
c.BUSINESS_LICENSE_DATE,
d.ID,
d.SC_FIRM_STATUS_NAME";;"-- Số lượng CTCK thuộc diện kiểm soát 
SELECT 
nd.ngay, 
COUNT(c.ID) AS so_ctck_bi_kiem_soat 
FROM ( 
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay 
FROM ( 
SELECT MIN(BUSINESS_LICENSE_DATE) AS min_ngay 
FROM SSC_SCMS.SC_FIRM_INFO 
WHERE BUSINESS_LICENSE_DATE IS NOT NULL 
) 
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE) 
) nd 
LEFT JOIN SSC_SCMS.SC_FIRM_INFO c 
JOIN SSC_SCMS.CAT_SC_FIRM_STATUS d 
ON d.ID = c.RECORD_STATUS 
ON c.BUSINESS_LICENSE_DATE IS NOT NULL 
AND LOWER(d.SC_FIRM_STATUS_NAME) LIKE '%kiểm soát%' 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%đặc biệt%' -- loại trừ ""kiểm soát đặc biệt"" 
AND TRUNC(c.BUSINESS_LICENSE_DATE) <= nd.ngay 
--WHERE nd.ngay = DATE '2026-06-09' -- Test 
GROUP BY nd.ngay 
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số lượng CTCK thuộc diện kiểm soát đặc biệt;Số lượng CTCK thuộc diện kiểm soát đặc biệt;Dashboard;Chỉ tiêu cơ sở;TB;ngày, trạng thái CTCK;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_SC_FIRM_STATUS";"c.ID,
c.RECORD_STATUS,
c.BUSINESS_LICENSE_DATE,
d.ID,
d.SC_FIRM_STATUS_NAME";;"-- Số lượng CTCK thuộc diện kiểm soát đặc biệt 
SELECT 
nd.ngay, 
COUNT(c.ID) AS so_ctck_kiem_soat_dac_biet 
FROM ( 
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay 
FROM ( 
SELECT MIN(BUSINESS_LICENSE_DATE) AS min_ngay 
FROM SSC_SCMS.SC_FIRM_INFO 
WHERE BUSINESS_LICENSE_DATE IS NOT NULL 
) 
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE) 
) nd 
LEFT JOIN SSC_SCMS.SC_FIRM_INFO c 
JOIN SSC_SCMS.CAT_SC_FIRM_STATUS d 
ON d.ID = c.RECORD_STATUS 
ON c.BUSINESS_LICENSE_DATE IS NOT NULL 
AND LOWER(d.SC_FIRM_STATUS_NAME) LIKE '%kiểm soát đặc biệt%' 
AND TRUNC(c.BUSINESS_LICENSE_DATE) <= nd.ngay 
--WHERE nd.ngay = DATE '2026-06-09' -- Test 
GROUP BY nd.ngay 
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số lượng CTCK đình chỉ hoạt động;Số lượng CTCK đình chỉ hoạt động;Dashboard;Chỉ tiêu cơ sở;TB;ngày, trạng thái CTCK;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_SC_FIRM_STATUS";"c.ID,
c.RECORD_STATUS,
c.BUSINESS_LICENSE_DATE,
d.ID,
d.SC_FIRM_STATUS_NAME";;"-- Số lượng CTCK đình chỉ hoạt động 
SELECT 
nd.ngay, 
COUNT(c.ID) AS so_ctck_dinh_chi_hoat_dong 
FROM ( 
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay 
FROM ( 
SELECT MIN(BUSINESS_LICENSE_DATE) AS min_ngay 
FROM SSC_SCMS.SC_FIRM_INFO 
WHERE BUSINESS_LICENSE_DATE IS NOT NULL 
) 
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE) 
) nd 
LEFT JOIN SSC_SCMS.SC_FIRM_INFO c 
JOIN SSC_SCMS.CAT_SC_FIRM_STATUS d 
ON d.ID = c.RECORD_STATUS 
ON c.BUSINESS_LICENSE_DATE IS NOT NULL 
AND LOWER(d.SC_FIRM_STATUS_NAME) LIKE '%đình chỉ%' 
AND TRUNC(c.BUSINESS_LICENSE_DATE) <= nd.ngay 
--WHERE nd.ngay = DATE '2026-06-09' -- Test 
GROUP BY nd.ngay 
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số lượng CTCK trạng thái khác;Số lượng CTCK trạng thái khác;Dashboard;Chỉ tiêu cơ sở;TB;ngày, trạng thái CTCK;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_SC_FIRM_STATUS";"c.ID,
c.RECORD_STATUS,
c.BUSINESS_LICENSE_DATE,
d.ID,
d.SC_FIRM_STATUS_NAME";;"-- Số lượng CTCK trạng thái khác 
SELECT 
nd.ngay, 
COUNT(c.ID) AS so_ctck_trang_thai_khac 
FROM ( 
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay 
FROM ( 
SELECT MIN(BUSINESS_LICENSE_DATE) AS min_ngay 
FROM SSC_SCMS.SC_FIRM_INFO 
WHERE BUSINESS_LICENSE_DATE IS NOT NULL 
) 
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE) 
) nd 
LEFT JOIN ( 
SELECT c.ID, c.BUSINESS_LICENSE_DATE 
FROM SSC_SCMS.SC_FIRM_INFO c 
JOIN SSC_SCMS.CAT_SC_FIRM_STATUS d ON d.ID = c.RECORD_STATUS 
WHERE c.BUSINESS_LICENSE_DATE IS NOT NULL 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%thu hồi%' 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%hoạt động%' 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%cảnh báo%' 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%kiểm soát%' -- loại cả ""kiểm soát"" và ""kiểm soát đặc biệt"" 
AND LOWER(d.SC_FIRM_STATUS_NAME) NOT LIKE '%đình chỉ%' 
) c ON TRUNC(c.BUSINESS_LICENSE_DATE) <= nd.ngay 
--WHERE nd.ngay = DATE '2026-06-09' -- Test 
GROUP BY nd.ngay 
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số tài khoản có phát sinh giao dịch.;Số tài khoản có phát sinh giao dịch;Dashboard;Chỉ tiêu cơ sở;TB;Ngày;SCMS;X;X;;Done;;"SSC_SCMS.REPORT_CELL_VALUE
SSC_SCMS.CAT_INDICATOR";"gt.DATA_DATE,
gt.NUMERIC_VALUE,
gt.INDICATOR_ID,
dct.ID,
dct.INDICATOR_CODE";;"-- Số tài khoản có phát sinh giao dịch
SELECT
nd.ngay,
SUM(TO_NUMBER(gt.NUMERIC_VALUE)) AS so_tk_phat_sinh_giao_dich
FROM (
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay
FROM (
SELECT MIN(gt.DATA_DATE) AS min_ngay
FROM SSC_SCMS.REPORT_CELL_VALUE gt
JOIN SSC_SCMS.CAT_INDICATOR dct ON dct.ID = gt.INDICATOR_ID
WHERE dct.INDICATOR_CODE = 'SO_TAI_KHOAN_PHAT_SINH_GIAO_DICH' -- xác nhận lại
)
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE)
) nd
LEFT JOIN SSC_SCMS.REPORT_CELL_VALUE gt
JOIN SSC_SCMS.CAT_INDICATOR dct ON dct.ID = gt.INDICATOR_ID
ON dct.INDICATOR_CODE = 'SO_TAI_KHOAN_PHAT_SINH_GIAO_DICH' -- xác nhận lại
AND TRUNC(gt.DATA_DATE) = nd.ngay
--WHERE nd.ngay = DATE '2026-06-09' -- Test
GROUP BY nd.ngay
ORDER BY nd.ngay;";Hỏi bên phân hệ xem lưu ở bảng nào, cột nào, dòng nào?;;;;Done;Dữ liệu động
1;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Các chỉ tiêu thống kê chung;Số dư tiền gửi giao dịch;Số dư tiền gửi giao dịch;Dashboard;Chỉ tiêu cơ sở;TB;Ngày;SCMS;X;X;;Done;;"SSC_SCMS.REPORT_CELL_VALUE
SSC_SCMS.CAT_INDICATOR";"gt.DATA_DATE,
gt.NUMERIC_VALUE,
gt.INDICATOR_ID,
dct.ID,
dct.INDICATOR_CODE";;"-- Số dư tiền gửi giao dịch 
SELECT 
nd.ngay, 
SUM(TO_NUMBER(gt.NUMERIC_VALUE)) AS so_du_tien_gui_giao_dich 
FROM ( 
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay 
FROM ( 
SELECT MIN(gt.DATA_DATE) AS min_ngay 
FROM SSC_SCMS.REPORT_CELL_VALUE gt 
JOIN SSC_SCMS.CAT_INDICATOR dct ON dct.ID = gt.INDICATOR_ID 
WHERE dct.INDICATOR_CODE = 'SO_DU_TIEN_GUI_GIAO_DICH' -- xác nhận lại 
) 
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE) 
) nd 
LEFT JOIN SSC_SCMS.REPORT_CELL_VALUE gt 
JOIN SSC_SCMS.CAT_INDICATOR dct ON dct.ID = gt.INDICATOR_ID 
ON dct.INDICATOR_CODE = 'SO_DU_TIEN_GUI_GIAO_DICH' -- xác nhận lại 
AND TRUNC(gt.DATA_DATE) = nd.ngay 
--WHERE nd.ngay = DATE '2026-06-09' -- Test 
GROUP BY nd.ngay 
ORDER BY nd.ngay;";Hỏi bên phân hệ xem lưu ở bảng nào, cột nào, dòng nào?;;;;Done;Dữ liệu động
2;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Biểu đồ Nghiệp vụ;Chiều thời gian theo ngày;Chiều thời gian theo ngày;Dashboard;Chiều;Trùng;;SCMS;;X;;Done;;SSC_SCMS.SC_FIRM_INFO;SC_FIRM_REGISTRATION_DATE;;;Ngày dữ liệu;;;;Done;Dữ liệu động
2;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Biểu đồ nghiệp vụ;Chiều nghiệp vụ kinh doanh chứng khoán;Nghiệp vụ Môi giới chứng khoán, Bảo lãnh phát hành, Tư vấn đầu tư chứng khoán, Tự doanh chứng khoán;Dashboard;Chiều;Dễ;;SCMS;;X;;Done;;SSC_SCMS.CAT_BUSINESS_LINE;"BUSINESS_LINE_NAME,
RECORD_STATUS";;"-- Chiều: Nghiệp vụ kinh doanh chứng khoán
SELECT DISTINCT
CASE
WHEN LOWER(BUSINESS_LINE_NAME) LIKE '%môi giới%' THEN 'Môi giới chứng khoán'
WHEN LOWER(BUSINESS_LINE_NAME) LIKE '%tự doanh%' THEN 'Tự doanh chứng khoán'
WHEN LOWER(BUSINESS_LINE_NAME) LIKE '%bảo lãnh%' THEN 'Bảo lãnh phát hành chứng khoán'
WHEN LOWER(BUSINESS_LINE_NAME) LIKE '%tư vấn%' THEN 'Tư vấn đầu tư chứng khoán'
END AS nghiep_vu_kinh_doanh
FROM SSC_SCMS.CAT_BUSINESS_LINE
WHERE RECORD_STATUS = 1
ORDER BY 1;";;;;;Done;Dữ liệu tĩnh
2;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Biểu đồ nghiệp vụ;Số lượng CTCK theo nghiệp vụ môi giới;Số lượng CTCK theo nghiệp vụ môi giới;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Danh mục nghiệp vụ;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_BUSINESS_LINE";"c.ID, 
c.SC_FIRM_REGISTRATION_DATE,
c.BUSINESS_LINES,
c.PUBLIC_COMPANY_END_DATE,
nv.ID,
nv.RECORD_STATUS,
nv.BUSINESS_LINE_NAME";;"-- Số lượng CTCK theo nghiệp vụ môi giới
SELECT
nd.ngay,
COUNT(DISTINCT c.ID) AS so_ctck_nv_moi_gioi
FROM (
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay
FROM (
SELECT MIN(c.SC_FIRM_REGISTRATION_DATE) AS min_ngay -- Check lại trường Ngày
FROM SSC_SCMS.SC_FIRM_INFO c
JOIN SSC_SCMS.CAT_BUSINESS_LINE nv 
ON INSTR(
',' || c.BUSINESS_LINES || ',',
',' || TO_CHAR(nv.ID) || ','
) > 0
WHERE nv.RECORD_STATUS = 1
AND LOWER(nv.BUSINESS_LINE_NAME) LIKE '%môi giới%'
)
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE)
) nd
LEFT JOIN SSC_SCMS.SC_FIRM_INFO c
JOIN SSC_SCMS.CAT_BUSINESS_LINE nv 
ON INSTR(
',' || c.BUSINESS_LINES || ',',
',' || TO_CHAR(nv.ID) || ','
) > 0
ON nv.RECORD_STATUS = 1
AND LOWER(nv.BUSINESS_LINE_NAME) LIKE '%môi giới%'
AND TRUNC(c.SC_FIRM_REGISTRATION_DATE) <= nd.ngay -- đã đăng ký tính đến ngày đó
AND (
c.PUBLIC_COMPANY_END_DATE IS NULL
OR c.PUBLIC_COMPANY_END_DATE > nd.ngay -- còn hiệu lực tại ngày đó
)
--WHERE nd.ngay = DATE '2026-06-09' -- Test
GROUP BY nd.ngay
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
2;;Dashboard Tổng quan công ty chứng khoán toàn thị trường >> Biểu đồ nghiệp vụ;Số lượng CTCK theo nghiệp vụ bảo lãnh;Số lượng CTCK theo nghiệp vụ bảo lãnh;Dashboard;Chỉ tiêu cơ sở;TB;Ngày, Danh mục nghiệp vụ;SCMS;X;X;;Done;;"SSC_SCMS.SC_FIRM_INFO
SSC_SCMS.CAT_BUSINESS_LINE";"c.ID, 
c.SC_FIRM_REGISTRATION_DATE,
c.BUSINESS_LINES,
c.PUBLIC_COMPANY_END_DATE,
nv.ID,
nv.RECORD_STATUS,
nv.BUSINESS_LINE_NAME";;"-- Số lượng CTCK theo nghiệp vụ bảo lãnh
SELECT
nd.ngay,
COUNT(DISTINCT c.ID) AS so_ctck_nv_bao_lanh
FROM (
SELECT TRUNC(min_ngay) + LEVEL - 1 AS ngay
FROM (
SELECT MIN(c.SC_FIRM_REGISTRATION_DATE) AS min_ngay -- Check lại trường Ngày
FROM SSC_SCMS.SC_FIRM_INFO c
JOIN SSC_SCMS.CAT_BUSINESS_LINE nv 
ON INSTR(
',' || c.BUSINESS_LINES || ',',
',' || TO_CHAR(nv.ID) || ','
) > 0
WHERE nv.RECORD_STATUS = 1
AND LOWER(nv.BUSINESS_LINE_NAME) LIKE '%bảo lãnh%'
)
CONNECT BY TRUNC(min_ngay) + LEVEL - 1 <= TRUNC(SYSDATE)
) nd
LEFT JOIN SSC_SCMS.SC_FIRM_INFO c
JOIN SSC_SCMS.CAT_BUSINESS_LINE nv 
ON INSTR(
',' || c.BUSINESS_LINES || ',',
',' || TO_CHAR(nv.ID) || ','
) > 0
ON nv.RECORD_STATUS = 1
AND LOWER(nv.BUSINESS_LINE_NAME) LIKE '%bảo lãnh%'
AND TRUNC(c.SC_FIRM_REGISTRATION_DATE) <= nd.ngay -- đã đăng ký tính đến ngày đó
AND (
c.PUBLIC_COMPANY_END_DATE IS NULL
OR c.PUBLIC_COMPANY_END_DATE > nd.ngay -- còn hiệu lực tại ngày đó
)
--WHERE nd.ngay = DATE '2026-06-09' -- Test
GROUP BY nd.ngay
ORDER BY nd.ngay;";;;;;Done;Dữ liệu tĩnh
