;;;;;;;;;;;;;;;Khai thác nguồn;;;Review design;;;;;;;;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;KLGD - HĐTL VN30;Σ KLGD của tất cả hợp đồng phái sinh trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Sổ lệnh (Trade Book)
- Thông tin thị trường (Danh mục CK): Lấy thông tin sản phẩm phái sinh";"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL VN30'";;;KLGD;;;;;Dữ liệu tĩnh;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;Khối lượng mở (OI) - HĐTL VN30;Σ khối lượng mở trên thị trường phái sinh tại ngày cuối mỗi kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Thông tin thị trường
- VSDC - Báo cáo Thông tin khối lượng chứng khoán cuối ngày - Khối lượng hợp đồng mở OI";"""BM 2_Báo cáo về khối lượng mở cuối ngày""
MDDS.JAD_STOCKINFOR";"""Khối lượng hợp đồng mở OI""";"-- Thị trường phái sinh
MDDS.JAD_STOCKINFOR.FLOORCODE = '03'
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL VN30'
--> Lấy bản ghi cuối của ngày cuối kỳ
-- Khối lượng mở: Tính tổng Khối lượng hợp đồng mở tại ngày cuối kỳ";;Chưa có thiết kế CSDL HTTT;Khối lượng mở (OI);;;;;Dữ liệu tĩnh - Chưa có CSDL;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;KLGD - HĐTL VN100;Σ KLGD của tất cả hợp đồng phái sinh trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Sổ lệnh (Trade Book)
- Thông tin thị trường (Danh mục CK): Lấy thông tin sản phẩm phái sinh";"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL VN100'";;;KLGD;;;;;Dữ liệu tĩnh;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;Khối lượng mở (OI) - HĐTL VN100;Σ khối lượng mở trên thị trường phái sinh tại ngày cuối mỗi kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Thông tin thị trường
- VSDC - Báo cáo Thông tin khối lượng chứng khoán cuối ngày - Khối lượng hợp đồng mở OI";"""BM 2_Báo cáo về khối lượng mở cuối ngày""
MDDS.JAD_STOCKINFOR";"""Khối lượng hợp đồng mở OI""";"-- Thị trường phái sinh
MDDS.JAD_STOCKINFOR.FLOORCODE = '03'
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL VN100'
--> Lấy bản ghi cuối của ngày cuối kỳ
-- Khối lượng mở: Tính tổng Khối lượng hợp đồng mở tại ngày cuối kỳ";;Chưa có thiết kế CSDL HTTT;Khối lượng mở (OI);;;;;Dữ liệu tĩnh - Chưa có CSDL;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;KLGD - HĐTL TPCP;Σ KLGD của tất cả hợp đồng phái sinh trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Sổ lệnh (Trade Book)
- Thông tin thị trường (Danh mục CK): Lấy thông tin sản phẩm phái sinh";"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL TPCP'";;;KLGD;;;;;Dữ liệu tĩnh;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;Khối lượng mở (OI) - HĐTL TPCP;Σ khối lượng mở trên thị trường phái sinh tại ngày cuối mỗi kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Thông tin thị trường
- VSDC - Báo cáo Thông tin khối lượng chứng khoán cuối ngày - Khối lượng hợp đồng mở OI";"""BM 2_Báo cáo về khối lượng mở cuối ngày""
MDDS.JAD_STOCKINFOR";"""Khối lượng hợp đồng mở OI""";"-- Thị trường phái sinh
MDDS.JAD_STOCKINFOR.FLOORCODE = '03'
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) = 'HĐTL TPCP'
--> Lấy bản ghi cuối của ngày cuối kỳ
-- Khối lượng mở: Tính tổng Khối lượng hợp đồng mở tại ngày cuối kỳ";;Chưa có thiết kế CSDL HTTT;Khối lượng mở (OI);;;;;Dữ liệu tĩnh - Chưa có CSDL;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;KLGD - Toàn thị trường;Σ KLGD của tất cả hợp đồng phái sinh trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Sổ lệnh (Trade Book)
- Thông tin thị trường (Danh mục CK): Lấy thông tin sản phẩm phái sinh";"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
TRADE_HNX.""Market ID"" = 'DVX'";;;KLGD;;;;;Dữ liệu tĩnh;
5;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Diễn biến giao dịch thị trường phái sinh;Khối lượng mở (OI) - Toàn thị trường;Σ khối lượng mở trên thị trường phái sinh tại ngày cuối mỗi kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;X;Done;"- Thông tin thị trường
- VSDC - Báo cáo Thông tin khối lượng chứng khoán cuối ngày - Khối lượng hợp đồng mở OI";"""VSDC - BM 2_Báo cáo về khối lượng mở cuối ngày""
MDDS.JAD_STOCKINFOR";"Cột ""Khối lượng hợp đồng mở OI""";"-- Thị trường phái sinh
MDDS.JAD_STOCKINFOR.FLOORCODE = '03'
--> Lấy bản ghi cuối của ngày cuối kỳ
-- Khối lượng mở: Tính tổng Khối lượng hợp đồng mở tại ngày cuối kỳ";;Chưa có thiết kế CSDL HTTT;Khối lượng mở (OI);;;;;Dữ liệu tĩnh - Chưa có CSDL;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;Sản phẩm phái sinh;HĐTL VN30 / HĐTL VN100 / TPCP / Toàn thị trường;Dashboard;Chiều;Trùng;Sản phẩm phái sinh;MDDS;;X;;Done;Thông tin thị trường;MDDS.JAD_STOCKINFOR;"STOCKTYPE
UNDERLYINGSYMBOL";"--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) --> HĐTL VN30, HĐTL VN100, HĐTL TPCP";"WITH PARAMS_BASE AS (
SELECT
-- Tham số kỳ báo cáo
:PERIOD_TYPE AS PERIOD_TYPE,
DECODE(:PERIOD_TYPE
, 'D', TO_DATE(:PERIOD_FROM, 'DD/MM/YYYY')
, 'M', TO_DATE('01/' || :PERIOD_FROM, 'DD/MM/YYYY')
, 'Q', ADD_MONTHS(TO_DATE('01/01/' || SUBSTR(:PERIOD_FROM, 4, 4), 'DD/MM/YYYY'),(TO_NUMBER(SUBSTR(:PERIOD_FROM, 1, 2)) - 1) * 3)
, 'Y', TO_DATE('01/01/' || :PERIOD_FROM, 'DD/MM/YYYY')
) AS PERIOD_FROM_STARTDATE,
DECODE(:PERIOD_TYPE
, 'D', TO_DATE(:PERIOD_TO, 'DD/MM/YYYY')
, 'M', TO_DATE('01/' || :PERIOD_TO, 'DD/MM/YYYY')
, 'Q', ADD_MONTHS(TO_DATE('01/01/' || SUBSTR(:PERIOD_TO, 4, 4), 'DD/MM/YYYY'),(TO_NUMBER(SUBSTR(:PERIOD_TO, 1, 2)) - 1) * 3)
, 'Y', TO_DATE('01/01/' || :PERIOD_TO, 'DD/MM/YYYY')
) AS PERIOD_TO_STARTDATE
FROM DUAL
)
, PARAMS AS (
-- Danh sách kỳ trong khoảng Từ kỳ - Đến kỳ
SELECT
PERIOD_TYPE,
DECODE(PERIOD_TYPE
, 'D', PERIOD_FROM_STARTDATE + LEVEL - 1
, 'M', ADD_MONTHS(PERIOD_FROM_STARTDATE, LEVEL - 1)
, 'Q', ADD_MONTHS(PERIOD_FROM_STARTDATE, (LEVEL - 1) * 3)
, 'Y', ADD_MONTHS(PERIOD_FROM_STARTDATE, (LEVEL - 1) * 12)
) AS PERIOD_STARTDATE,
DECODE(PERIOD_TYPE
, 'D', PERIOD_FROM_STARTDATE + LEVEL - 1
, 'M', LAST_DAY(ADD_MONTHS(PERIOD_FROM_STARTDATE, LEVEL - 1))
, 'Q', ADD_MONTHS(PERIOD_FROM_STARTDATE, LEVEL * 3) - 1
, 'Y', ADD_MONTHS(PERIOD_FROM_STARTDATE, LEVEL * 12) - 1
) AS PERIOD_ENDDATE,
DECODE(PERIOD_TYPE
, 'D', TO_CHAR(PERIOD_FROM_STARTDATE + LEVEL - 1, 'DD/MM/YYYY')
, 'M', TO_CHAR(ADD_MONTHS(PERIOD_FROM_STARTDATE, LEVEL - 1), 'MM/YYYY')
, 'Q', TO_CHAR(CEIL(TO_NUMBER(TO_CHAR(ADD_MONTHS(PERIOD_FROM_STARTDATE, (LEVEL - 1) * 3), 'MM')) / 3),'FM00') || '/' || TO_CHAR(ADD_MONTHS(PERIOD_FROM_STARTDATE, (LEVEL - 1) * 3), 'YYYY')
, 'Y', TO_CHAR(ADD_MONTHS(PERIOD_FROM_STARTDATE, (LEVEL - 1) * 12), 'YYYY')
) AS PERIOD_NAME
FROM PARAMS_BASE
CONNECT BY LEVEL <= DECODE(PERIOD_TYPE
, 'D', PERIOD_TO_STARTDATE - PERIOD_FROM_STARTDATE + 1
, 'M', MONTHS_BETWEEN(PERIOD_TO_STARTDATE, PERIOD_FROM_STARTDATE) + 1
, 'Q', MONTHS_BETWEEN(PERIOD_TO_STARTDATE, PERIOD_FROM_STARTDATE) / 3 + 1
, 'Y', MONTHS_BETWEEN(PERIOD_TO_STARTDATE, PERIOD_FROM_STARTDATE) / 12 + 1
)
)
, PS AS (
-- Danh sách chứng khoán phái sinh: Lấy thông tin sản phẩm phái sinh, dữ liệu lấy bản ghi mới nhất của từng ngày
SELECT 
TRADINGDATE,
SYMBOL,
DERIVATIVE_PRODUCT
FROM (
SELECT 
S.TRADINGDATE,
S.SYMBOL,
DECODE(S.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(S.UNDERLYINGSYMBOL, 1, 2), 'GB', 'TPCP', S.UNDERLYINGSYMBOL) AS DERIVATIVE_PRODUCT,
ROW_NUMBER() OVER (PARTITION BY S.TRADINGDATE, S.SYMBOL ORDER BY S.TRADINGTIME DESC) RN 
FROM JAD_STOCKINFOR S
CROSS JOIN (
SELECT
MIN(PERIOD_STARTDATE) AS MIN_DATE,
MAX(PERIOD_ENDDATE) AS MAX_DATE
FROM PARAMS
) P
WHERE S.FLOORCODE = '03'
AND S.TRADINGDATE >= P.MIN_DATE
AND S.TRADINGDATE <= P.MAX_DATE
) 
WHERE RN = 1
)
-- Tổng giao dịch theo từng kỳ báo cáo
SELECT
P.PERIOD_NAME,
P.PERIOD_STARTDATE,
P.PERIOD_ENDDATE,
SUM(CASE 
WHEN h.""Buy Foreign Investor Type Code"" <> '00' THEN h.""Trade quantity""
ELSE 0
END) AS kl_nn_mua,
SUM(CASE 
WHEN h.""Sell Foreign Investor Type Code"" <> '00' THEN h.""Trade quantity""
ELSE 0
END) AS kl_nn_ban,
SUM(CASE 
WHEN h.""Buy Foreign Investor Type Code"" <> '00' THEN h.""Trade quantity"" 
ELSE 0
END)
- SUM(CASE 
WHEN h.""Sell Foreign Investor Type Code"" <> '00' THEN h.""Trade quantity""
ELSE 0
END) AS kl_nn_rong
FROM PARAMS P
LEFT JOIN PS
ON PS.TRADINGDATE >= P.PERIOD_STARTDATE
AND PS.TRADINGDATE <= P.PERIOD_ENDDATE
AND (PS.DERIVATIVE_PRODUCT = :DERIVATIVE_PRODUCT OR :DERIVATIVE_PRODUCT = 'Toàn thị trường')
LEFT JOIN CSDLTT_TRADE_HNX h
ON h.""Issue Code"" = PS.SYMBOL
AND TO_DATE(h.""Trade date"", 'YYYYMMDD') = PS.TRADINGDATE
AND h.""Market ID"" IN ('DVX')
GROUP BY P.PERIOD_NAME, P.PERIOD_STARTDATE, P.PERIOD_ENDDATE;";Lấy danh sách nhóm chứng khoán (Tương lai, Quyền chọn) + tài sản cơ sở của chứng khoán phái sinh;;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD mua NĐTNN;Σ KLGD mua NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) --> HĐTL VN30, HĐTL VN100, HĐTL TPCP
--NĐTNN bán
CSDLTT.TRADE_HNX.""Buy Foreign Investor Type Code"" <> '00'";;;;;;;Dữ liệu tĩnh;;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD bán NĐTNN;Σ KLGD bán NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) --> HĐTL VN30, HĐTL VN100, HĐTL TPCP
--NĐTNN bán
CSDLTT.TRADE_HNX.""Sell Foreign Investor Type Code"" <> '00'";;;;;;;Dữ liệu tĩnh;;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KL mua/bán ròng NĐTNN;Σ (KLGD mua NĐTNN − KLGD bán NĐTNN) trong kỳ báo cáo;Dashboard;Chỉ tiêu phái sinh;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Thị trường phái sinh
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Sản phẩm phái sinh
DECODE(JAD_STOCKINFOR.STOCKTYPE, '4', 'HĐTL', '5', 'HĐ quyền chọn') || DECODE(SUBSTR(JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2), 'GB', 'TPCP', JAD_STOCKINFOR.UNDERLYINGSYMBOL) --> HĐTL VN30, HĐTL VN100, HĐTL TPCP
--NĐTNN mua/bán
CSDLTT.TRADE_HNX.""Buy Foreign Investor Type Code"" <> '00'
CSDLTT.TRADE_HNX.""Sell Foreign Investor Type Code"" <> '00'";;;;;;;Dữ liệu tĩnh;;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD mua NĐTNN - HĐTL VN30;Σ KLGD mua NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN30
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN30'
--NĐTNN mua
""Buy Foreign Investor Type Code"" <> '00'";;;KLGD mua NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD bán NĐTNN - HĐTL VN30;Σ KLGD bán NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN30
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN30'
--NĐTNN bán
""Sell Foreign Investor Type Code"" <> '00'";;;KLGD bán NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KL mua/bán ròng NĐTNN - HĐTL VN30;Σ (KLGD mua NĐTNN − KLGD bán NĐTNN) trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN30
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN30'
--NĐTNN mua/bán
""Buy Foreign Investor Type Code"" <> '00'
""Sell Foreign Investor Type Code"" <> '00'";;;KL mua/bán ròng NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD mua NĐTNN - HĐTL VN100;Σ KLGD mua NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN100
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN100'
--NĐTNN mua
""Buy Foreign Investor Type Code"" <> '00'";;;KLGD mua NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD bán NĐTNN - HĐTL VN100;Σ KLGD bán NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN100
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN100'
--NĐTNN bán
""Sell Foreign Investor Type Code"" <> '00'";;;KLGD bán NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KL mua/bán ròng NĐTNN - HĐTL VN100;Σ (KLGD mua NĐTNN − KLGD bán NĐTNN) trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL VN100
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL = 'VN100'
--NĐTNN mua/bán
""Buy Foreign Investor Type Code"" <> '00'
""Sell Foreign Investor Type Code"" <> '00'";;;KL mua/bán ròng NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD mua NĐTNN - HĐTL TPCP;Σ KLGD mua NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL TPCP
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
SUBSTR(MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2) = 'GB' --> TPCP
--NĐTNN mua
""Buy Foreign Investor Type Code"" <> '00'";;;KLGD mua NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KLGD bán NĐTNN - HĐTL TPCP;Σ KLGD bán NĐTNN trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL TPCP
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
SUBSTR(MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2) = 'GB' --> TPCP
--NĐTNN bán
""Sell Foreign Investor Type Code"" <> '00'";;;KLGD bán NĐTNN;;;;;Dữ liệu tĩnh;
6;;Dashboard Thống kê thị trường >> Phái sinh >> Biểu đồ Khối lượng mua/bán ròng của NĐTNN;KL mua/bán ròng NĐTNN - HĐTL TPCP;Σ (KLGD mua NĐTNN − KLGD bán NĐTNN) trong kỳ báo cáo;Dashboard;Chỉ tiêu cơ sở;Trùng;Sản phẩm phái sinh, Ngày/Tháng/Quý/Năm;MDDS, CSDLTT;;X;;Done;Sổ lệnh (Trade Book);"CSDLTT.TRADE_HNX
MDDS.JAD_STOCKINFOR";"CSDLTT.TRADE_HNX.""Trade quantity""";"--Phái sinh:
CSDLTT.TRADE_HNX.""Market ID"" = 'DVX'
--Tài sản cơ sở = HĐTL TPCP
MDDS.JAD_STOCKINFOR.STOCKTYPE = '4' --> HĐTL
SUBSTR(MDDS.JAD_STOCKINFOR.UNDERLYINGSYMBOL,1,2) = 'GB' --> TPCP
--NĐTNN mua/bán
""Buy Foreign Investor Type Code"" <> '00'
""Sell Foreign Investor Type Code"" <> '00'";;;KL mua/bán ròng NĐTNN;;;;;Dữ liệu tĩnh;
