Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
RISK_INDICATOR_SCHEDULE,START_TIME,Ngày giờ bắt đầu chạy,,
RISK_INDICATOR_SCHEDULE,NEXT_RUN_TIME,Lịch chạy tiếp theo (auto-calculated),,
RISK_INDICATOR_SCHEDULE,LAST_RUN_TIME,Lần chạy gần nhất,,
RISK_INDICATOR_SCHEDULE,CRON_EXPRESSION,Quartz cron,,
RISK_INDICATOR_SCHEDULE,IS_ENABLED,0=Không hoạt động 1=Hoạt động,,
RISK_INDICATOR_SCHEDULE,TOTAL_RUNS,Số lần đã chạy (thống kê),,
RISK_INDICATOR_SCHEDULE,LAST_STATUS,SUCCESS/FAILED,,
RISK_INDICATOR_SCHEDULE,LAST_ERROR,Lỗi lần chạy gần nhất (nếu có),,
RISK_INDICATOR_SCHEDULE,CREATED_AT,Ngày tạo,,
RISK_INDICATOR_SCHEDULE,UPDATED_AT,Ngày cập nhật,,
RISK_INDICATOR_SCHEDULE,CREATED_BY_ID,User ID người tạo,,
RISK_INDICATOR_SCHEDULE,UPDATED_BY_ID,User ID người cập nhật,,
RISK_INDICATOR_SCHEDULE,CREATED_BY_NAME,Tên người tạo,,
RISK_INDICATOR_SCHEDULE,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_INDICATOR_SCHEDULE,DELETED,Soft delete,,
RISK_INDICATOR_VALUE,ID,Primary key,PK,
RISK_INDICATOR_VALUE,INDICATOR_ID,Chỉ tiêu,FK,FK → RISK_INDICATOR.ID
RISK_INDICATOR_VALUE,PERIOD_TYPE,"Kỳ dữ liệu: 1=Ngày, 2=Tháng, 3=Quý, 4=Năm",,
RISK_INDICATOR_VALUE,PERIOD_VALUE,"Lưu giá trị dành cho trường hợp period_type = Tháng, Quý. Dựa vào dữ liệu của period_date. Vd: period_type=Tháng period_date = 12/03/2026 thì period_value = 3 Vd: period_type=Quý period_date=12/03/2026 thì period_value = 1 (Quý 1: Tháng 1, Tháng 2, Tháng 3. Quý 2: Tháng 4, Tháng 5, Tháng 6. Quý 3: Tháng 7, Tháng 8, Tháng 9. Quý 4: Tháng 10, Tháng 11, Tháng 12 )",,
RISK_INDICATOR_VALUE,PERIOD_YEAR,Năm lấy theo period_date,,
RISK_INDICATOR_VALUE,PERIOD_DATE,Ngày đại diện cho kỳ,,
RISK_INDICATOR_VALUE,PERIOD_LABEL,"Chuỗi hiển thị kỳ (VD: 2024-01, 2024-Q1, 2024)",,
RISK_INDICATOR_VALUE,UNIT_CODE,Đơn vị 1=% 2=Điểm 3=Tỷ VND 4=Triệu USD 5=Hợp đồng 6=Cổ phiếu 7=Công ty 8=VND 9=Số tài khoản 10=Đơn vị tính,,
RISK_INDICATOR_VALUE,SOURCE_CODE,Nguồn 1=Investing 2=Tổng cục Thống kê 3=Ngân hàng Nhà nước 4=Nội bộ 5=HNX 6=VSDC (Investing chỉ dùng cho chỉ tiêu quốc tế),,
RISK_INDICATOR_VALUE,DATA_ORIGIN,"Nguồn gốc: 1=API CSDL tập trung, 2=User chỉnh sửa",,
RISK_INDICATOR_VALUE,CREATED_AT,Ngày tạo,,
RISK_INDICATOR_VALUE,UPDATED_AT,Ngày sửa cuối,,
RISK_INDICATOR_VALUE,CREATED_BY_ID,User_id người tạo,,
RISK_INDICATOR_VALUE,UPDATED_BY_ID,User_id người cập nhật,,
RISK_INDICATOR_VALUE,CREATED_BY_NAME,Tên người tạo,,
RISK_INDICATOR_VALUE,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_INDICATOR_VALUE,DELETED,Soft delete,,
RISK_INDICATOR_VALUE,CUMULATIVE_VALUE,Giá trị luỹ kế,,
RISK_INDICATOR_VALUE,VALUE,Giá trị chỉ tiêu tại kỳ này,,
RISK_INDICATOR_VALUE_HISTORY,ID,Primary key,PK,
RISK_INDICATOR_VALUE_HISTORY,INDICATOR_ID,Chỉ tiêu,FK,FK → RISK_INDICATOR.ID
RISK_INDICATOR_VALUE_HISTORY,UNIT_CODE,Đơn vị 1=% 2=Điểm 3=Tỷ VND 4=Triệu USD 5=Hợp đồng 6=Cổ phiếu 7=Công ty 8=VND 9=Số tài khoản 10=Đơn vị tính,,
RISK_INDICATOR_VALUE_HISTORY,SOURCE_CODE,Nguồn 1=Investing 2=Tổng cục Thống kê 3=Ngân hàng Nhà nước 4=Nội bộ 5=HNX 6=VSDC (Investing chỉ dùng cho chỉ tiêu quốc tế),,
RISK_INDICATOR_VALUE_HISTORY,DATA_ORIGIN,Nguồn gốc dữ liệu sau thay đổi: 1=API CSDL tập trung 2=User chỉnh sửa,,
RISK_INDICATOR_VALUE_HISTORY,CHANGE_TYPE,Loại thay đổi: SYNC UPDATE,,
RISK_INDICATOR_VALUE_HISTORY,CHANGE_BY_ID,Người thực hiện (user id),,
RISK_INDICATOR_VALUE_HISTORY,CHANGE_BY_NAME,Tên người thực hiện,,
RISK_INDICATOR_VALUE_HISTORY,CREATED_AT,Ngày tạo,,
RISK_INDICATOR_VALUE_HISTORY,UPDATED_AT,Ngày sửa cuối,,
RISK_INDICATOR_VALUE_HISTORY,CREATED_BY_ID,User_id người tạo,,
RISK_INDICATOR_VALUE_HISTORY,UPDATED_BY_ID,User_id người cập nhật,,
RISK_INDICATOR_VALUE_HISTORY,CREATED_BY_NAME,Tên người tạo,,
RISK_INDICATOR_VALUE_HISTORY,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_INDICATOR_VALUE_HISTORY,DELETED,Soft delete,,
RISK_INDICATOR_VALUE_HISTORY,PERIOD_DATE,,,
RISK_INDICATOR_VALUE_HISTORY,OLD_VALUE,Giá trị cũ (null nếu là tạo mới),,
RISK_INDICATOR_VALUE_HISTORY,NEW_VALUE,Giá trị mới (null nếu là xóa),,
RISK_MARKET_REPORT,ID,,PK,
RISK_MARKET_REPORT,REPORT_TYPE_ID,,FK,FK → RISK_MARKET_REPORT_TYPE.ID
RISK_MARKET_REPORT,PERIOD_TYPE,,,
RISK_MARKET_REPORT,PERIOD_DATE,,,
RISK_MARKET_REPORT,PERIOD_LABEL,,,
RISK_MARKET_REPORT,TITLE,,,
RISK_MARKET_REPORT,DESCRIPTION,,,
RISK_MARKET_REPORT,STATUS,,,
RISK_MARKET_REPORT,CREATED_AT,,,
RISK_MARKET_REPORT,UPDATED_AT,,,
RISK_MARKET_REPORT,CREATED_BY_ID,,,
RISK_MARKET_REPORT,UPDATED_BY_ID,,,
RISK_MARKET_REPORT,CREATED_BY_NAME,,,
RISK_MARKET_REPORT,UPDATED_BY_NAME,,,
RISK_MARKET_REPORT,DELETED,,,
RISK_MARKET_REPORT_FILE,ID,,PK,
RISK_MARKET_REPORT_FILE,REPORT_ID,,FK,FK → RISK_MARKET_REPORT.ID
RISK_MARKET_REPORT_FILE,FILE_NAME,,,
RISK_MARKET_REPORT_FILE,FILE_PATH,,,
RISK_MARKET_REPORT_FILE,FILE_SIZE,,,
RISK_MARKET_REPORT_FILE,FILE_TYPE,,,
RISK_MARKET_REPORT_FILE,IS_MAIN_FILE,,,
RISK_MARKET_REPORT_FILE,UPLOADED_AT,,,
RISK_MARKET_REPORT_FILE,UPLOADED_BY_ID,,,
RISK_MARKET_REPORT_FILE,DESCRIPTION,,,
RISK_MARKET_REPORT_FILE,CREATED_AT,,,
RISK_MARKET_REPORT_FILE,UPDATED_AT,,,
RISK_MARKET_REPORT_FILE,CREATED_BY_ID,,,
RISK_MARKET_REPORT_FILE,UPDATED_BY_ID,,,
RISK_MARKET_REPORT_FILE,CREATED_BY_NAME,,,
RISK_MARKET_REPORT_FILE,UPDATED_BY_NAME,,,
RISK_MARKET_REPORT_FILE,DELETED,,,
RISK_MARKET_REPORT_TYPE,ID,,PK,
RISK_MARKET_REPORT_TYPE,TYPE_CODE,,,
RISK_MARKET_REPORT_TYPE,TYPE_NAME,,,
RISK_MARKET_REPORT_TYPE,DESCRIPTION,,,
RISK_MARKET_REPORT_TYPE,PERIOD_TYPE,,,
RISK_MARKET_REPORT_TYPE,STATUS,,,
RISK_MARKET_REPORT_TYPE,CREATED_AT,,,
RISK_MARKET_REPORT_TYPE,UPDATED_AT,,,
RISK_MARKET_REPORT_TYPE,CREATED_BY_ID,,,
RISK_MARKET_REPORT_TYPE,UPDATED_BY_ID,,,
RISK_MARKET_REPORT_TYPE,CREATED_BY_NAME,,,
RISK_MARKET_REPORT_TYPE,UPDATED_BY_NAME,,,
RISK_MARKET_REPORT_TYPE,DELETED,,,
RISK_NOTIFICATION,ID,Primary key,PK,
RISK_NOTIFICATION,ALERT_ID,Alert liên quan,FK,FK → RISK_ALERT.ID
RISK_NOTIFICATION,NOTIFICATION_TYPE,"1=Toast, 2=Bell, 3=Email",,
RISK_NOTIFICATION,RECIPIENT_USER_ID,"User nhận notification (cho type=1,2)",,
RISK_NOTIFICATION,RECIPIENT_EMAIL,Email (cho type=3),,
RISK_NOTIFICATION,SENT_AT,Thời điểm gửi,,
RISK_NOTIFICATION,SEND_STATUS,1=SENT 2=FAILED,,
RISK_NOTIFICATION,SEND_ERROR,Lỗi khi gửi (nếu có),,
RISK_NOTIFICATION,CREATED_AT,Ngày tạo,,
RISK_NOTIFICATION,UPDATED_AT,Ngày sửa cuối,,
RISK_NOTIFICATION,CREATED_BY_ID,User_id người tạo,,
RISK_NOTIFICATION,UPDATED_BY_ID,User_id người cập nhật,,
RISK_NOTIFICATION,CREATED_BY_NAME,Tên người tạo,,
RISK_NOTIFICATION,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_NOTIFICATION,DELETED,Soft delete,,
RISK_NOTIFICATION,READ_STATUS,0=Chưa đọc 1=Đã đọc,,
RISK_NOTIFICATION,TITLE,,,
RISK_NOTIFICATION,CONTENT,,,
RISK_REPORT_FILE,ID,Primary key,PK,
RISK_REPORT_FILE,BATCH_ID,Id nhóm upload,FK,FK suy luận → risk_report_upload_batch.id
RISK_REPORT_FILE,FILE_NAME,Tên file hiển thị (VD: Báo cáo TTCK Q4-2025.docx),,
RISK_REPORT_FILE,FILE_PATH,Đường dẫn lưu file trên hệ thống (filesystem/object storage),,
RISK_REPORT_FILE,FILE_SIZE,Dung lượng file (bytes),,
RISK_REPORT_FILE,FILE_TYPE,"Loại file: DOCX, XLSX, PDF,…",,
RISK_REPORT_FILE,UPLOADED_AT,Thời gian upload file,,
RISK_REPORT_FILE,UPLOADED_BY_ID,Người nộp file (user id),,
RISK_REPORT_FILE,CREATED_AT,Ngày tạo,,
RISK_REPORT_FILE,UPDATED_AT,Ngày sửa cuối,,
RISK_REPORT_FILE,CREATED_BY_ID,User_id người tạo,,
RISK_REPORT_FILE,UPDATED_BY_ID,User_id người cập nhật,,
RISK_REPORT_FILE,CREATED_BY_NAME,Tên người tạo,,
RISK_REPORT_FILE,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_REPORT_FILE,DELETED,Soft delete,,
RISK_REPORT_TYPE,ID,Primary key,PK,
RISK_REPORT_TYPE,CODE,Mã loại báo cáo (VD: MARKET_STATUS_PERIOD),,
RISK_REPORT_TYPE,NAME,Tên loại báo cáo (VD: Báo cáo nhanh hàng tháng),,
RISK_REPORT_TYPE,DESCRIPTION,Mô tả chi tiết,,
RISK_REPORT_TYPE,TEMPLATE_CONTENT,Nội dung template báo cáo (Word/HTML) chứa các placeholder theo cú pháp {{PLACEHOLDER_CODE}},,
RISK_REPORT_TYPE,DISPLAY_ORDER,Thứ tự hiển thị của báo cáo,,
RISK_REPORT_TYPE,IS_ACTIVE,0=Không hoạt động 1=Hoạt động,,
RISK_REPORT_TYPE,CREATED_AT,Ngày tạo,,
RISK_REPORT_TYPE,UPDATED_AT,Ngày sửa cuối,,
RISK_REPORT_TYPE,CREATED_BY_ID,User_id người tạo,,
RISK_REPORT_TYPE,UPDATED_BY_ID,User_id người cập nhật,,
RISK_REPORT_TYPE,CREATED_BY_NAME,Tên người tạo,,
RISK_REPORT_TYPE,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_REPORT_TYPE,DELETED,Soft delete,,
RISK_REPORT_UPLOAD_BATCH,ID,Primary key,PK,
RISK_REPORT_UPLOAD_BATCH,REPORT_TYPE_ID,Loại báo cáo,FK,FK suy luận → risk_report_type.id
RISK_REPORT_UPLOAD_BATCH,REPORT_DATE,Thời gian báo cáo (do người dùng chọn khi upload),,
RISK_REPORT_UPLOAD_BATCH,FILE_COUNT,Số lượng file trong batch,,
RISK_REPORT_UPLOAD_BATCH,CREATED_AT,Ngày tạo,,
RISK_REPORT_UPLOAD_BATCH,UPDATED_AT,Ngày sửa cuối,,
RISK_REPORT_UPLOAD_BATCH,CREATED_BY_ID,User_id người tạo,,
RISK_REPORT_UPLOAD_BATCH,UPDATED_BY_ID,User_id người cập nhật,,
RISK_REPORT_UPLOAD_BATCH,CREATED_BY_NAME,Tên người tạo,,
RISK_REPORT_UPLOAD_BATCH,UPDATED_BY_NAME,Tên người cập nhật,,
RISK_REPORT_UPLOAD_BATCH,DELETED,Soft delete,,
USER_TABLE_CONFIG,ID,,PK,
USER_TABLE_CONFIG,USER_ID,,,
USER_TABLE_CONFIG,TABLE_NAME,,,
USER_TABLE_CONFIG,TABLE_CODE,,,
USER_TABLE_CONFIG,TAB_NAME,,,
USER_TABLE_CONFIG,TAB_CODE,,,
USER_TABLE_CONFIG,CONFIG_DATA,,,
USER_TABLE_CONFIG,NOTES,,,
USER_TABLE_CONFIG,CREATED_AT,,,
USER_TABLE_CONFIG,UPDATED_AT,,,
USER_TABLE_CONFIG,CREATED_BY_ID,,,
USER_TABLE_CONFIG,UPDATED_BY_ID,,,
USER_TABLE_CONFIG,CREATED_BY_NAME,,,
USER_TABLE_CONFIG,UPDATED_BY_NAME,,,
USER_TABLE_CONFIG,DELETED,,,
