Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
MODULE_INTEGRATION_RESOURCE,MODULE_INTEGRATION_CONFIG_ID,VARCHAR2(144),ID phân hệ (FK tới MODULE_INTEGRATION_CONFIG),PK,FK → MODULE_INTEGRATION_CONFIG.ID
MODULE_INTEGRATION_RESOURCE,RESOURCE_ID,VARCHAR2(144),ID tài nguyên (FK tới RESOURCE),PK,FK → RESOURCE.ID (bảng ngoài phạm vi ECAT)
MODULE_INTEGRATION_RESOURCE,RESOURCE_CODE,VARCHAR2(400),,,
MODULE_INTEGRATION_RESOURCE,ACTIVE,"NUMBER(1,0)",,,
MODULE_INTEGRATION_RESOURCE,ACTIVE_REASON,CLOB,,,
NATION,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
NATION,STABLE_ID,VARCHAR2(144),ID ổn định (UUID v7),,
NATION,CODE,VARCHAR2(80),Mã dân tộc,,
NATION,NAME,VARCHAR2(1020),Tên dân tộc,,
NATION,ACTIVE,"NUMBER(1,0)","Trạng thái hoạt động (1: Active, 0: Inactive)",,
NATION,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái active,,
NATION,DELETED,"NUMBER(1,0)","Trạng thái xóa (1: Deleted, 0: Not Deleted)",,
NATION,DELETED_REASON,CLOB,Lý do xóa,,
NATION,VERSION,NUMBER,Số phiên bản,,
NATION,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực của bản ghi,,
NATION,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực của bản ghi,,
NATION,OLD_ID,VARCHAR2(144),"ID cũ, dùng để lưu trữ khi chuyển đổi dữ liệu từ hệ thống cũ sang (nếu có)",,
NATION,CREATED_AT,TIMESTAMP(6),Ngày giờ tạo bản ghi,,
NATION,UPDATED_AT,TIMESTAMP(6),Ngày giờ cập nhật bản ghi,,
NATION,CREATED_BY_ID,VARCHAR2(144),ID người tạo bản ghi,,FK suy luận → UBCK_STAFF.ID
NATION,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo bản ghi,,
NATION,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật bản ghi,,FK suy luận → UBCK_STAFF.ID
NATION,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,ID,VARCHAR2(144),ID loại chứng chỉ chuyên môn,PK,
PROFESSIONAL_CERTIFICATE_TYPES,CODE,VARCHAR2(80),Mã loại chứng chỉ chuyên môn,,
PROFESSIONAL_CERTIFICATE_TYPES,NAME,VARCHAR2(1020),Tên loại chứng chỉ chuyên môn,,
PROFESSIONAL_CERTIFICATE_TYPES,LEGAL_CITATION,CLOB,Trích dẫn pháp lý,,
PROFESSIONAL_CERTIFICATE_TYPES,OPERATION_STATUS,"NUMBER(1,0)",Trạng thái hoạt động,,
PROFESSIONAL_CERTIFICATE_TYPES,FORM_COMPONENT_ID,VARCHAR2(144),ID của mã thành phần hồ sơ,,FK suy luận → ADMINISTRATIVE_PROCEDURE_COMPONENT.ID
PROFESSIONAL_CERTIFICATE_TYPES,FORM_COMPONENT_VERSION_ID,VARCHAR2(144),ID phiên bản của mã thành phần hồ sơ,,FK suy luận → ADMINISTRATIVE_PROCEDURE_COMPONENT.ID
PROFESSIONAL_CERTIFICATE_TYPES,ACTIVE,"NUMBER(1,0)",Trạng thái hoạt động,,
PROFESSIONAL_CERTIFICATE_TYPES,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái hoạt động,,
PROFESSIONAL_CERTIFICATE_TYPES,DELETED,"NUMBER(1,0)","Xóa (1: Đã xóa, 0: Chưa xóa)",,
PROFESSIONAL_CERTIFICATE_TYPES,DELETED_REASON,CLOB,Lý do xóa bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,VERSION,NUMBER,Phiên bản bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,EFFECTIVE_START_DATE,TIMESTAMP(6),Thời điểm bắt đầu hiệu lực của bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,EFFECTIVE_END_DATE,TIMESTAMP(6),Thời điểm kết thúc hiệu lực của bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,OLD_ID,VARCHAR2(144),ID cũ,,
PROFESSIONAL_CERTIFICATE_TYPES,CREATED_AT,TIMESTAMP(6),Thời điểm tạo bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,CREATED_BY_ID,VARCHAR2(144),ID người tạo bản ghi,,FK suy luận → UBCK_STAFF.ID
PROFESSIONAL_CERTIFICATE_TYPES,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật bản ghi,,FK suy luận → UBCK_STAFF.ID
PROFESSIONAL_CERTIFICATE_TYPES,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật bản ghi,,
PROFESSIONAL_CERTIFICATE_TYPES,STABLE_ID,VARCHAR2(144),ID ổn định dùng để liên kết các phiên bản của cùng một thực thể,,
QRTZ_BLOB_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,FK → QRTZ_TRIGGERS.SCHED_NAME
QRTZ_BLOB_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_NAME
QRTZ_BLOB_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_GROUP
QRTZ_BLOB_TRIGGERS,BLOB_DATA,BLOB,,,
QRTZ_CALENDARS,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_CALENDARS,CALENDAR_NAME,VARCHAR2(800),,PK,
QRTZ_CALENDARS,CALENDAR,BLOB,,,
QRTZ_CRON_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,FK → QRTZ_TRIGGERS.SCHED_NAME
QRTZ_CRON_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_NAME
QRTZ_CRON_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_GROUP
QRTZ_CRON_TRIGGERS,CRON_EXPRESSION,VARCHAR2(480),,,
QRTZ_CRON_TRIGGERS,TIME_ZONE_ID,VARCHAR2(320),,,
QRTZ_FIRED_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_FIRED_TRIGGERS,ENTRY_ID,VARCHAR2(380),,PK,
QRTZ_FIRED_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,,
QRTZ_FIRED_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,,
QRTZ_FIRED_TRIGGERS,INSTANCE_NAME,VARCHAR2(800),,,
QRTZ_FIRED_TRIGGERS,FIRED_TIME,"NUMBER(13,0)",,,
QRTZ_FIRED_TRIGGERS,SCHED_TIME,"NUMBER(13,0)",,,
QRTZ_FIRED_TRIGGERS,PRIORITY,"NUMBER(13,0)",,,
QRTZ_FIRED_TRIGGERS,STATE,VARCHAR2(64),,,
QRTZ_FIRED_TRIGGERS,JOB_NAME,VARCHAR2(800),,,
QRTZ_FIRED_TRIGGERS,JOB_GROUP,VARCHAR2(800),,,
QRTZ_FIRED_TRIGGERS,IS_NONCONCURRENT,VARCHAR2(4),,,
QRTZ_FIRED_TRIGGERS,REQUESTS_RECOVERY,VARCHAR2(4),,,
QRTZ_JOB_DETAILS,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_JOB_DETAILS,JOB_NAME,VARCHAR2(800),,PK,
QRTZ_JOB_DETAILS,JOB_GROUP,VARCHAR2(800),,PK,
QRTZ_JOB_DETAILS,DESCRIPTION,VARCHAR2(1000),,,
QRTZ_JOB_DETAILS,JOB_CLASS_NAME,VARCHAR2(1000),,,
QRTZ_JOB_DETAILS,IS_DURABLE,VARCHAR2(4),,,
QRTZ_JOB_DETAILS,IS_NONCONCURRENT,VARCHAR2(4),,,
QRTZ_JOB_DETAILS,IS_UPDATE_DATA,VARCHAR2(4),,,
QRTZ_JOB_DETAILS,REQUESTS_RECOVERY,VARCHAR2(4),,,
QRTZ_JOB_DETAILS,JOB_DATA,BLOB,,,
QRTZ_LOCKS,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_LOCKS,LOCK_NAME,VARCHAR2(160),,PK,
QRTZ_PAUSED_TRIGGER_GRPS,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_PAUSED_TRIGGER_GRPS,TRIGGER_GROUP,VARCHAR2(800),,PK,
QRTZ_SCHEDULER_STATE,SCHED_NAME,VARCHAR2(480),,PK,
QRTZ_SCHEDULER_STATE,INSTANCE_NAME,VARCHAR2(800),,PK,
QRTZ_SCHEDULER_STATE,LAST_CHECKIN_TIME,"NUMBER(13,0)",,,
QRTZ_SCHEDULER_STATE,CHECKIN_INTERVAL,"NUMBER(13,0)",,,
QRTZ_SIMPLE_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,FK → QRTZ_TRIGGERS.SCHED_NAME
QRTZ_SIMPLE_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_NAME
QRTZ_SIMPLE_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_GROUP
QRTZ_SIMPLE_TRIGGERS,REPEAT_COUNT,"NUMBER(7,0)",,,
QRTZ_SIMPLE_TRIGGERS,REPEAT_INTERVAL,"NUMBER(12,0)",,,
QRTZ_SIMPLE_TRIGGERS,TIMES_TRIGGERED,"NUMBER(10,0)",,,
QRTZ_SIMPROP_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,FK → QRTZ_TRIGGERS.SCHED_NAME
QRTZ_SIMPROP_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_NAME
QRTZ_SIMPROP_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,PK,FK → QRTZ_TRIGGERS.TRIGGER_GROUP
QRTZ_SIMPROP_TRIGGERS,STR_PROP_1,VARCHAR2(2048),,,
QRTZ_SIMPROP_TRIGGERS,STR_PROP_2,VARCHAR2(2048),,,
QRTZ_SIMPROP_TRIGGERS,STR_PROP_3,VARCHAR2(2048),,,
QRTZ_SIMPROP_TRIGGERS,INT_PROP_1,"NUMBER(10,0)",,,
QRTZ_SIMPROP_TRIGGERS,INT_PROP_2,"NUMBER(10,0)",,,
QRTZ_SIMPROP_TRIGGERS,LONG_PROP_1,"NUMBER(13,0)",,,
QRTZ_SIMPROP_TRIGGERS,LONG_PROP_2,"NUMBER(13,0)",,,
QRTZ_SIMPROP_TRIGGERS,DEC_PROP_1,"NUMBER(13,4)",,,
QRTZ_SIMPROP_TRIGGERS,DEC_PROP_2,"NUMBER(13,4)",,,
QRTZ_SIMPROP_TRIGGERS,BOOL_PROP_1,VARCHAR2(4),,,
QRTZ_SIMPROP_TRIGGERS,BOOL_PROP_2,VARCHAR2(4),,,
QRTZ_TRIGGERS,SCHED_NAME,VARCHAR2(480),,PK,FK → QRTZ_JOB_DETAILS.SCHED_NAME
QRTZ_TRIGGERS,TRIGGER_NAME,VARCHAR2(800),,PK,
QRTZ_TRIGGERS,TRIGGER_GROUP,VARCHAR2(800),,PK,
QRTZ_TRIGGERS,JOB_NAME,VARCHAR2(800),,FK,FK → QRTZ_JOB_DETAILS.JOB_NAME
QRTZ_TRIGGERS,JOB_GROUP,VARCHAR2(800),,FK,FK → QRTZ_JOB_DETAILS.JOB_GROUP
QRTZ_TRIGGERS,DESCRIPTION,VARCHAR2(1000),,,
QRTZ_TRIGGERS,NEXT_FIRE_TIME,"NUMBER(13,0)",,,
QRTZ_TRIGGERS,PREV_FIRE_TIME,"NUMBER(13,0)",,,
QRTZ_TRIGGERS,PRIORITY,"NUMBER(13,0)",,,
QRTZ_TRIGGERS,TRIGGER_STATE,VARCHAR2(64),,,
QRTZ_TRIGGERS,TRIGGER_TYPE,VARCHAR2(32),,,
QRTZ_TRIGGERS,START_TIME,"NUMBER(13,0)",,,
QRTZ_TRIGGERS,END_TIME,"NUMBER(13,0)",,,
QRTZ_TRIGGERS,CALENDAR_NAME,VARCHAR2(800),,,
QRTZ_TRIGGERS,MISFIRE_INSTR,"NUMBER(2,0)",,,
QRTZ_TRIGGERS,JOB_DATA,BLOB,,,
SOAP_INCOMING_LOG,ID,VARCHAR2(36),Khóa chính,PK,
SOAP_INCOMING_LOG,MSG_ID,VARCHAR2(50),Mã gói tin nhận - Msg_ID,,
SOAP_INCOMING_LOG,MSG_REF_ID,VARCHAR2(50),Mã gói tham chiếu - Msg_RefID,,
SOAP_INCOMING_LOG,SENDER_CODE,VARCHAR2(50),"Mã ứng dụng gửi - Sender_Code (VD: TTA0000000)",,
SOAP_INCOMING_LOG,TRAN_CODE,VARCHAR2(10),"Mã danh mục (0035, 0036, 1003...)",,
SOAP_INCOMING_LOG,TRAN_NAME,VARCHAR2(150),Tên danh mục,,
SOAP_INCOMING_LOG,TRAN_NUM,"NUMBER(5,0)",Số bản ghi trong body,,
SOAP_INCOMING_LOG,MESSAGE_TYPE,VARCHAR2(30),Loại tin: DATA_CHANGE | RECONCILIATION,,
SOAP_INCOMING_LOG,HEADER_XML,CLOB,Header XML đã mask (ẩn SPARE2),,
SOAP_INCOMING_LOG,BODY_XML,CLOB,Nội dung body XML raw,,
SOAP_INCOMING_LOG,STATUS,VARCHAR2(20),Trạng thái: RECEIVED / PROCESSED / FAILED,,
SOAP_INCOMING_LOG,ERROR_MESSAGE,VARCHAR2(500),Nội dung lỗi khi xử lý (nếu có),,
SOAP_INCOMING_LOG,RECEIVED_AT,TIMESTAMP(6) WITH TIME ZONE,Thời điểm nhận gói tin,,
SOAP_INCOMING_LOG,CREATED_AT,TIMESTAMP(6) WITH TIME ZONE,Thời điểm tạo record,,
SOAP_INCOMING_LOG,CHANGED_COUNT,"NUMBER(10,0)",So ban ghi duoc tao moi hoac cap nhat thanh cong khi sync inbound SOAP,,
SOAP_INCOMING_LOG,RECEIVER_CODE,VARCHAR2(50),,,
SOAP_INCOMING_LOG,RECEIVER_NAME,VARCHAR2(255),,,
SOAP_INCOMING_LOG,ORIGINAL_CODE,VARCHAR2(50),,,
SOAP_INCOMING_LOG,ORIGINAL_NAME,VARCHAR2(255),,,
SOAP_RECONCILE_DATA_MAPPING,ID,VARCHAR2(36),Khóa chính,PK,
SOAP_RECONCILE_DATA_MAPPING,RECONCILE_MSG_ID,VARCHAR2(100),msg_id của gói tin đối soát trong soap_incoming_log,,
SOAP_RECONCILE_DATA_MAPPING,RECONCILE_MSG_REF_ID,VARCHAR2(100),msg_ref_id của gói tin đối soát trong soap_incoming_log,,
SOAP_RECONCILE_DATA_MAPPING,DATA_CHANGE_MSG_ID,VARCHAR2(100),msg_id của gói tin thay đổi dữ liệu trong soap_incoming_log,,
SOAP_RECONCILE_DATA_MAPPING,DATA_CHANGE_MSG_REF_ID,VARCHAR2(100),msg_ref_id của gói tin thay đổi dữ liệu trong soap_incoming_log,,
SOAP_RECONCILE_DATA_MAPPING,TRAN_NUM,NUMBER,Số thứ tự giao dịch,,
SOAP_RECONCILE_DATA_MAPPING,TRAN_CODE,VARCHAR2(100),Mã giao dịch,,
SOAP_RECONCILE_DATA_MAPPING,TRAN_NAME,VARCHAR2(250),Tên giao dịch,,
SOAP_RECONCILE_DATA_MAPPING,SEND_DATE,TIMESTAMP(6) WITH TIME ZONE,Ngày gửi gói tin,,
SOAP_RECONCILE_DATA_MAPPING,CREATED_AT,TIMESTAMP(6) WITH TIME ZONE,Thời gian tạo,,
SOAP_SYNC_LOG,ID,VARCHAR2(36),Khóa chính,PK,
SOAP_SYNC_LOG,MSG_ID,VARCHAR2(50),Mã gói tin đã gửi,,
SOAP_SYNC_LOG,MSG_REF_ID,VARCHAR2(50),Mã gói tham chiếu,,
SOAP_SYNC_LOG,TRAN_CODE,VARCHAR2(10),"Mã danh mục (0035, 0036, ...)",,
SOAP_SYNC_LOG,TRAN_NAME,VARCHAR2(150),Tên danh mục,,
SOAP_SYNC_LOG,TRAN_NUM,"NUMBER(5,0)",Số lượng bản ghi trong gói tin,,
SOAP_SYNC_LOG,STATUS,VARCHAR2(20),"Trạng thái: SUCCESS, FAILED",,
SOAP_SYNC_LOG,ERROR_NUMBER,VARCHAR2(10),Mã lỗi từ BTC,,
SOAP_SYNC_LOG,ERROR_MESSAGE,VARCHAR2(500),Nội dung lỗi từ BTC,,
SOAP_SYNC_LOG,SENT_AT,TIMESTAMP(6) WITH TIME ZONE,Thời điểm gửi,,
SOAP_SYNC_LOG,CREATED_AT,TIMESTAMP(6) WITH TIME ZONE,Thời điểm tạo,,
SOAP_SYNC_LOG,HEADER_XML,CLOB,Header XML đã mask (ẩn SPARE2),,
SOAP_SYNC_LOG,BODY_XML,CLOB,Nội dung body XML raw,,
SOAP_SYNC_LOG,RECEIVER_CODE,VARCHAR2(50),,,
SOAP_SYNC_LOG,RECEIVER_NAME,VARCHAR2(255),,,
SOAP_SYNC_LOG,ORIGINAL_CODE,VARCHAR2(50),,,
SOAP_SYNC_LOG,ORIGINAL_NAME,VARCHAR2(255),,,
VIOLATION_BEHAVIOR,ID,VARCHAR2(144),Khóa chính (UUID),PK,
VIOLATION_BEHAVIOR,CODE,VARCHAR2(200),Mã hành vi vi phạm,,
VIOLATION_BEHAVIOR,NAME,VARCHAR2(2000),Tên hành vi vi phạm,,
VIOLATION_BEHAVIOR,DESCRIPTION,CLOB,Mô tả chi tiết hành vi vi phạm,,
VIOLATION_BEHAVIOR,CLAUSE_REFERENCE,VARCHAR2(1020),Tham chiếu điều khoản pháp lý,,
VIOLATION_BEHAVIOR,LEGAL_DOCUMENT,VARCHAR2(2000),Văn bản pháp lý liên quan,,
VIOLATION_BEHAVIOR,MIN_FINE_AMOUNT,NUMBER,Mức phạt tối thiểu,,
VIOLATION_BEHAVIOR,MAX_FINE_AMOUNT,NUMBER,Mức phạt tối đa,,
VIOLATION_BEHAVIOR,REMEDIATION_MEASURE,CLOB,Biện pháp khắc phục,,
VIOLATION_BEHAVIOR,STATUS,"NUMBER(1,0)","Trạng thái (1: Đang áp dụng, 0: Hết hiệu lực)",,
VIOLATION_BEHAVIOR,NOTE,CLOB,Ghi chú,,
VIOLATION_BEHAVIOR,ACTIVE,"NUMBER(1,0)","Trạng thái hoạt động (1: Active, 0: Inactive)",,
VIOLATION_BEHAVIOR,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái active,,
VIOLATION_BEHAVIOR,DELETED,"NUMBER(1,0)","Đánh dấu xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
VIOLATION_BEHAVIOR,DELETED_REASON,CLOB,Lý do xóa,,
VIOLATION_BEHAVIOR,VERSION,NUMBER,Phiên bản bản ghi,,
VIOLATION_BEHAVIOR,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực,,
VIOLATION_BEHAVIOR,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực,,
VIOLATION_BEHAVIOR,OLD_ID,VARCHAR2(144),ID của phiên bản trước đó,,
VIOLATION_BEHAVIOR,STABLE_ID,VARCHAR2(144),ID ổn định giữa các phiên bản,,
VIOLATION_BEHAVIOR,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
VIOLATION_BEHAVIOR,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
VIOLATION_BEHAVIOR,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
VIOLATION_BEHAVIOR,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
VIOLATION_BEHAVIOR,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
VIOLATION_BEHAVIOR,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
VIOLATION_BEHAVIOR_PENALTY_FORM,VIOLATION_BEHAVIOR_ID,VARCHAR2(144),ID hành vi vi phạm (version cụ thể),PK,FK → VIOLATION_BEHAVIOR.ID
VIOLATION_BEHAVIOR_PENALTY_FORM,VIOLATION_BEHAVIOR_STABLE_ID,VARCHAR2(144),Stable ID của hành vi vi phạm,,
VIOLATION_BEHAVIOR_PENALTY_FORM,PENALTY_FORM_ID,VARCHAR2(144),ID hình thức xử phạt (version cụ thể),PK,FK → PENALTY_FORM.ID
VIOLATION_BEHAVIOR_PENALTY_FORM,PENALTY_FORM_STABLE_ID,VARCHAR2(144),Stable ID của hình thức xử phạt,,
ADMINISTRATIVE_PROCEDURE,IMPLEMENTATION_RESULT,CLOB,,,
AGENT_TYPE,FUND_TYPE_VERSION_ID,VARCHAR2(144),,,FK suy luận → FUND_TYPE.ID
APPROVED_AUDIT_FIRM,CREATED_BY,VARCHAR2(120),Người tạo,,
APPROVED_AUDIT_FIRM,CREATED_DATE,TIMESTAMP(6),Ngày tạo,,
APPROVED_AUDIT_FIRM,LAST_UPDATED_BY,VARCHAR2(120),Người sửa,,
APPROVED_AUDIT_FIRM,LAST_UPDATED_DATE,TIMESTAMP(6),Ngày sửa,,
APPROVED_AUDITORS,CREATED_BY,VARCHAR2(1020),Người tạo,,
APPROVED_AUDITORS,CREATED_DATE,TIMESTAMP(6),Ngày tạo,,
APPROVED_AUDITORS,LAST_UPDATED_BY,VARCHAR2(1020),Người sửa,,
APPROVED_AUDITORS,LAST_UPDATED_DATE,TIMESTAMP(6),Ngày sửa,,
COUNTRY,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
CURRENCY,COUNTRY_NAME,VARCHAR2(2000),"Tên quốc gia (text, không mapping với bảng country)",,
CURRENCY,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
DATABASECHANGELOG,LABELS,VARCHAR2(255),,,
DATABASECHANGELOGLOCK,LOCKGRANTED,TIMESTAMP(6),,,"Đổi tên từ LOCKGRANTE (sửa lỗi cắt ký tự) theo DDL UAT"
DISTRICT_OLD,DELETED_REASON,CLOB,Lý do xóa,,
DISTRICT_OLD,EFFECTIVE,"NUMBER(1,0)","Tình trạng (1: Hiệu lực, 0: Hết hiệu lực)",,
DISTRICT_OLD,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
ENTERPRISE_POSITION,ENTERPRISE_POSITION_TYPE_VERSION_ID,VARCHAR2(144),,,FK suy luận → ENTERPRISE_POSITION_TYPE.ID
FOREIGN_BRANCH,DOCUMENT_TYPE,VARCHAR2(1020),,,
FOREIGN_BRANCH,STATUS,"NUMBER(1,0)",Trạng thái bản ghi,,"Đổi tên từ ACTIVE theo DDL UAT"
FOREIGN_FUND_BRANCH,STATUS,"NUMBER(1,0)",Trạng thái bản ghi (1: active),,"Đổi tên từ ACTIVE theo DDL UAT"
FUND_MANAGEMENT_COMPANY,DISTRICT_OLD_ID,VARCHAR2(144),ID quận/huyện,,"FK suy luận → DISTRICT_OLD.ID - đổi tên từ DISTRICT_NEW_ID theo DDL UAT"
FUND_MANAGEMENT_COMPANY,DISTRICT_OLD_VERSION_ID,VARCHAR2(144),,,"FK suy luận → DISTRICT_OLD.ID - đổi tên từ DISTRICT_NEW_VERSION_ID theo DDL UAT"
FUND_MANAGEMENT_COMPANY,WARD_NEW_ID,VARCHAR2(144),ID phường/xã,,"FK suy luận → WARD_NEW.ID - đổi tên từ WARD_OLD_ID theo DDL UAT"
FUND_MANAGEMENT_COMPANY,WARD_NEW_VERSION_ID,VARCHAR2(144),,,"FK suy luận → WARD_NEW.ID - đổi tên từ WARD_OLD_VERSION_ID theo DDL UAT"
LOG_DATA_CHANGES,ENTITY_ID,VARCHAR2(144),,,
LOG_DATA_CHANGES,ENTITY_NAME,VARCHAR2(1020),,,
LOG_DATA_CHANGES,HTTP_METHOD,VARCHAR2(80),,,
PAYMENT_CUSTODIAN_BANK,SECURITY_COMPANY_VERSION_ID,VARCHAR2(144),,,FK suy luận → SECURITY_COMPANY.ID
PROVINCE_NEW,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
PROVINCE_OLD,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
REGION,DELETED_REASON,CLOB,Lý do xóa,,
SECURITY,TRADING_PLACE,VARCHAR2(255),,,"Cột mới theo DDL UAT (thay thế APPLIED_SUBJECT đã loại bỏ)"
WARD_NEW,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
WARD_OLD,ID_SYNC,"NUMBER(22,0)",ID gốc từ hệ thống BTC lúc sync SOAP (field ID trong XML),,
FOREIGN_INVESTOR_TYPE,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
FOREIGN_INVESTOR_TYPE,CODE,VARCHAR2(80),Mã loại nhà đầu tư nước ngoài,,
FOREIGN_INVESTOR_TYPE,NAME,VARCHAR2(1020),Tên loại nhà đầu tư nước ngoài,,
FOREIGN_INVESTOR_TYPE,DESCRIPTION,VARCHAR2(1020),Ghi chú,,
FOREIGN_INVESTOR_TYPE,ACTIVE_USAGE,"NUMBER(1,0)","Trạng thái (1: Đang sử dụng, 0: Dừng sử dụng)",,
FOREIGN_INVESTOR_TYPE,ACTIVE,"NUMBER(1,0)","Trạng thái (1: Đang hoạt động, 0: Dừng hoạt động)",,
FOREIGN_INVESTOR_TYPE,DELETED,"NUMBER(1,0)",Đánh dấu xóa mềm,,
FOREIGN_INVESTOR_TYPE,DELETED_REASON,CLOB,Lý do xóa,,
FOREIGN_INVESTOR_TYPE,STABLE_ID,VARCHAR2(144),ID ổn định (dùng để liên kết các phiên bản),,
FOREIGN_INVESTOR_TYPE,VERSION,NUMBER,Phiên bản bản ghi,,
FOREIGN_INVESTOR_TYPE,EFFECTIVE_START_DATE,TIMESTAMP(6),Thời gian bắt đầu hiệu lực phiên bản,,
FOREIGN_INVESTOR_TYPE,EFFECTIVE_END_DATE,TIMESTAMP(6),Thời gian kết thúc hiệu lực phiên bản,,
FOREIGN_INVESTOR_TYPE,OLD_ID,VARCHAR2(144),ID của phiên bản trước đó,,
FOREIGN_INVESTOR_TYPE,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
FOREIGN_INVESTOR_TYPE,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
FOREIGN_INVESTOR_TYPE,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
FOREIGN_INVESTOR_TYPE,CREATED_BY_NAME,VARCHAR2(1000),Tên người tạo,,
FOREIGN_INVESTOR_TYPE,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
FOREIGN_INVESTOR_TYPE,UPDATED_BY_NAME,VARCHAR2(1000),Tên người cập nhật,,
FOREIGN_INVESTOR_TYPE,ACTIVE_REASON,VARCHAR2(4000),,,
POSITION,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
POSITION,CODE,VARCHAR2(80),Mã chức danh,,
POSITION,NAME,VARCHAR2(1020),Tên chức danh,,
POSITION,ACTIVE,"NUMBER(1,0)","Trạng thái (1: Đang sử dụng, 0: Không sử dụng)",,
