Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
TCT_BAO_CAO,TEN_TINH_NNT,Tên tỉnh người nộp thuế,,
TCT_BAO_CAO,DIEN_THOAI_NNT,Điện thoại người nộp thuế,,
TCT_BAO_CAO,FAX_NNT,Fax người nộp thuế,,
TCT_BAO_CAO,EMAIL_NNT,Email người nộp thuế,,
TCT_BAO_CAO,TRANG_THAI_KT,Trạng thái kiểm toán,,
TCT_BAO_CAO,MST_TC_KTOAN,Mã số thuế tổ chức kiểm toán,,
TCT_BAO_CAO,TC_KIEM_TOAN,Tổ chức kiểm toán,,
TCT_BAO_CAO,MA_KIEM_TOAN_VIEN,Mã kiểm toán viên,,
TCT_BAO_CAO,KIEM_TOAN_VIEN,Kiểm toán vien,,
TCT_BAO_CAO,BCTC_DA_KIEM_TOAN,Báo cáo tài chính đã kiểm toán,,
TCT_BAO_CAO,MA_YKKT,Mã ý kiến kiểm toán,,
TCT_BAO_CAO,YKKT,Ý kiến kiểm toán,,
TCT_BAO_CAO,NGAY_KIEM_TOAN,Ngày kiểm toán,,
TCT_BAO_CAO,NGAY_TAO,Ngày tạo,,
TCT_BAO_CAO,GOI_TIN_ID,Gói tin ID,FK,FK suy luận → CAU_HINH_GOI_TIN.ID
TCT_BAO_CAO,ADD_INFO_NGAY_NOP_TK,Ngày nộp tờ khai,,
TCT_BAO_CAO,ADD_INFO_NGAY_TIEP_NHAN,Ngày tiếp nhận,,
TCT_BAO_CAO,ADD_INFO_KY_LAP_BO,Kỳ lập bộ báo cáo,,
TCT_BAO_CAO,ADD_INFO_NGUON_GOC_TK,Nguồn gốc tờ khai,,
TCT_BAO_CAO,ADD_INFO_NGUOI_NHAP_TK,Người nhập tờ khại,,
TCT_BAO_CAO,ADD_INFO_NGAY_NHAN_TK,Ngày nhận tờ khai,,
TCT_BAO_CAO,ADD_INFO_ID_TK,ID tờ khai,,
TCT_BAO_CAO,ADD_INFO_NOI_GUI,Nơi gửi,,
TCT_BAO_CAO,ADD_INFO_NOI_NHAN,Nơi nhận,,
TCT_BAO_CAO,GUID,,,
TCT_BAO_CAO_CHI_TIET,ID,,PK,
TCT_BAO_CAO_CHI_TIET,TCT_BAO_CAO_ID,ID bảng TCT_BAO_CAO,FK,FK suy luận → TCT_BAO_CAO.ID
TCT_BAO_CAO_CHI_TIET,MA_CHI_TIEU,Mã chỉ tiêu,,
TCT_BAO_CAO_CHI_TIET,TEN_CHI_TIEU,Tên chỉ tiêu,,
TCT_BAO_CAO_CHI_TIET,THUYET_MINH,Thuyết minh,,
TCT_BAO_CAO_CHI_TIET,SO_CUOI_NAM,Số cuối năm,,
TCT_BAO_CAO_CHI_TIET,SO_DAU_NAM,Số đầu năm,,
TCT_BAO_CAO_CHI_TIET,NAM_NAY,Năm nay,,
TCT_BAO_CAO_CHI_TIET,NAM_TRUOC,Năm trước,,
TCT_BAO_CAO_CHI_TIET,TEN_SHEET,Tên sheet,,
TCT_BAO_CAO_CHI_TIET,NGUOILAPBIEU,Người lập biểu,,
TCT_BAO_CAO_CHI_TIET,KETOANTRUONG,Kế toán trưởng,,
TCT_BAO_CAO_CHI_TIET,NGAYLAP,Ngày lập,,
TCT_BAO_CAO_CHI_TIET,GIAMDOC,Giám đốc,,
TCT_BAO_CAO_CHI_TIET,SOCHUNGCHIHANHNGHE,Số chứng chỉ hành nghề,,
TCT_BAO_CAO_CHI_TIET,DONVICCAPDVUKTOAN,Đơn vị cung cấp dịch vụ kiểm toán,,
TCT_BAO_CAO_CHI_TIET,HOATDONGLIENTUC,Hoạt động liên tục,,
TCT_BAO_CAO_CHI_TIET,HOATDONGKHONGLIENTUC,Hoạt động không liên tục,,
TCT_BAO_CAO_CHI_TIET,SO_TANG_NAM_TRUOC,Số tăng năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_NAM_NAY,Số năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_NAM_NGOAI,Số năm ngoái,,
TCT_BAO_CAO_CHI_TIET,SO_DU_DAU_NAM_NAY,Số dư đầu năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_DU_CUOI_NAM_NAY,Số dư cuối năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_DU_CUOI_NAM_TRUOC,Số dư cuối năm trước,,
TCT_BAO_CAO_CHI_TIET,SO_DU_DAU_NAM_TRUOC,Số dư đầu năm trước,,
TCT_BAO_CAO_CHI_TIET,SO_TANG_NAM_NAY,Số tăng năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_GIAM_NAM_NAY,Số giảm năm nay,,
TCT_BAO_CAO_CHI_TIET,SO_GIAM_NAM_TRUOC,Số giảm năm trước,,
TCT_TT_CUONG_CHE_NO,ID,,PK,
TCT_TT_CUONG_CHE_NO,MA_NNHAN,Mã người nhận,,
TCT_TT_CUONG_CHE_NO,TEN_NNHAN,Tên người nhận,,
TCT_TT_CUONG_CHE_NO,MA_CQT,Mã cơ quan thuế,,
TCT_TT_CUONG_CHE_NO,TEN_CQT,Tên cơ quan thuế,,
TCT_TT_CUONG_CHE_NO,MA_HTCC,Mã hình thức cưỡng chế,,
TCT_TT_CUONG_CHE_NO,TEN_HTCC,Tên hình thức cưỡng chế,,
TCT_TT_CUONG_CHE_NO,MA_GDDT,Mã giao dịch điện tử,,
TCT_TT_CUONG_CHE_NO,SO_QD,Số quyết định,,
TCT_TT_CUONG_CHE_NO,NGAY_QD,Ngày quyết định,,
TCT_TT_CUONG_CHE_NO,SO_TIEN_BI_CC,Số tiền bị cưỡng chế,,
TCT_TT_CUONG_CHE_NO,STK_DT_BCC,Số tài khoản đối tượng bị cưỡng chế,,
TCT_TT_CUONG_CHE_NO,NO_MO_TK_BCC,Nơi mở tài khoản bị cưỡng chế,,
TCT_TT_CUONG_CHE_NO,TEN_DTQLTN,Tên đối tượng quản lý thu nhập,,
TCT_TT_CUONG_CHE_NO,DI_CHI_DTQLTN,Địa chỉ đối tượng quản lý thu nhập,,
TCT_TT_CUONG_CHE_NO,TS_KE_BIEN,Tài sản kê biên,,
TCT_TT_CUONG_CHE_NO,GIA_TRI_TS,Giá trị tài sản,,
TCT_TT_CUONG_CHE_NO,THOI_GIAN_CC,Thời gian cưỡng chế,,
TCT_TT_CUONG_CHE_NO,DIA_DIEM_CC,Địa điểm cưỡng chế,,
