Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
SHEETOUT,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
SHEETOUT,Description,Mô tả,,
SHEETOUT,MergeCells,Ô dữ liệu merge,,
SHEETOUT,CellsMeta,Cấu hình của ô chỉ tiêu.,,
SHEETOUT,DataLabel,Tên chỉ tiêu,,
SHEETOUT,ColWidths,Chiều rộng của cột chỉ tiêu,,
SHEETOUT,RowHeights,Chiều cao của dòng chỉ tiêu,,
TPOUTHTORY,Id,ID bản ghi,PK,
TPOUTHTORY,TpOutId,ID biểu mẫu báo cáo đầu ra. Dữ liệu lấy từ trường ID của bảng RPTTPOUT.,FK,FK → RPTTPOUT.Id
TPOUTHTORY,Action,Thao tác,,
TPOUTHTORY,Version,Version biểu mẫu,,
TPOUTHTORY,IsDownload,Cho phép tải xuống: 0: Không cho phép tải xuống 1: Cho phép tải xuống,,
TPOUTHTORY,DateCreated,Ngày tạo,,
TPOUTHTORY,CreatedBy,Người tạo,,
RPTOUTMANAGEMENT,Id,ID bản ghi,PK,
RPTOUTMANAGEMENT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
RPTOUTMANAGEMENT,DateCreated,Ngày tạo,,
RPTOUTMANAGEMENT,CreatedBy,Người tạo,,
RPTOUTMANAGEMENT,DateModified,Ngày sửa,,
RPTOUTMANAGEMENT,ModifyBy,Người sửa,,
RPTOUTMANAGEMENT,SystemObject,Nhóm báo cáo,,
RPTOUTMANAGEMENT,RptOutId,ID biểu mẫu báo cáo đầu ra. Lấy dữ liệu từ trường ID của bảng. RPTTPOUT,,
RPTOUTMANAGEMENT,IsMutiPeriod,Là báo cáo thống kê theo 1 kỳ/ nhifu kỳ: 0: Thống kê theo 1 kỳ 1: Thống kê theo nhiều kỳ,,
RPTOUTMANAGEMENT,PeriodValueFrom,Giá trị kỳ chạy từ kỳ,,
RPTOUTMANAGEMENT,PeriodValueTo,Giá trị kỳ chạy đến kỳ,,
RPTOUTMANAGEMENT,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
RPTOUTMANAGEMENT,PeriodType,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,,
RPTOUTMANAGEMENT,dateStart,Ngày bắt đầu chạy,,
