Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
CURRENCY,CreatedBy,Người tạo,,
CURRENCY,DateModified,Ngày sửa,,
CURRENCY,ModifyBy,Người sửa,,
CURRENCY,SName,Mã tiền tệ,,
CURRENCY,Name,Tên tiền tệ,,
CURRENCY,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
CURRENCY,IsDataMigration,Là dữ liệu chuyển đổi,,
CURRENCY,Description,Mô tả,,
CURRENCY,IdOld,ID hệ thống cũ,,
DEGREE,Id,ID bảng ghi,PK,
DEGREE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
DEGREE,DateCreated,Ngày tạo,,
DEGREE,CreatedBy,Người tạo,,
DEGREE,DateModified,Ngày sửa,,
DEGREE,ModifyBy,Người sửa,,
DEGREE,SName,Mã trình độ,,
DEGREE,Name,Tên trình độ,,
DEGREE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
DEGREE,IsDataMigration,Là dữ liệu chuyển đổi,,
DEGREE,Description,Mô tả,,
DEGREE,IdOld,ID hệ thống cũ,,
UNIT,Id,ID bản ghi,PK,
UNIT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
UNIT,DateCreated,Ngày tạo,,
UNIT,CreatedBy,Người tạo,,
UNIT,DateModified,Ngày sửa,,
UNIT,ModifyBy,Người sửa,,
UNIT,ParentId,Đơn vị cha,,
UNIT,SName,Mã đơn vị,,
UNIT,Name,Tên đơn vị,,
UNIT,Address,Địa chỉ,,
UNIT,PhoneNumber,Điện thoại,,
UNIT,Fax,Fax,,
UNIT,Email,Email liên hệ,,
UNIT,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
UNIT,IsDataMigration,Là dữ liệu chuyển đổi,,
UNIT,Description,Mô tả,,
UNIT,IdOld,ID hệ thống cũ,,
DEPARTMENT,Id,ID bản ghi,PK,
DEPARTMENT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
DEPARTMENT,DateCreated,Ngày tạo,,
DEPARTMENT,CreatedBy,Người tạo,,
DEPARTMENT,DateModified,Ngày sửa,,
DEPARTMENT,ModifyBy,Người sửa,,
DEPARTMENT,SName,Mã phòng ban,,
DEPARTMENT,Name,Tên phòng ban,,
DEPARTMENT,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
DEPARTMENT,IsDataMigration,Là dữ liệu chuyển đổi,,
DEPARTMENT,Description,Mô tả,,
DEPARTMENT,UnitId,ID đơn vị. Lấy dữ liệu từ trường ID của bảng UNIT,,FK suy luận → UNIT.Id
DEPARTMENT,IdOld,ID hệ thống cũ,,
VIOLATIONTYPE,Id,ID bản ghi,PK,
VIOLATIONTYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
VIOLATIONTYPE,DateCreated,Ngày tạo,,
VIOLATIONTYPE,CreatedBy,Người tạo,,
VIOLATIONTYPE,DateModified,Ngày sửa,,
VIOLATIONTYPE,ModifyBy,Người sửa,,
VIOLATIONTYPE,SName,Mã loại vi phạm,,
VIOLATIONTYPE,Name,Tên loại vi phạm,,
VIOLATIONTYPE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
VIOLATIONTYPE,IsDataMigration,Là dữ liệu chuyển đổi,,
VIOLATIONTYPE,Description,Mô tả,,
VIOLATIONTYPE,IdOld,ID hệ thống cũ,,
REPORTTYPE,Id,ID bản ghi,PK,
REPORTTYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
REPORTTYPE,DateCreated,Ngày tạo,,
REPORTTYPE,CreatedBy,Người tạo,,
REPORTTYPE,DateModified,Ngày sửa,,
REPORTTYPE,ModifyBy,Người sửa,,
REPORTTYPE,SName,Mã loại báo cáo,,
REPORTTYPE,Name,Tên loại báo cáo,,
REPORTTYPE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
REPORTTYPE,IsDataMigration,Là dữ liệu chuyển đổi,,
REPORTTYPE,Description,Mô tả,,
REPORTTYPE,IsPeriodic,Báo cáo định kỳ: 1: Là báo cáo định kỳ 0: Không là báo cáo định kỳ,,
INVESTORTYPE,Id,ID bản ghi,PK,
INVESTORTYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
INVESTORTYPE,DateCreated,Ngày tạo,,
INVESTORTYPE,CreatedBy,Người tạo,,
INVESTORTYPE,DateModified,Ngày sửa,,
INVESTORTYPE,ModifyBy,Người sửa,,
INVESTORTYPE,SName,Mã loại hình NĐT,,
INVESTORTYPE,Name,Tên loại hình NĐT,,
INVESTORTYPE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
INVESTORTYPE,IsDataMigration,Là dữ liệu chuyển đổi,,
INVESTORTYPE,Description,Mô tả,,
INVESTOR,id,ID bản ghi,PK,
INVESTOR,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
INVESTOR,DateCreated,Ngày tạo,,
INVESTOR,CreatedBy,Người tạo,,
INVESTOR,DateModified,Ngày sửa,,
INVESTOR,ModifyBy,Người sửa,,
INVESTOR,ObjectType,Loại hình NĐT: 1: Cá nhân 2: Tổ chức,,
INVESTOR,TransactionCode,Mã số giao dịch,,
INVESTOR,name,Họ tên,,
INVESTOR,ename,Tên tiếng Anh,,
INVESTOR,Sex,Giới tính,,
INVESTOR,DateOfBirth,Ngày sinh,,
INVESTOR,NaId,ID quốc tịch. Lấy dữ liệu ID của bảng NATIONAL,,FK suy luận → NATIONAL.Id
INVESTOR,Address,Địa chỉ,,
INVESTOR,IdNo,Số CCCD/ Hộ chiếu,,
INVESTOR,IdDate,Ngày cấp CCCD/ Hộ chiếu,,
INVESTOR,IdAdd,Nơi cấp CCCD/ Hộ chiếu,,
INVESTOR,Telephone,Điện thoại,,
INVESTOR,Fax,Fax,,
INVESTOR,Email,Email,,
INVESTOR,Website,Website,,
INVESTOR,BusinessNumber,Số GPKD,,
INVESTOR,Director,Tên đại diện GD,,
INVESTOR,InvestorTypeId,Loại NĐT. Dữ liệu lấy từ trường ID của bảng INVESTORTYPE,FK,FK → INVESTORTYPE.Id
INVESTOR,DepAccountNumber,Số tài khoản lưu ký,,
INVESTOR,SysObjectType,Đối tượng: 1: Công ty chứng khoán 2: Ngân hàng lưu ký,,
INVESTOR,SecComAddId,Nơi mở nếu là công ty chứng khoán. ID lấy từ bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
INVESTOR,BankAddId,Nơi mở nếu là ngân hàng lưu ký. ID lấy từ bảng BANKMONI,FK,FK → BANKMONI.Id
INVESTOR,AccountInvesCapital,Số tài khoản vốn đầu tư gián tiếp,,
INVESTOR,BankAddCapId,Nơi mở số tài khoản vốn đầu tư gián tiếp. Lấy dữ liệu ID từ bảng BANKMONI,,
INVESTOR,CompanyTypeId,Loại hình doanh nghiệp,,FK suy luận → COMPANYTYPE.Id
INVESTOR,StatusId,Trạng thái: 1: Đang hoạt động 0: Dừng hoạt động,,FK suy luận → STATUS.Id
INVESTOR,Description,Mô tả,,
INVESTOR,FileName,Tên file đính kèm,,
INVESTOR,FileData,File đính kèm,,
INVESTOR,IdOld,ID hệ thống cũ,,
INVESTORHIS,id,ID bản ghi,PK,
INVESTORHIS,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
INVESTORHIS,DateCreated,Ngày tạo,,
INVESTORHIS,CreatedBy,Người tạo,,
INVESTORHIS,DateModified,Ngày sửa,,
INVESTORHIS,ModifyBy,Người sửa,,
INVESTORHIS,IdOld,ID nhà đầu tư. Dữ liệu lấy từ trường ID của bảng INVESTOR,FK,FK → INVESTOR.Id
INVESTORHIS,ObjectType,Loại hình NĐT: 1: Cá nhân 2: Tổ chức,,
INVESTORHIS,TransactionCode,Mã số giao dịch,,
INVESTORHIS,name,Họ tên,,
INVESTORHIS,ename,Tên tiếng Anh,,
INVESTORHIS,Sex,Giới tính,,
INVESTORHIS,DateOfBirth,Ngày sinh,,
INVESTORHIS,NaId,ID quốc tịch. Lấy dữ liệu ID của bảng NATIONAL,,FK suy luận → NATIONAL.Id
INVESTORHIS,Address,Địa chỉ,,
INVESTORHIS,IdNo,Số CCCD/ Hộ chiếu,,
INVESTORHIS,IdDate,Ngày cấp CCCD/ Hộ chiếu,,
INVESTORHIS,IdAdd,Nơi cấp CCCD/ Hộ chiếu,,
INVESTORHIS,Telephone,Điện thoại,,
INVESTORHIS,Fax,Fax,,
INVESTORHIS,Email,Email,,
INVESTORHIS,Website,Website,,
INVESTORHIS,BusinessNumber,Số GPKD,,
INVESTORHIS,Director,Tên đại diện GD,,
INVESTORHIS,InvestorTypeId,Loại NĐT. Dữ liệu lấy từ trường ID của bảng INVESTORTYPE,FK,FK → INVESTORTYPE.Id
INVESTORHIS,DepAccountNumber,Số tài khoản lưu ký,,
INVESTORHIS,SysObjectType,Đối tượng: 1: Công ty chứng khoán 2: Ngân hàng lưu ký,,
INVESTORHIS,SecComAddId,Nơi mở nếu là công ty chứng khoán. ID lấy từ bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
INVESTORHIS,BankAddId,Nơi mở nếu là ngân hàng lưu ký. ID lấy từ bảng BANKMONI,FK,FK → BANKMONI.Id
INVESTORHIS,AccountInvesCapital,Số tài khoản vốn đầu tư gián tiếp,,
INVESTORHIS,BankAddCapId,Nơi mở số tài khoản vốn đầu tư gián tiếp. Lấy dữ liệu ID từ bảng BANKMONI,,
INVESTORHIS,CompanyTypeId,Loại hình doanh nghiệp,,FK suy luận → COMPANYTYPE.Id
INVESTORHIS,StatusId,Trạng thái: 1: Đang hoạt động 0: Dừng hoạt động,,FK suy luận → STATUS.Id
INVESTORHIS,Description,Mô tả,,
INVESTORHIS,FileName,Tên file đính kèm,,
INVESTORHIS,FileData,File đính kèm,,
INVESTORHIS,IdDbOld,ID hệ thống cũ,,
SECURITIESACCOUNT,Id,ID bản ghi,PK,
SECURITIESACCOUNT,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
SECURITIESACCOUNT,InvesId,ID nhà đầu tư. Dữ liệu lấy từ trường ID của bảng INVESTOR,FK,FK → INVESTOR.Id
SECURITIESACCOUNT,Account,Tài khoản giao dịch chứng khoán,,
SECURITIESACCOUNT,IdOld,ID hệ thống cũ,,
SECURITIESACCOUNTHIS,Id,ID bản ghi,PK,
SECURITIESACCOUNTHIS,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
SECURITIESACCOUNTHIS,InvesId,ID lịch sử nhà đầu tư. Dữ liệu lấy từ trường ID của bảng INVESTORHIS,FK,FK → INVESTORHIS.Id
SECURITIESACCOUNTHIS,Account,Tài khoản giao dịch chứng khoán,,
CATEGORIESSTOCK,id,ID bản ghi,PK,
CATEGORIESSTOCK,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
CATEGORIESSTOCK,InvesId,ID nhà đầu tư. Dữ liệu lấy từ trường ID của bảng INVESTOR,FK,FK → INVESTOR.Id
CATEGORIESSTOCK,Quantity,Số lượng sở hữu,,
CATEGORIESSTOCK,Rate,Tỷ lệ sở hữu,,
CATEGORIESSTOCK,IdOld,ID hệ thống cũ,,
CATEGORIESSTOCKHIS,id,ID bản ghi,PK,
CATEGORIESSTOCKHIS,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY,FK,FK → SECURITIESCOMPANY.Id
CATEGORIESSTOCKHIS,InvesId,ID lịch sử nhà đầu tư. Dữ liệu lấy từ trường ID của bảng INVESTORHIS,FK,FK → INVESTORHIS.Id
CATEGORIESSTOCKHIS,Quantity,Số lượng sở hữu,,
CATEGORIESSTOCKHIS,Rate,Tỷ lệ sở hứu,,
RELATEDPROPERTIES,Id,ID bản ghi,PK,
RELATEDPROPERTIES,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
RELATEDPROPERTIES,DateCreated,Ngày tạo,,
RELATEDPROPERTIES,CreatedBy,Người tạo,,
RELATEDPROPERTIES,DateModified,Ngày sửa,,
RELATEDPROPERTIES,ModifyBy,Người sửa,,
RELATEDPROPERTIES,SName,Mã hình thức liên quan,,
RELATEDPROPERTIES,Name,Tên hình thức liên quan,,
RELATEDPROPERTIES,Status,Trạng thái: 1: Đang hoạt động 0: Dừng hoạt động,,
RELATEDPROPERTIES,IsDataMigration,Là dữ liệu chuyển đổi,,
RELATEDPROPERTIES,Description,Mô tả,,
RELATEDPROPERTIES,IdOld,ID hệ thống cũ,,
RELATIONSHIP,(chưa có dữ liệu),,,
ANNOUNCETYPE,Id,ID bản ghi,PK,
ANNOUNCETYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
ANNOUNCETYPE,DateCreated,Ngày tạo,,
ANNOUNCETYPE,CreatedBy,Người tạo,,
ANNOUNCETYPE,DateModified,Ngày sửa,,
ANNOUNCETYPE,ModifyBy,Người sửa,,
ANNOUNCETYPE,SName,Mã loại CBTT,,
ANNOUNCETYPE,Name,Tên loại CBTT,,
ANNOUNCETYPE,Status,Trạng thái: 1: Đang hoạt động 0: Dừng hoạt động,,
ANNOUNCETYPE,Description,Ghi chú,,
CALENDAR,Id,ID bản ghi,PK,
CALENDAR,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
CALENDAR,DateCreated,Ngày tạo,,
CALENDAR,CreatedBy,Người tạo,,
CALENDAR,DateModified,Ngày sửa,,
CALENDAR,ModifyBy,Người sửa,,
CALENDAR,WorkingDate,Ngày,,
CALENDAR,IsWorkingDate,Ngày làm việc: 1: là ngày nghỉ 0: là ngày làm việc,,
CALENDAR,Note,Ghi chú,,
CALENDAR,IsDataMigration,Là dữ liệu chuyển đổi,,
CALENDARMANAGERMENT,Id,ID bản ghi,PK,
CALENDARMANAGERMENT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
CALENDARMANAGERMENT,DateCreated,Ngày tạo,,
CALENDARMANAGERMENT,CreatedBy,Người tạo,,
CALENDARMANAGERMENT,DateModified,Ngày sửa,,
CALENDARMANAGERMENT,ModifyBy,Người sửa,,
CALENDARMANAGERMENT,StartDate,Ngày bắt đầu thay đổi,,
CALENDARMANAGERMENT,EndDate,Ngày kết thúc thay đổi,,
CALENDARMANAGERMENT,FlagRun,Chạy job sinh lịch gửi báo cáo: 1: Đã chạy job 0: Chưa chạy job,,
SYSVAR,Id,ID bản ghi,PK,
SYSVAR,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
SYSVAR,DateCreated,Ngày tạo,,
SYSVAR,CreatedBy,Người tạo,,
SYSVAR,DateModified,Ngày sửa,,
SYSVAR,ModifyBy,Người sửa,,
SYSVAR,GrName,Phân hệ,,
SYSVAR,VarName,Tham số,,
SYSVAR,VarValue,Giá trị tham số,,
SYSVAR,VarDesc,Ghi chú,,
SYSVAR,TypeControl,Loại dữ liệu,,
SELFSETPD,Id,ID bản ghi,PK,
SELFSETPD,Deleted,Trạng thái xóa bản ghi: 1: Bị xóa 0: Không bị xóa,,
SELFSETPD,DateCreated,Ngày tạo,,
SELFSETPD,CreatedBy,Người tạo,,
SELFSETPD,DateModified,Ngày sửa,,
SELFSETPD,ModifyBy,Người sửa,,
SELFSETPD,RptId,ID biểu mẫu báo cáo. Lấy dữ liệu từ trường ID của bảng RPTTEMP,,
SELFSETPD,IsSend,Có gửi báo cáo: 1: Có gửi 0: Không gửi,,
SELFSETPD,SysTemObject,Loại đối tượng,,
SELFSETPD,LstMember,ID đối tượng gửi báo cáo.,,
SELFSETPD,Id,ID bản ghi,PK,
SELFSETPD,Deleted,Trạng thái xóa bản ghi:1: Bị xóa0: Không bị xóa,,
SELFSETPD,DateCreated,Ngày tạo,,
SELFSETPD,CreatedBy,Người tạo,,
SELFSETPD,DateModified,Ngày sửa,,
SELFSETPD,ModifyBy,Người sửa,,
SELFSETPD,RptId,ID biểu mẫu báo cáo. Lấy dữ liệu từ trường ID của bảng RPTTEMP,,
SELFSETPD,IsSend,Có gửi báo cáo:1: Có gửi0: Không gửi,,
SELFSETPD,SysTemObject,Loại đối tượng,,
SELFSETPD,LstMember,ID đối tượng gửi báo cáo.,,
TLPROFILES,Id,ID bản ghi,PK,
TLPROFILES,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
TLPROFILES,DateCreated,Ngày tạo,,
TLPROFILES,CreatedBy,Người tạo,,
TLPROFILES,DateModified,Ngày sửa,,
TLPROFILES,ModifyBy,Người sửa,,
TLPROFILES,FundComId,ID công ty QLQ. Lấy dữ liệu từ trưởng ID của bảng FUNDCOMPANY.,,FK suy luận → FUNDCOMPANY.Id
TLPROFILES,SecComId,ID công ty chứng khoán. Lấy dữ liệu từ trưởng ID của bảng SECURITIESCOMPANY.,,FK suy luận → SECURITIESCOMPANY.Id
TLPROFILES,BankId,ID ngân hàng lưu ký. Lấy dữ liệu từ trưởng ID của bảng BANKMONI.,,FK suy luận → BANKMONI.Id
TLPROFILES,DepCenId,ID trung tâm lưu ký. Lấy dữ liệu từ trưởng ID của bảng DEPOSITORYCENTER.,,FK suy luận → DEPOSITORYCENTER.Id
TLPROFILES,StockCenId,ID Sở giao dịch. Lấy dữ liệu từ trưởng ID của bảng STOCKEXCHANGE.,,FK suy luận → STOCKEXCHANGE.Id
TLPROFILES,InDiRepCenId,ID người đại diện CBTT. Lấy dữ liệu từ trưởng ID của bảng INFODISCREPRES.,,FK suy luận → INFODISCREPRES.Id
TLPROFILES,Name,Họ và tên,,
TLPROFILES,NaId,ID quốc tịch. Dữ liệu lấy từ trường ID của bảng NATIONAL.,FK,FK → NATIONAL.Id
TLPROFILES,Address,Địa chỉ,,
TLPROFILES,PlaceOfBirth,Nơi sinh,,
TLPROFILES,IdNo,CCCD/ Hộ chiếu,,
TLPROFILES,IdDate,Ngày cấp,,
TLPROFILES,IdAdd,Nơi cấp,,
TLPROFILES,DateOfBirth,Ngày sinh,,
TLPROFILES,Sex,Giới tính: 1: Nam 2: Nữ,,
TLPROFILES,Telephone,Điện thoại,,
TLPROFILES,Email,Email,,
TLPROFILES,IsRepresentative,Là người đại diện: 1: Có là người đại diện pháp luật 0: Không là người đại pháp luật,,
TLPROFILES,EmailRepresentative,Email người đại diện pháp luật,,
TLPROFILES,SWorkDTE,Ngày bắt đầu làm việc,,
TLPROFILES,FWorkDTE,Ngày kết thúc làm việc,,
TLPROFILES,CertNo,Số CCHN,,
TLPROFILES,CertDate,Ngày cấp CCHN,,
TLPROFILES,CertAdd,Nơi cấp CCHN,,
TLPROFILES,DegreeId,ID trình độ. Dữ liệu lấy từ trường ID của bảng DEGREE,FK,FK → DEGREE.Id
TLPROFILES,StatusId,Trạng thái nhân sự: 1: Còn hiệu lực 2: Hết hiệu lực 3: Vô thời hạn,,FK suy luận → STATUS.Id
TLPROFILES,Description,Mô tả,,
TLPROFILES,FileName,Tên file đính kèm,,
TLPROFILES,SystemObject,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
TLPROFILES,FileData,File đính kèm,,
TLPROJOB,JobId,ID chức vụ. Dữ liệu lấy từ trường ID của bảng JOBTYPE,FK,FK → JOBTYPE.Id
TLPROJOB,TLProId,ID nhân sự. Dữ liệu lấy từ trường ID của bảng TLPROFILES.,FK,FK → TLPROFILES.Id
TLPROJOB,SystemObject,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
TLPROSTOCKH,TlProId,ID nhân sự. Dữ liệu lấy từ trường ID của bảng TLPROFILES.,FK,FK → TLPROFILES.Id
TLPROSTOCKH,StockId,ID loại cổ đông. Dữ liệu lấy từ tường ID của bảng STOCKHOLDERTYPE.,FK,FK → STOCKHOLDERTYPE.Id
TLPROSTOCKH,SystemObject,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
NOTIFICATION,Id,ID bản ghi,PK,
NOTIFICATION,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
NOTIFICATION,DateCreated,Ngày tạo,,
NOTIFICATION,CreatedBy,Người tạo,,
NOTIFICATION,DateModified,Ngày sửa,,
NOTIFICATION,ModifyBy,Người sửa,,
NOTIFICATION,Type,Loại thông báo: 1: thông báo hệ thống 2: thông báo thủ công,,
NOTIFICATION,UToId,Người nhận,,
NOTIFICATION,UFromId,Người gửi,,
NOTIFICATION,SystemObject,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
NOTIFICATION,Title,Tiêu đề,,
NOTIFICATION,LinkToDetail,Đường dẫn đến màn hình xem chi tiết,,
NOTIFICATION,ListMemberId,ID thành viên thị trường,,
NOTIFICATION,Status,Trạng thái: 0: bản nháp 1: đã gửi,,
NOTIFICATION,IsSentMail,Có gửi mail không: 0: không gửi mail 1: có gửi mail,,
NOTIFICATION,Content,Nội dung,,
NOTIFICATION,DateSend,Ngày gửi,,
NOTIFICATION,FileName,Tên file đính kèm,,
NOTIFICATION,FileData,File đính kèm,,
NOTIFICATION,LinkToDetail,Link chi tiết thông báo,,
NOTIFICATION,IsView,Bản ghi đã được xem: 1: Đã được xem 0: Chưa được xem,,
RPTMEMBER,Id,ID bản ghi,PK,
RPTMEMBER,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
RPTMEMBER,DateCreated,Ngày tạo,,
RPTMEMBER,CreatedBy,Người tạo,,
RPTMEMBER,DateModified,Ngày sửa,,
RPTMEMBER,ModifyBy,Người sửa,,
RPTMEMBER,RptId,ID biểu mẫu báo cáo đầu vào. Dữ liệu lấy từ trường ID của bảng RPTTEMP.,FK,FK → RPTTEMP.Id
RPTMEMBER,PrdId,ID kỳ báo cáo. Dữ liệu lấy từ trường ID của bảng RPTPERIOD.,FK,FK → RPTPERIOD.Id
RPTMEMBER,FundId,ID công ty QLQ. Lấy dữ liệu từ trưởng ID của bảng FUNDCOMPANY.,,FK suy luận → FUNDCOMPANY.Id
RPTMEMBER,SecId,ID công ty chứng khoán. Lấy dữ liệu từ trưởng ID của bảng SECURITIESCOMPANY.,,FK suy luận → SECURITIES.Id
RPTMEMBER,BankId,ID ngân hàng lưu ký. Lấy dữ liệu từ trưởng ID của bảng BANKMONI.,,FK suy luận → BANKMONI.Id
RPTMEMBER,DepId,ID trung tâm lưu ký. Lấy dữ liệu từ trưởng ID của bảng DEPOSITORYCENTER.,,
RPTMEMBER,StockId,ID Sở giao dịch. Lấy dữ liệu từ trưởng ID của bảng STOCKEXCHANGE.,,FK suy luận → STOCKHOLDERTYPE.Id
RPTMEMBER,InId,ID người đại diện CBTT. Lấy dữ liệu từ trưởng ID của bảng INFODISCREPRES.,,
RPTMEMBER,BranId,ID CN công ty QLQ NN tại VN. Lấy dữ liệu từ trưởng ID của bảng BRANCHS.,,
RPTMEMBER,ReportTypeId,ID loại báo cáo. Lấy dữ liệu từ trường ID của bảng REPORTTYPE.,,FK suy luận → REPORTTYPE.Id
RPTMEMBER,ObjectType,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
RPTMEMBER,IsImport,Là báo cáo có import: 0: Báo cáo không import 1: Báo cáo có import,,
RPTMEMBER,RptName,Tên báo cáo,,
RPTMEMBER,YearValue,Năm báo cáo,,
RPTMEMBER,PeriodValue,Giá trị kỳ báo cáo,,
RPTMEMBER,DayReport,Ngày báo cáo,,
RPTMEMBER,DeadlineSend,Thời hạn gửi,,
RPTMEMBER,Status,Trạng thái: 1: Chưa gửi 2: Đã gửi 3: Gửi muộn 4: Bị hủy 5: Đã gửi lại,,
RPTMEMBER,DateSubmitted,Ngày gửi,,
RPTMEMBER,FileData,File đính kèm,,
RPTMEMBER,FileImport,File import,,
RPTMEMBER,ContentSummary,Nội dung trích yếu,,
RPTMEMBER,Note,Ghi chú,,
RPTMEMBER,PeriodType,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,,
RPTMEMBER,isWorkingDay,Là ngày làm việc: 1: Ngày làm việc 0: Ngày,,
RPTMEMBER,SendInDay,Gửi trong vòng bao nhiều ngày,,
RPTMEMBER,DataFileImport,Dữ liệu trong file import,,
RPTMEMBER,IdOld,ID hệ thống cũ,,
RPTMEMBER,IsDataMigration,Trạng thái đồng bộ dữ liệu,,
RPTVALUESMANAGERMENT,Id,ID bản ghi,PK,
RPTVALUESMANAGERMENT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
RPTVALUESMANAGERMENT,DateCreated,Ngày tạo,,
RPTVALUESMANAGERMENT,CreatedBy,Người tạo,,
RPTVALUESMANAGERMENT,DateModified,Ngày sửa,,
RPTVALUESMANAGERMENT,ModifyBy,Người sửa,,
RPTVALUESMANAGERMENT,TableName,Tên bảng lưu dữ liệu giá trị báo cáo,,
RPTVALUESMANAGERMENT,TableYear,Năm của bảng,,
RPTVALUESMANAGERMENT,TableSystemObject,Đối tượng áp dụng của bảng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
RPTVALUES,Id,ID bản ghi,PK,
RPTVALUES,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
RPTVALUES,DateCreated,Ngày tạo,,
RPTVALUES,CreatedBy,Người tạo,,
RPTVALUES,DateModified,Ngày sửa,,
RPTVALUES,ModifyBy,Người sửa,,
RPTVALUES,MebId,ID báo cáo của thành viên thị trường. Dữ liệu lấy từ trường ID của bảng RPTMEMBER.,FK,FK → RPTMEMBER.Id
RPTVALUES,PrdId,ID kỳ báo cáo. Dữ liệu lấy từ trường ID của bảng RPTPERIOD.,FK,FK → RPTPERIOD.Id
RPTVALUES,SheetId,ID sheet báo cáo đầu vào. Dữ liệu lấy từ trường ID của bảng SHEET.,FK,FK → SHEET.Id
RPTVALUES,RptId,ID biểu mẫu báo cáo đầu vào. Dữ liệu lấy từ trường ID của bảng RPTTEMP.,FK,FK → RPTTEMP.Id
RPTVALUES,TgtId,UID sheet ẩn,,
RPTVALUES,Type,Loại đối tượng gửi báo cáo: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
RPTVALUES,PeriodType,Loại kỳ,,
RPTVALUES,PeriodValue,Giá trị kỳ,,
RPTVALUES,YearValue,Năm báo cáo,,
RPTVALUES,Values,Giá trị từng ô báo cáo,,
RPTVALUES,Code,Mã,,
