source_system,table_name,source_system.table_name,technical_table_type,filter,description
NHNCK,OrganizationReports,NHNCK.OrganizationReports,,,Báo cáo về người hành nghề từ tổ chức
NHNCK,Organizations,NHNCK.Organizations,,,"Thông tin các tổ chức (CTCK, QLQ, Ngân hàng, ...)"
NHNCK,ProfessionalHistories,NHNCK.ProfessionalHistories,,,Lịch sử thay đổi định danh cá nhân của người hành nghề
NHNCK,ProfessionalRelationships,NHNCK.ProfessionalRelationships,,,Thông tin quan hệ gia đình/xã hội của người hành nghề
NHNCK,Professionals,NHNCK.Professionals,,,Thông tin người hành nghề chứng khoán
NHNCK,ProfessionalWorkHistories,NHNCK.ProfessionalWorkHistories,,,Lịch sử làm việc của người hành nghề
NHNCK,SpecializationCourseDetails,NHNCK.SpecializationCourseDetails,,,Chi tiết người tham gia khóa học chuyên môn
NHNCK,SpecializationCourses,NHNCK.SpecializationCourses,,,Danh mục khóa học chuyên môn
NHNCK,Specializations,NHNCK.Specializations,,,Danh mục chuyên môn/chứng chỉ chuyên môn
NHNCK,SystemParameters,NHNCK.SystemParameters,,,Tham số hệ thống
NHNCK,Units,NHNCK.Units,,,Danh mục đơn vị
NHNCK,VerifyApplicationStatuses,NHNCK.VerifyApplicationStatuses,,,Yêu cầu phê duyệt lãnh đạo cho hồ sơ
NHNCK,Violations,NHNCK.Violations,,,Thông tin vi phạm của người hành nghề
NHNCK,Departments,NHNCK.Departments,,,
NHNCK,PermissionRoles,NHNCK.PermissionRoles,,,
NHNCK,Positions,NHNCK.Positions,,,
QLRR,risk_indicator_category,QLRR.risk_indicator_category,,,"Nhóm chỉ tiêu trong 1 bộ (Yếu tố vĩ mô, Yếu tố tiền tệ, Thị trường cổ phiếu, …)"
QLRR,risk_indicator,QLRR.risk_indicator,,,Danh mục chỉ tiêu tài chính (trong nước & quốc tế)
QLRR,risk_indicator_custom,QLRR.risk_indicator_custom,,,Chỉ tiêu tự tạo
QLRR,risk_indicator_value,QLRR.risk_indicator_value,,,Số liệu hiện tại của chỉ tiêu theo từng kỳ (ngày/tháng/quý/năm)
QLRR,risk_indicator_value_history,QLRR.risk_indicator_value_history,,,Lịch sử thay đổi số liệu chỉ tiêu (tự động và thủ công)
QLRR,risk_indicator_schedule,QLRR.risk_indicator_schedule,,,Cấu hình job đồng bộ chỉ tiêu
QLRR,risk_report_type,QLRR.risk_report_type,,,Danh mục loại báo cáo
QLRR,risk_report_placeholder_config,QLRR.risk_report_placeholder_config,,,"Cấu hình ""đục lỗ"""
QLRR,risk_report_upload_batch,QLRR.risk_report_upload_batch,,,Lượt upload file
QLRR,risk_report_file,QLRR.risk_report_file,,,File đính kèm báo cáo
QLRR,risk_alert_config,QLRR.risk_alert_config,,,Cấu hình ngưỡng cảnh báo và người xử lý theo từng chỉ tiêu
QLRR,risk_alert,QLRR.risk_alert,,,Bản ghi cảnh báo thực tế được kích hoạt khi chỉ tiêu vượt ngưỡng
QLRR,risk_alert_resolution,QLRR.risk_alert_resolution,,,Bản ghi xử lý chi tiết cho cảnh báo
QLRR,risk_alert_resolution_file,QLRR.risk_alert_resolution_file,,,File đính kèm theo giải trình cảnh báo
QLRR,risk_alert_history,QLRR.risk_alert_history,,,Lịch sử xử lý cảnh báo theo dòng thời gian
QLRR,risk_notification,QLRR.risk_notification,,,Lưu trữ thông báo
QLRR,permission_group,QLRR.permission_group,,,Nhóm quyền
QLRR,permission_group_user,QLRR.permission_group_user,,,Phân quyền người dùng theo nhóm quyền
QLRR,permission_group_indicator,QLRR.permission_group_indicator,,,Phân quyền chỉ tiêu theo nhóm quyền
SCMS,BC_BAO_CAO_GT,SCMS.BC_BAO_CAO_GT,,,Lưu giá trị của chỉ tiêu báo cáo
SCMS,BC_CANH_BAO,SCMS.BC_CANH_BAO,,,Thông tin cảnh báo
SCMS,BC_GT_DTL,SCMS.BC_GT_DTL,,,Danh sách dữ liệu báo nháp
SCMS,BC_GT_HDR,SCMS.BC_GT_HDR,,,Danh sách dữ liệu báo nháp
SCMS,BC_KHAI_THAC,SCMS.BC_KHAI_THAC,,,Dữ liệu khai thác phục vụ báo cáo tổng hợp
SCMS,BC_KHAI_THAC_GT,SCMS.BC_KHAI_THAC_GT,,,Dữ liệu khai thác phục vụ báo cáo tổng hợp
SCMS,BC_THANH_VIEN,SCMS.BC_THANH_VIEN,,,Danh sách báo cáo mà đơn vị đã gửi theo định kỳ
SCMS,BC_THANH_VIEN_LS,SCMS.BC_THANH_VIEN_LS,,,Danh sách báo cáo mà đơn vị đã gửi theo định kỳ
SCMS,BC_THANH_VIEN_XU_LY,SCMS.BC_THANH_VIEN_XU_LY,,,Thông tin tiếp nhận/xử lý báo cáo
SCMS,BC_VI_PHAM,SCMS.BC_VI_PHAM,,,Thông tin tình hình gửi báo cáo của đơn vị
SCMS,BC_VI_PHAM_LOAI_VP,SCMS.BC_VI_PHAM_LOAI_VP,,,Thông tin tình hình gửi báo cáo của đơn vị
SCMS,BM_BAO_CAO,SCMS.BM_BAO_CAO,,,Danh sách biểu mẫu báo cáo
SCMS,BM_BAO_CAO_COT,SCMS.BM_BAO_CAO_COT,,,Danh sách cột của biểu mẫu báo cáo
SCMS,BM_BAO_CAO_CT,SCMS.BM_BAO_CAO_CT,,,Danh sách chỉ tiêu của biểu mẫu báo cáo
SCMS,BM_BAO_CAO_DINH_KY,SCMS.BM_BAO_CAO_DINH_KY,,,Danh sách định kỳ gửi của biểu mẫu báo cáo
SCMS,BM_BAO_CAO_DINH_KY_DON_VI,SCMS.BM_BAO_CAO_DINH_KY_DON_VI,,,Danh sách đơn vị có nghĩa vụ gửi báo cáo theo biểu mẫu báo cáo
SCMS,BM_BAO_CAO_HANG,SCMS.BM_BAO_CAO_HANG,,,Danh sách hàng của biểu mẫu báo cáo
SCMS,BM_BAO_CAO_LS,SCMS.BM_BAO_CAO_LS,,,Thông tin lịch sử của biểu mẫu báo cáo
SCMS,BM_BAO_CAO_TV,SCMS.BM_BAO_CAO_TV,,,Danh sách đơn vị có nghĩa vụ gửi báo cáo theo biểu mẫu báo cáo
SCMS,BM_SHEET,SCMS.BM_SHEET,,,Danh sách sheet của biểu mẫu báo cáo
SCMS,BM_TIEUDE_HANG,SCMS.BM_TIEUDE_HANG,,,Danh sách tiêu đề hàng thiết kế động của biểu mẫu báo cáo
SCMS,BM_TIEUDE_HANG_COT,SCMS.BM_TIEUDE_HANG_COT,,,Danh sách tiêu đề thiết kế động của biểu mẫu báo cáo
SCMS,CBTT_BAO_CAO,SCMS.CBTT_BAO_CAO,,,Danh sách các báo cáo khi công bố thông tin
SCMS,CBTT_CHAO_BAN_CHUNG_KHOAN,SCMS.CBTT_CHAO_BAN_CHUNG_KHOAN,,,Thông tin chào bán chứng khoán được công bố
SCMS,CBTT_CO_DONG,SCMS.CBTT_CO_DONG,,,Thông tin cổ đông được công bố
SCMS,CHUNG_THU_SO,SCMS.CHUNG_THU_SO,,,Danh sách chứng thư số được quản lý
SCMS,CTCK_CD_CHUYEN_NHUONG,SCMS.CTCK_CD_CHUYEN_NHUONG,,,Thông tin chuyển nhượng cổ đông
SCMS,CTCK_CD_DAI_DIEN,SCMS.CTCK_CD_DAI_DIEN,,,Danh sách cổ đông đại diện
SCMS,CTCK_CD_MOI_QUAN_HE,SCMS.CTCK_CD_MOI_QUAN_HE,,,Danh sách mối quan hệ cổ đông
SCMS,CTCK_CHI_NHANH,SCMS.CTCK_CHI_NHANH,,,Danh sách chi nhánh
SCMS,CTCK_CO_DONG,SCMS.CTCK_CO_DONG,,,Danh sách cổ đông
SCMS,CTCK_DICH_VU,SCMS.CTCK_DICH_VU,,,Danh sách dịch vụ của CTCK
SCMS,CTCK_HS_LICH_SU,SCMS.CTCK_HS_LICH_SU,,,Danh sách hồ sơ lịch sử thay đổi
SCMS,CTCK_LICH_SU_XOA,SCMS.CTCK_LICH_SU_XOA,,,Thông tin lịch sử xóa của CTCK
SCMS,CTCK_NGUOI_HANH_NGHE_CK,SCMS.CTCK_NGUOI_HANH_NGHE_CK,,,Danh sách người hành nghề chứng khoán
SCMS,CTCK_NHAN_SU_CAO_CAP,SCMS.CTCK_NHAN_SU_CAO_CAP,,,Danh sách nhân sự cao cấp
SCMS,CTCK_PHONG_GIAO_DICH,SCMS.CTCK_PHONG_GIAO_DICH,,,Danh sách phòng giao dịch
SCMS,CTCK_THONG_TIN,SCMS.CTCK_THONG_TIN,,,Thông tin CTCK
SCMS,CTCK_VP_DAI_DIEN,SCMS.CTCK_VP_DAI_DIEN,,,Danh sách văn phòng đại diện
SCMS,CTCK_VP_DAI_DIEN_NN,SCMS.CTCK_VP_DAI_DIEN_NN,,,Danh sách văn phòng đại diện nước ngoài
SCMS,CTCK_XU_LY_HANH_CHINH,SCMS.CTCK_XU_LY_HANH_CHINH,,,Thông tin xử lý hành chính
SCMS,CT_KIEM_TOAN,SCMS.CT_KIEM_TOAN,,,Danh sách công ty kiểm toán
SCMS,CT_KIEM_TOAN_VIEN,SCMS.CT_KIEM_TOAN_VIEN,,,Danh sách kiểm toán viên
SCMS,DM_CANH_BAO,SCMS.DM_CANH_BAO,,,Danh mục cảnh báo
SCMS,DM_CHI_TIEU,SCMS.DM_CHI_TIEU,,,Danh mục chỉ tiêu
SCMS,DM_CHI_TIEU_DM,SCMS.DM_CHI_TIEU_DM,,,Danh mục chỉ tiêu
SCMS,DM_CHI_TIEU_THONG_KE,SCMS.DM_CHI_TIEU_THONG_KE,,,Danh mục chỉ tiêu – thống kê
SCMS,DM_CHUC_VU,SCMS.DM_CHUC_VU,,,Danh mục chức vụ
SCMS,DM_DICH_VU,SCMS.DM_DICH_VU,,,Danh mục dịch vụ
SCMS,DM_LOAI_CONG_TY,SCMS.DM_LOAI_CONG_TY,,,Danh mục loại công ty
SCMS,DM_LOAI_GIAO_DICH_CD,SCMS.DM_LOAI_GIAO_DICH_CD,,,Danh mục loại giao dịch cổ đông
SCMS,DM_LOAI_VI_PHAM,SCMS.DM_LOAI_VI_PHAM,,,Danh mục loại vi phạm
SCMS,DM_MOI_QUAN_HE,SCMS.DM_MOI_QUAN_HE,,,Danh mục mối quan hệ
SCMS,DM_NGANH_NGHE_KD,SCMS.DM_NGANH_NGHE_KD,,,Danh mục ngành nghề kinh doanh
SCMS,DM_QUOC_TICH,SCMS.DM_QUOC_TICH,,,Danh mục quốc tịch
SCMS,DM_SU_VU,SCMS.DM_SU_VU,,,Danh mục sự vụ
SCMS,DM_THONG_KE,SCMS.DM_THONG_KE,,,Danh mục mã thống kê
SCMS,DM_TINH_THANH,SCMS.DM_TINH_THANH,,,Danh mục tỉnh thành
SCMS,DM_TRANG_THAI_CTCK,SCMS.DM_TRANG_THAI_CTCK,,,Danh mục trạng thái của CTCK
SCMS,LK_CHUC_NANG_NGUOI,SCMS.LK_CHUC_NANG_NGUOI,,,Liên kết người dùng chức năng
SCMS,LK_CHUC_NANG_NHOM_NGUOI,SCMS.LK_CHUC_NANG_NHOM_NGUOI,,,Liên kết nhóm người dùng chức năng
SCMS,LK_CTCK_NGANH_NGHE_KD,SCMS.LK_CTCK_NGANH_NGHE_KD,,,Liên kết ngành nghề kinh doanh với CTCK
SCMS,LK_NGUOI_DUNG_BAO_CAO,SCMS.LK_NGUOI_DUNG_BAO_CAO,,,Liên kết phân quyền khai thác báo cáo
SCMS,LK_NGUOI_DUNG_CTCK,SCMS.LK_NGUOI_DUNG_CTCK,,,Liên kết phân quyền cán bộ quản trị CTCK
SCMS,LK_NGUOI_DUNG_NHOM,SCMS.LK_NGUOI_DUNG_NHOM,,,Liên kết người dùng nhóm người dùng
SCMS,QT_CHUC_NANG,SCMS.QT_CHUC_NANG,,,Danh mục chức năng
SCMS,QT_LICH_HE_THONG,SCMS.QT_LICH_HE_THONG,,,Thông tin lịch hệ thống
SCMS,QT_LOG_HE_THONG,SCMS.QT_LOG_HE_THONG,,,Danh sách log hệ thống
SCMS,QT_NGUOI_DUNG,SCMS.QT_NGUOI_DUNG,,,Danh sách người dùng
SCMS,QT_NGUOI_DUNG_IP,SCMS.QT_NGUOI_DUNG_IP,,,Thông tin quản lý IP đăng ký
SCMS,QT_NHOM_NGUOI_DUNG,SCMS.QT_NHOM_NGUOI_DUNG,,,Danh sách nhóm người dùng
SCMS,QT_THAM_SO_HE_THONG,SCMS.QT_THAM_SO_HE_THONG,,,Quản trị cấu hình tham số hệ thống
THANHTRA,TT_KE_HOACH,THANHTRA.TT_KE_HOACH,,,"Kế hoạch thanh tra, kiểm tra hàng năm"
THANHTRA,TT_KE_HOACH_DOI_TUONG,THANHTRA.TT_KE_HOACH_DOI_TUONG,,,Đối tượng thanh tra trong kế hoạch
THANHTRA,TT_KE_HOACH_VAN_BAN,THANHTRA.TT_KE_HOACH_VAN_BAN,,,Văn bản kèm theo kế hoạch thanh tra
THANHTRA,TT_QUYET_DINH,THANHTRA.TT_QUYET_DINH,,,"Quyết định thanh tra, kiểm tra"
THANHTRA,TT_QUYET_DINH_DOI_TUONG,THANHTRA.TT_QUYET_DINH_DOI_TUONG,,,Đối tượng trong quyết định thanh tra
THANHTRA,TT_QUYET_DINH_THANH_PHAN,THANHTRA.TT_QUYET_DINH_THANH_PHAN,,,Thành phần đoàn thanh tra
THANHTRA,TT_QUYET_DINH_VAN_BAN,THANHTRA.TT_QUYET_DINH_VAN_BAN,,,Văn bản kèm theo quyết định
THANHTRA,TT_HO_SO,THANHTRA.TT_HO_SO,,,"Hồ sơ thanh tra, kiểm tra"
THANHTRA,TT_HO_SO_CAN_BO,THANHTRA.TT_HO_SO_CAN_BO,,,Phân công cán bộ xử lý hồ sơ thanh tra
THANHTRA,TT_HO_SO_VAN_BAN,THANHTRA.TT_HO_SO_VAN_BAN,,,Văn bản đính kèm hồ sơ thanh tra
THANHTRA,TT_KET_LUAN,THANHTRA.TT_KET_LUAN,,,Kết luận thanh tra và văn bản xử lý
THANHTRA,TT_CONG_BO_XU_PHAT,THANHTRA.TT_CONG_BO_XU_PHAT,,,Công bố quyết định xử phạt (Thanh tra)
THANHTRA,GS_HO_SO,THANHTRA.GS_HO_SO,,,Hồ sơ xử lý vi phạm từ kết quả giám sát
THANHTRA,GS_HO_SO_VAN_BAN,THANHTRA.GS_HO_SO_VAN_BAN,,,Văn bản đính kèm hồ sơ giám sát
THANHTRA,GS_VAN_BAN_XU_LY,THANHTRA.GS_VAN_BAN_XU_LY,,,Văn bản về việc xử lý vi phạm giám sát
THANHTRA,GS_VAN_BAN_XU_LY_FILE,THANHTRA.GS_VAN_BAN_XU_LY_FILE,,,File đính kèm văn bản xử lý giám sát
THANHTRA,GS_CONG_BO_XU_PHAT,THANHTRA.GS_CONG_BO_XU_PHAT,,,Công bố quyết định xử phạt (Giám sát)
THANHTRA,DT_DON_THU,THANHTRA.DT_DON_THU,,,"Đơn thư KNTC, phản ánh kiến nghị"
THANHTRA,DT_HO_SO,THANHTRA.DT_HO_SO,,,Hồ sơ giải quyết đơn thư
THANHTRA,DT_HO_SO_VAN_BAN,THANHTRA.DT_HO_SO_VAN_BAN,,,Văn bản đính kèm hồ sơ đơn thư
THANHTRA,DT_KET_LUAN,THANHTRA.DT_KET_LUAN,,,Kết luận giải quyết đơn thư
THANHTRA,DT_VAN_BAN_XU_LY,THANHTRA.DT_VAN_BAN_XU_LY,,,Văn bản xử lý / quyết định xử phạt đơn thư
THANHTRA,DT_CONG_BO_XU_PHAT,THANHTRA.DT_CONG_BO_XU_PHAT,,,Công bố quyết định xử phạt (Đơn thư)
THANHTRA,PCTN_BAO_CAO,THANHTRA.PCTN_BAO_CAO,,,Báo cáo phòng chống tham nhũng
THANHTRA,PCRT_HO_SO,THANHTRA.PCRT_HO_SO,,,Hồ sơ phòng chống rửa tiền
THANHTRA,PCRT_HO_SO_VAN_BAN,THANHTRA.PCRT_HO_SO_VAN_BAN,,,Văn bản đính kèm hồ sơ rửa tiền
THANHTRA,PCRT_VAN_BAN_XU_LY,THANHTRA.PCRT_VAN_BAN_XU_LY,,,Văn bản xử lý vi phạm rửa tiền
THANHTRA,PCRT_BAO_CAO,THANHTRA.PCRT_BAO_CAO,,,Báo cáo phòng chống rửa tiền
THANHTRA,DM_CAN_BO,THANHTRA.DM_CAN_BO,,,Danh mục cán bộ thanh tra
THANHTRA,DM_CONG_TY_QLQ,THANHTRA.DM_CONG_TY_QLQ,,,Danh mục công ty quản lý quỹ và quỹ đầu tư chứng khoán
THANHTRA,DM_CONG_TY_CK,THANHTRA.DM_CONG_TY_CK,,,Danh mục công ty chứng khoán
THANHTRA,DM_CONG_TY_DC,THANHTRA.DM_CONG_TY_DC,,,Danh mục công ty đại chúng
THANHTRA,DM_DOI_TUONG_KHAC,THANHTRA.DM_DOI_TUONG_KHAC,,,Danh mục đối tượng thanh tra khác
THANHTRA,DM_BIEU_MAU,THANHTRA.DM_BIEU_MAU,,,Danh mục biểu mẫu
THANHTRA,DM_CHUC_VU,THANHTRA.DM_CHUC_VU,,,Danh mục chức vụ
THANHTRA,DM_DON_VI,THANHTRA.DM_DON_VI,,,Danh mục đơn vị
THANHTRA,DM_HO_SO,THANHTRA.DM_HO_SO,,,Danh mục hồ sơ
THANHTRA,DM_TRANG_THAI_HO_SO,THANHTRA.DM_TRANG_THAI_HO_SO,,,Danh mục trạng thái hồ sơ
THANHTRA,DM_LINH_VUC,THANHTRA.DM_LINH_VUC,,,Danh mục lĩnh vực
THANHTRA,DM_QUOC_GIA,THANHTRA.DM_QUOC_GIA,,,Danh mục quốc gia
THANHTRA,DM_TINH_THANH,THANHTRA.DM_TINH_THANH,,,Danh mục tỉnh thành
THANHTRA,DM_HANH_VI_VI_PHAM,THANHTRA.DM_HANH_VI_VI_PHAM,,,Danh mục hành vi vi phạm
THANHTRA,DM_HINH_THUC_PHAT,THANHTRA.DM_HINH_THUC_PHAT,,,Danh mục hình thức phạt
THANHTRA,DM_HINH_THUC_VAN_BAN,THANHTRA.DM_HINH_THUC_VAN_BAN,,,Danh mục hình thức văn bản
THANHTRA,DM_MANG_NGHIEP_VU,THANHTRA.DM_MANG_NGHIEP_VU,,,Danh mục mảng nghiệp vụ
THANHTRA,DM_MUC_DO_BAO_MAT,THANHTRA.DM_MUC_DO_BAO_MAT,,,Danh mục mức độ bảo mật
THANHTRA,DM_CAN_CU_THANH_TRA,THANHTRA.DM_CAN_CU_THANH_TRA,,,Danh mục căn cứ thanh tra
THANHTRA,DM_DANH_MUC_KHAC,THANHTRA.DM_DANH_MUC_KHAC,,,Danh mục khác (dùng chung)
THANHTRA,SYS_NGUOI_DUNG,THANHTRA.SYS_NGUOI_DUNG,,,Người dùng hệ thống
THANHTRA,SYS_NHOM_NGUOI_DUNG,THANHTRA.SYS_NHOM_NGUOI_DUNG,,,Nhóm người dùng
THANHTRA,SYS_NGUOI_DUNG_NHOM,THANHTRA.SYS_NGUOI_DUNG_NHOM,,,Quan hệ người dùng – nhóm quyền
THANHTRA,SYS_NHAT_KY,THANHTRA.SYS_NHAT_KY,,,Nhật ký hoạt động hệ thống
THANHTRA,SYS_THAM_SO,THANHTRA.SYS_THAM_SO,,,Tham số cấu hình hệ thống
THANHTRA,SYS_SAO_LUU,THANHTRA.SYS_SAO_LUU,,,Lịch sao lưu tự động
THANHTRA,SYS_NHAT_KY_SAO_LUU,THANHTRA.SYS_NHAT_KY_SAO_LUU,,,Nhật ký sao lưu dữ liệu
THANHTRA,SYS_VAN_BAN_PHAP_QUY,THANHTRA.SYS_VAN_BAN_PHAP_QUY,,,Văn bản pháp quy hệ thống
