source_system,staging_table,ods_table,column_name,data_type,description,pk/fk
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,offeror_id_no,,Số cmnd/hộ chiếu/gcn đkdn,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,offeror_relationship,,Mối quan hệ giữa tổ chức/cá nhân chào mua với công ty mục tiêu,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,planned_offer_from_date,,Thời gian dự kiến chào mua từ ngày,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,planned_offer_to_date,,Thời gian dự kiến chào mua đến ngày,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,pre_offer_share_qty,,Cổ phiếu sở hữu trước khi chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,pre_offer_share_ratio,,%cổ phiếu sở hữu trước khi chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,planned_offer_share_qty,,Cổ phiếu dự kiến chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,planned_offer_share_ratio,,%cổ phiếu dự kiến chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,planned_offer_price,,Giá mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,acquired_share_qty,,Cổ phiếu mua được trong đợt chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,acquired_share_ratio,,%cổ phiếu mua được trong đợt chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,post_offer_share_qty,,Cổ phiếu sau khi chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,post_offer_share_ratio,,%cổ phiếu sau khi chào mua,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,created_by,,Người tạo,FK
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,created_date,,Ngày tạo,
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,last_updated_by,,Người sửa,FK
IDS,stg_ids_company_tender_offer,ods_ids_company_tender_offer,last_updated_date,,Ngày sửa,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,id,,Khóa chính,PK
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,company_profile_id,,Khóa link đến bảng company_profiles,FK
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,transaction_year,,Năm,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,treasury_buy_qty,,Số lượng mua cpq,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,treasury_buy_rc,,Số đợt mua cp,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,treasury_sell_qty,,Số lượng bán cpq,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,treasury_sell_rc,,Số đợt bán cpq,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,created_by,,Người tạo,FK
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,created_date,,Ngày tạo,
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,last_updated_by,,Người sửa,FK
IDS,stg_ids_company_treasury_stocks,ods_ids_company_treasury_stocks,last_updated_date,,Ngày sửa,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,id,,Khóa chính,PK
IDS,stg_ids_company_inspection,ods_ids_company_inspection,company_profile_id,,Khóa link đến bảng company_profiles,FK
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_type_cd,,"Thanh tra/kiểm tra: lookup_values Lookup_group = ""inspection_type""",
IDS,stg_ids_company_inspection,ods_ids_company_inspection,decision_no,,Số quyết định,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,decision_date,,Ngày quyết định,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_period,,Thời kỳ thanh tra/kiểm tra,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_date,,Thời gian thanh tra/kiểm tra,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_mode_cd,,"Kiểm tra/thanh tra định kỳ/bất thường: lookup_values Lookup_group = ""inspection_mode""",
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_scope,,Nội dung kiểm tra/thanh tra,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,lead_inspection_unit_vi,,Đơn vị chủ trì kiểm tra/thanh tra (tiếng việt),
IDS,stg_ids_company_inspection,ods_ids_company_inspection,lead_inspection_unit_en,,Đơn vị chủ trì kiểm tra/thanh tra (tiếng anh),
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_minutes_name,,Tên biên bản kiểm tra/thanh tra,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,inspection_file_url,,Url biên bản kiểm tra/thanh tra,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,created_by,,Người tạo,FK
IDS,stg_ids_company_inspection,ods_ids_company_inspection,created_date,,Ngày tạo,
IDS,stg_ids_company_inspection,ods_ids_company_inspection,last_updated_by,,Người sửa,FK
IDS,stg_ids_company_inspection,ods_ids_company_inspection,last_updated_date,,Ngày sửa,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,id,,Khóa chính,PK
IDS,stg_ids_company_penalize,ods_ids_company_penalize,company_profile_id,,Khóa link đến bảng company_profiles,FK
IDS,stg_ids_company_penalize,ods_ids_company_penalize,penalized_subjet_type_cd,,"Công ty hoặc nhà đầu tư: lookup_values Lookup_group = ""penalized_subjet_type""",
IDS,stg_ids_company_penalize,ods_ids_company_penalize,investor_name,,Tên nhà đầu tư,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,investor_id_no,,Số cccd/ hộ chiếu,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,investor_position_title,,Chức vụ,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,penalty_decision_no,,Số quyết định,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,penalty_decision_date,,Ngày quyết định,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,violation_desc,,Hành vi vi phạm,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,penalty_form,,Hình thức phạt,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,penalty_amount,,Số tiền phạt,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,additional_penalty,,Hình thức phạt bổ sung,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,remedial_minutes,,Biên bản khắc phục hậu quả,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,created_by,,Người tạo,FK
IDS,stg_ids_company_penalize,ods_ids_company_penalize,created_date,,Ngày tạo,
IDS,stg_ids_company_penalize,ods_ids_company_penalize,last_updated_by,,Người sửa,FK
IDS,stg_ids_company_penalize,ods_ids_company_penalize,last_updated_date,,Ngày sửa,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,id,,Khóa chính,PK
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,company_profile_id,,Id công ty,FK
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,company_name_vi,,Tên đầy đủ (tiếng việt),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,company_name_en,,Tên đầy đủ (tiếng anh),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,business_reg_no,,Mã số doanh nghiệp,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,first_reg_date,,Ngày đăng ký lần đầu,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,latest_reg_date,,Ngày cấp gần nhất,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,latest_reg_prov,,Nơi cấp gần nhất,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,capital_paid_reported,,Giá trị vốn điều lệ thực góp (cập nhật theo báo cáo tài chính năm),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,treasury_shares,,Cổ phiếu quỹ hiện có,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,head_office_addr,,Địa chỉ trụ sở chính,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,head_office_prov,,Tỉnh/ thành phố,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,trading_office_addr,,Địa chỉ văn phòng giao dịch,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,website,,Website,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,phone_no,,Số điện thoại,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,fax_no,,Số fax,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,biz_sector_l1_cd,,Ngành nghề cấp 1,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,biz_sector_l2_cd,,Ngành nghề cấp 2,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,equity_listing_exch,,Sàn niêm yết (đkgd cổ phiếu),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,bond_listing_exch,,Sàn niêm yết (đkgd trái phiếu),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,equity_security_flg,,"Loại chứng khoán niêm yết (đkgd là cổ phiếu) (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,bond_security_flg,,"Loại chứng khoán niêm yết (đkgd là trái phiếu) (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,equity_ticker,,Mã chứng khoán (cổ phiếu),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,bond_ticker,,Mã chứng khoán (trái phiếu),
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,equity_listed_qty,,Số lượng cổ phiếu đang niêm yết,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,bond_listed_qty,,Số lượng trái phiếu đang niêm yết,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,intl_exch,,Sàn niêm yết quốc tế,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,intl_ticker,,Mã chứng quốc tế,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,fy_end_date,,Ngày kết thúc năm tài chính,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,financial_stmt_type_cd,,Loại báo cáo tài chính,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,ids_reg_status_flg,,"Trạng thái đăng ký trên ids (1- Đã đăng ký, 0 - Chưa đăng ký)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,ids_reg_date,,Ngày đăng ký trên ids,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,public_com_flg,,"Công ty đại chúng (1- Công ty đại chúng, 0 - Không phải CTĐC)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,public_bond_issuer_flg,,"Tổ chức niêm yết trái phiếu (phát hành trái phiếu ra công chúng) (1 - Là tổ chức niêm yết trái phiếu , 0 - Không là tổ chức niêm yết trái phiếu)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,large_public_com_flg,,"Công ty đại chúng quy mô lớn (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,former_state_owned_flg,,"Tiền thân là doanh nghiệp nhà nước (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,equit_license_date,,Ngày được cấp gpkd sau cổ phần hóa,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,capital_at_equit,,Vốn điều lệ thực góp tại thời điểm cổ phần hóa,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,has_state_own_flg,,"Doanh nghiệp có vốn nhà nước (1 - là doanh nghiệp có vốn nhà nước, 0 - Không là doanh nghiệp có vốn nhà nước)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,corporate_model_cd,,Mô hình doanh nghiệp,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,fdi_com_flg,,"Doanh nghiệp fdi (1 - Là doanh nghiệp fdi, 0 - Không là doanh nghiệp fdi)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,has_parent_com_flg,,"Có công ty mẹ (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,has_subsidiaries_flg,,"Có công ty con (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,has_joint_ventures_flg,,"Có công ty liên doanh, liên kết (1 - Có, 0 - Không)",
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,changed_date,,Ngày thay đổi,
IDS,stg_ids_company_detail_his,ods_ids_company_detail_his,changed_by,,Người thay đổi,
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,id,,Khóa chính,PK
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,login_id,,Link tới bảng logins,FK
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,company_profile_id,,Id công ty,FK
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,mngt_start_date,,Quản lý từ ngày,
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,mngt_end_date,,Quản lý đến ngày,
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,change_reason,,Lý do thay đổi,
IDS,stg_ids_company_change_role_his,ods_ids_company_change_role_his,changed_date,,Ngày thay đổi,
IDS,stg_ids_logins,ods_ids_logins,id,,Khóa chính,PK
IDS,stg_ids_logins,ods_ids_logins,login_name,,Tài khoản login,
IDS,stg_ids_logins,ods_ids_logins,full_name,,Tên người dùng,
IDS,stg_ids_countries,ods_ids_countries,id,,Khóa chính,PK
IDS,stg_ids_countries,ods_ids_countries,country_cd,,Mã quốc gia,
IDS,stg_ids_countries,ods_ids_countries,country_name_vi,,Tên quốc gia (tiếng việt),
IDS,stg_ids_countries,ods_ids_countries,country_name_en,,Tên quốc gia (tiếng anh),
IDS,stg_ids_countries,ods_ids_countries,created_by,,Người tạo,FK
IDS,stg_ids_countries,ods_ids_countries,created_date,,Ngày tạo,
IDS,stg_ids_countries,ods_ids_countries,last_updated_by,,Người sửa,FK
IDS,stg_ids_countries,ods_ids_countries,last_updated_date,,Ngày sửa,
IDS,stg_ids_provinces,ods_ids_provinces,id,,Khóa chính,PK
IDS,stg_ids_provinces,ods_ids_provinces,province_cd,,Mã quốc gia,
IDS,stg_ids_provinces,ods_ids_provinces,province_name_vn,,Tên tỉnh tiếng việt,
IDS,stg_ids_provinces,ods_ids_provinces,province_name_en,,Tên tỉnh tiếng anh,
IDS,stg_ids_provinces,ods_ids_provinces,region,,Tên miền,
IDS,stg_ids_provinces,ods_ids_provinces,created_by,,Người tạo,FK
IDS,stg_ids_provinces,ods_ids_provinces,created_date,,Ngày tạo,
IDS,stg_ids_provinces,ods_ids_provinces,last_updated_by,,Người sửa,FK
IDS,stg_ids_provinces,ods_ids_provinces,last_updated_date,,Ngày sửa,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,id,,Khóa chính,PK
IDS,stg_ids_lookup_values,ods_ids_lookup_values,lookup_group,,Loại,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,lookup_cd,,Mã,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,lookup_value_vn,,Giá trị (tiếng việt),
IDS,stg_ids_lookup_values,ods_ids_lookup_values,lookup_value_en,,Giá trị (tiếng anh),
IDS,stg_ids_lookup_values,ods_ids_lookup_values,display_order,,Thứ tự hiển thị,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,description,,Diễn giải,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,created_by,,Người tạo,FK
IDS,stg_ids_lookup_values,ods_ids_lookup_values,created_date,,Ngày tạo,
IDS,stg_ids_lookup_values,ods_ids_lookup_values,last_updated_by,,Người sửa,FK
IDS,stg_ids_lookup_values,ods_ids_lookup_values,last_updated_date,,Ngày sửa,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,id,,Khóa chính,PK
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,user_id,,User id,FK
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,user_name,,Tên người dùng,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,user_agent,,Thông tin agent lấy từ request header khi call api,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,client_ip,,Ip của người dùng,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,http_method,,Http method,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,query_params,,Tham số (đối với method get),
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,request_body,,Body khi call api,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,source_service,,Tên service chứa api,
IDS,stg_ids_user_audit_log,ods_ids_user_audit_log,created_date,,Ngày người dùng thao tác (datetime),
IDS,stg_ids_report_catalog,ods_ids_report_catalog,id,,Khóa chính,PK
IDS,stg_ids_report_catalog,ods_ids_report_catalog,report_cd,,Mã báo cáo,
IDS,stg_ids_report_catalog,ods_ids_report_catalog,report_name_vi,,Tên báo cáo (tiếng việt),
IDS,stg_ids_report_catalog,ods_ids_report_catalog,report_name_en,,Tên báo cáo (tiếng anh),
IDS,stg_ids_report_catalog,ods_ids_report_catalog,rc_type_cd,,"Loại báo cáo:  (i - báo cáo đầu vào, O - báo cáo xuất ra): lookup_values với lookup_group=' Rc_type'",
IDS,stg_ids_report_catalog,ods_ids_report_catalog,report_year,,Lưu năm của báo cáo,
IDS,stg_ids_report_catalog,ods_ids_report_catalog,report_scope_cd,,"Loại hình báo cáo (hợp nhất, mẹ): lookup_values với lookup_group=' Report_scope'",
IDS,stg_ids_report_catalog,ods_ids_report_catalog,enterprise_type_cd,,"Loại hình doanh nghiệp (dn-doanh nghiệp, bh-bảo hiểm, td-tín dụng, ck-chứng khoán): lookup_values với lookup_group=' Enterprise_type'",
IDS,stg_ids_report_catalog,ods_ids_report_catalog,consolidated_flg,,"Có phải là báo cáo hợp nhất ko? (1 - có, 0 - không)",
IDS,stg_ids_report_catalog,ods_ids_report_catalog,active_flg,,"Trang thái: (0: không sử dụng, 1 - đang sử dụng)",
IDS,stg_ids_report_catalog,ods_ids_report_catalog,created_by,,Người tạo,FK
IDS,stg_ids_report_catalog,ods_ids_report_catalog,created_date,,Ngày tạo,
IDS,stg_ids_report_catalog,ods_ids_report_catalog,last_updated_by,,Người sửa,FK
IDS,stg_ids_report_catalog,ods_ids_report_catalog,last_updated_date,,Ngày sửa,
IDS,stg_ids_rrow,ods_ids_rrow,id,,Khóa chính,PK
IDS,stg_ids_rrow,ods_ids_rrow,row_name_vi,,Tên hàng (tiếng việt),
IDS,stg_ids_rrow,ods_ids_rrow,row_name_en,,Tên hàng (tiếng anh),
IDS,stg_ids_rrow,ods_ids_rrow,row_cd,,Lưu mã tự sinh của chỉ tiêu hàng. quy tắc: r+ sequenve,
IDS,stg_ids_rrow,ods_ids_rrow,row_type_cd,,Kiểu giá trị của hàng: v/f/d - value/formula/description: lookup_values với lookup_group=' Report_row_type',
IDS,stg_ids_rrow,ods_ids_rrow,row_formula,,Lưu công thức của hàng,
IDS,stg_ids_rrow,ods_ids_rrow,col_cd,,Mô tả nội dung của hàng (hiện đang lưu mã cột),
IDS,stg_ids_rrow,ods_ids_rrow,row_index,,Thứ tự,
IDS,stg_ids_rrow,ods_ids_rrow,report_catalog_id,,Id của báo cáo chứa hàng,FK
IDS,stg_ids_rrow,ods_ids_rrow,report_year,,"Lưu năm tạo báo cáo chứa, lấy từ bảng report_catalog",
IDS,stg_ids_rrow,ods_ids_rrow,rc_type_cd,,"Loại báo cáo, lấy từ bảng report_catalog",
IDS,stg_ids_rrow,ods_ids_rrow,created_by,,Người tạo,FK
IDS,stg_ids_rrow,ods_ids_rrow,created_date,,Ngày tạo,
IDS,stg_ids_rrow,ods_ids_rrow,last_updated_by,,Người sửa,FK
IDS,stg_ids_rrow,ods_ids_rrow,last_updated_date,,Ngày sửa,
IDS,stg_ids_rcol,ods_ids_rcol,id,,Mã cột,PK
IDS,stg_ids_rcol,ods_ids_rcol,col_name_vi,,Tên cột,
IDS,stg_ids_rcol,ods_ids_rcol,col_name_en,,Tên cột tiếng anh,
IDS,stg_ids_rcol,ods_ids_rcol,col_cd,,Mã cột,
IDS,stg_ids_rcol,ods_ids_rcol,col_index,,Chỉ số của cột,
IDS,stg_ids_rcol,ods_ids_rcol,report_catalog_id,,Tham chiếu đến bảng report_catalog,FK
IDS,stg_ids_rcol,ods_ids_rcol,col_type_cd,,Giá trị,
IDS,stg_ids_rcol,ods_ids_rcol,col_formula,,Công thức cột,
IDS,stg_ids_rcol,ods_ids_rcol,report_year,,"Lưu năm tạo báo cáo, lấy từ bảng report_catalog",
IDS,stg_ids_rcol,ods_ids_rcol,rc_type_cd,,"Loại báo cáo, lấy từ bảng report_catalog",
IDS,stg_ids_rcol,ods_ids_rcol,created_by,,Người tạo,FK
IDS,stg_ids_rcol,ods_ids_rcol,created_date,,Ngày tạo,
IDS,stg_ids_rcol,ods_ids_rcol,last_updated_by,,Người sửa,FK
IDS,stg_ids_rcol,ods_ids_rcol,last_updated_date,,Ngày sửa,
IDS,stg_ids_rep_forms,ods_ids_rep_forms,id,,Khóa chính,PK
IDS,stg_ids_rep_forms,ods_ids_rep_forms,report_cd,,Mã form,
IDS,stg_ids_rep_forms,ods_ids_rep_forms,report_name_vi,,Tên form báo cáo (tiếng việt),
IDS,stg_ids_rep_forms,ods_ids_rep_forms,report_name_en,,Tên form báo cáo (tiếng anh),
IDS,stg_ids_rep_forms,ods_ids_rep_forms,rf_report_type_cd,,Loại báo cáo (0 = bcthang; 1 = bcquy; 2 = bcnam; 3= bcthuongnien;4= bctructuyen_6thangdaunam; 5= bctructuyen_6thangcuoinam): lookup_values với lookup_group=' Rf_report_type',
IDS,stg_ids_rep_forms,ods_ids_rep_forms,published_flg,,Check xem báo cáo được công bố hay không ? (1- có; 0- không),
IDS,stg_ids_rep_forms,ods_ids_rep_forms,report_link,,Đường link cấu hình biểu mẫu,
IDS,stg_ids_rep_forms,ods_ids_rep_forms,created_by,,Người tạo,FK
IDS,stg_ids_rep_forms,ods_ids_rep_forms,created_date,,Ngày tạo,
IDS,stg_ids_rep_forms,ods_ids_rep_forms,last_updated_by,,Người sửa,FK
IDS,stg_ids_rep_forms,ods_ids_rep_forms,last_updated_date,,Ngày sửa,
IDS,stg_ids_rep_row,ods_ids_rep_row,id,,Khóa chính,PK
IDS,stg_ids_rep_row,ods_ids_rep_row,row_name_vi,,Tên dòng (tiếng việt),
IDS,stg_ids_rep_row,ods_ids_rep_row,row_name_en,,Tên dòng (tiếng anh),
IDS,stg_ids_rep_row,ods_ids_rep_row,rep_form_id,,Id của form chứa dòng,FK
IDS,stg_ids_rep_row,ods_ids_rep_row,row_index,,Thứ tự dòng,
IDS,stg_ids_rep_row,ods_ids_rep_row,duplicate_row_flg,,"Có cho phép nhân đôi dòng không ? (1 - Có, 0 - Không)",
IDS,stg_ids_rep_row,ods_ids_rep_row,data_type_cd,,"Kiểu dữ liệu: v(value), d(description): lookup_values với lookup_group=' Rf_r_data_type'",
IDS,stg_ids_rep_row,ods_ids_rep_row,allow_col_sum_flg,,Check cột tính tổng (1- có; 0- không),
IDS,stg_ids_rep_row,ods_ids_rep_row,created_by,,Người tạo,FK
IDS,stg_ids_rep_row,ods_ids_rep_row,created_date,,Ngày tạo,
IDS,stg_ids_rep_row,ods_ids_rep_row,last_updated_by,,Người sửa,FK
IDS,stg_ids_rep_row,ods_ids_rep_row,last_updated_date,,Ngày sửa,
IDS,stg_ids_rep_column,ods_ids_rep_column,id,,Khóa chính,PK
IDS,stg_ids_rep_column,ods_ids_rep_column,col_name_vi,,Tên cột (tiếng việt),
IDS,stg_ids_rep_column,ods_ids_rep_column,col_name_en,,Tên cột (tiếng anh),
IDS,stg_ids_rep_column,ods_ids_rep_column,rep_form_id,,Id của form chứa cột,FK
IDS,stg_ids_rep_column,ods_ids_rep_column,col_index,,Thứ tự cột,
IDS,stg_ids_rep_column,ods_ids_rep_column,duplicate_col_flg,,Có cho phép nhân đôi cột không ? (1- có; 0- không),
IDS,stg_ids_rep_column,ods_ids_rep_column,data_type_cd,,"Kiểu dữ liệu n(number), t(text): lookup_values với lookup_group=' Rf_c_data_type'",
IDS,stg_ids_rep_column,ods_ids_rep_column,col_formula,,Công thức tính,
IDS,stg_ids_rep_column,ods_ids_rep_column,use_formula_flg,,Có sử dụng thông thức tính không ? (1- có; 0- không),
IDS,stg_ids_rep_column,ods_ids_rep_column,created_by,,Người tạo,FK
IDS,stg_ids_rep_column,ods_ids_rep_column,created_date,,Ngày tạo,
IDS,stg_ids_rep_column,ods_ids_rep_column,last_updated_by,,Người sửa,FK
IDS,stg_ids_rep_column,ods_ids_rep_column,last_updated_date,,Ngày sửa,
IDS,stg_ids_notifications,ods_ids_notifications,id,,Khóa chính,PK
IDS,stg_ids_notifications,ods_ids_notifications,noti_cd,,Mã thông báo,
IDS,stg_ids_notifications,ods_ids_notifications,noti_title_vi,,Tiêu đề thông báo (tiếng việt),
IDS,stg_ids_notifications,ods_ids_notifications,noti_title_en,,Tiêu đề thông báo (tiếng anh),
IDS,stg_ids_notifications,ods_ids_notifications,form_id,,Link đến bảng forms,FK
IDS,stg_ids_notifications,ods_ids_notifications,form_cd,,Mã form,
IDS,stg_ids_notifications,ods_ids_notifications,send_schedule_type_cd,,"Lịch gửi tin định kỳ: lookup_values Lookup_group = ""send_schedule_type""",
IDS,stg_ids_notifications,ods_ids_notifications,news_status_cd,,"Trạng thái tin: lookup_values Lookup_group = ""news_status""",
IDS,stg_ids_notifications,ods_ids_notifications,sent_date,,Ngày gửi tin,
IDS,stg_ids_notifications,ods_ids_notifications,noti_content_vi,,Nội dung thông báo (tiếng việt),
IDS,stg_ids_notifications,ods_ids_notifications,noti_content_en,,Nội dung thông báo (tiếng anh),
IDS,stg_ids_notifications,ods_ids_notifications,monthly_send_day,,Ngày gửi thông báo định kỳ theo tháng,
IDS,stg_ids_notifications,ods_ids_notifications,monthly_send_month,,Tháng định kỳ gửi thông báo,
IDS,stg_ids_notifications,ods_ids_notifications,news_type_cd,,"Loại tin gốc: lookup_values Lookup_group = ""news_type""",
IDS,stg_ids_notifications,ods_ids_notifications,file_url,,File đính kèm,
IDS,stg_ids_notifications,ods_ids_notifications,created_by,,Người tạo,FK
IDS,stg_ids_notifications,ods_ids_notifications,created_date,,Ngày tạo,
IDS,stg_ids_notifications,ods_ids_notifications,last_updated_by,,Người sửa,FK
IDS,stg_ids_notifications,ods_ids_notifications,last_updated_date,,Ngày sửa,
IDS,stg_ids_noti_config,ods_ids_noti_config,id,,Khóa chính,PK
IDS,stg_ids_noti_config,ods_ids_noti_config,notification_id,,Link đến bảng notifications,FK
IDS,stg_ids_noti_config,ods_ids_noti_config,noti_cd,,Mã thông báo,
IDS,stg_ids_noti_config,ods_ids_noti_config,noti_title_vi,,Tiêu đề thông báo (tiếng việt),
IDS,stg_ids_noti_config,ods_ids_noti_config,noti_title_en,,Tiêu đề thông báo (tiếng anh),
IDS,stg_ids_noti_config,ods_ids_noti_config,send_channel_cd,,"Hình thức gửi tin: lookup_values Lookup_group = ""noti_send_channel""",
IDS,stg_ids_noti_config,ods_ids_noti_config,active_flg,,"Trạng thái (0-không kích hoạt, 1-kích hoạt)",
IDS,stg_ids_noti_config,ods_ids_noti_config,target_system_cd,,"Hệ thống nhận thông báo: lookup_values Lookup_group = ""noti_target_system""",
IDS,stg_ids_noti_config,ods_ids_noti_config,login_id,,Link đến bảng logins,FK
IDS,stg_ids_noti_config,ods_ids_noti_config,login_name,,Người quản lý,
IDS,stg_ids_noti_config,ods_ids_noti_config,created_by,,Người tạo,FK
IDS,stg_ids_noti_config,ods_ids_noti_config,created_date,,Ngày tạo,
IDS,stg_ids_noti_config,ods_ids_noti_config,last_updated_by,,Người sửa,FK
