source_system,staging_table,ods_table,column_name,data_type,description,pk/fk
FMS,stg_fms_menus,ods_fms_menus,icon,,Icon hiển thị,
FMS,stg_fms_menus,ods_fms_menus,menutype,,Loại menu: 1 = Quyền; 0 = Menu,
FMS,stg_fms_menus,ods_fms_menus,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_menus,ods_fms_menus,sortorder,,Thứ tự sắp xếp,
FMS,stg_fms_menus,ods_fms_menus,parentid,,Mã ID menu cha. FK → MENUS.Id,FK
FMS,stg_fms_menus,ods_fms_menus,createdby,,Người tạo,
FMS,stg_fms_menus,ods_fms_menus,datecreated,,Ngày tạo,
FMS,stg_fms_menus,ods_fms_menus,datemodified,,Ngày sửa,
FMS,stg_fms_menus,ods_fms_menus,modifyby,,Người sửa,
FMS,stg_fms_national,ods_fms_national,id,,Mã ID quốc gia/quốc tịch. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_national,ods_fms_national,name,,Tên quốc gia,
FMS,stg_fms_national,ods_fms_national,sname,,Mã quốc gia,
FMS,stg_fms_national,ods_fms_national,description,,Ghi chú,
FMS,stg_fms_national,ods_fms_national,status,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_national,ods_fms_national,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_national,ods_fms_national,isdatamigration,,1 = Dữ liệu đổ từ hệ thống cũ; 0 = Dữ liệu mới,
FMS,stg_fms_national,ods_fms_national,createdby,,Người tạo,
FMS,stg_fms_national,ods_fms_national,datecreated,,Ngày tạo,
FMS,stg_fms_national,ods_fms_national,datemodified,,Ngày sửa,
FMS,stg_fms_national,ods_fms_national,modifyby,,Người sửa,
FMS,stg_fms_parawarn,ods_fms_parawarn,id,,Mã ID tham số cảnh báo (PK),PK
FMS,stg_fms_parawarn,ods_fms_parawarn,warnname,,Tên tham số cảnh báo,
FMS,stg_fms_parawarn,ods_fms_parawarn,warnvalue,,Giá trị ngưỡng cảnh báo,
FMS,stg_fms_parawarn,ods_fms_parawarn,warntype,,Loại cảnh báo,
FMS,stg_fms_parawarn,ods_fms_parawarn,description,,Mô tả,
FMS,stg_fms_parawarn,ods_fms_parawarn,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_parawarn,ods_fms_parawarn,datecreated,,Ngày tạo,
FMS,stg_fms_parawarn,ods_fms_parawarn,datemodified,,Ngày sửa,
FMS,stg_fms_parvalue,ods_fms_parvalue,id,,Mã ID mệnh giá cổ phần. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_parvalue,ods_fms_parvalue,value,,Giá trị mệnh giá,
FMS,stg_fms_parvalue,ods_fms_parvalue,description,,Ghi chú,
FMS,stg_fms_parvalue,ods_fms_parvalue,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_parvalue,ods_fms_parvalue,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_parvalue,ods_fms_parvalue,createdby,,Người tạo,
FMS,stg_fms_parvalue,ods_fms_parvalue,datecreated,,Ngày tạo,
FMS,stg_fms_parvalue,ods_fms_parvalue,datemodified,,Ngày sửa,
FMS,stg_fms_parvalue,ods_fms_parvalue,modifyby,,Người sửa,
FMS,stg_fms_rank,ods_fms_rank,id,,Mã ID bảng xếp hạng (PK),PK
FMS,stg_fms_rank,ods_fms_rank,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_rank,ods_fms_rank,ratingpdid,,Mã ID kỳ đánh giá. FK → RATINGPD.Id,FK
FMS,stg_fms_rank,ods_fms_rank,totalscore,,Tổng điểm đánh giá,
FMS,stg_fms_rank,ods_fms_rank,rankvalue,,Xếp hạng,
FMS,stg_fms_rank,ods_fms_rank,rankclass,,Xếp loại,
FMS,stg_fms_rank,ods_fms_rank,deleted,,Trạng thái bản ghi,
FMS,stg_fms_rank,ods_fms_rank,datecreated,,Ngày tạo,
FMS,stg_fms_rank,ods_fms_rank,datemodified,,Ngày sửa,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,id,,Mã ID kỳ đánh giá xếp loại (PK),PK
FMS,stg_fms_ratingpd,ods_fms_ratingpd,periodname,,Tên kỳ đánh giá,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,startdate,,Ngày bắt đầu kỳ đánh giá,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,enddate,,Ngày kết thúc kỳ đánh giá,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,isdeleted,,Trạng thái bản ghi,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,datecreated,,Ngày tạo,
FMS,stg_fms_ratingpd,ods_fms_ratingpd,datemodified,,Ngày sửa,
FMS,stg_fms_refreshtoken,ods_fms_refreshtoken,id,,ID phiên đăng nhập. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_refreshtoken,ods_fms_refreshtoken,token,,Mã phiên đăng nhập,
FMS,stg_fms_refreshtoken,ods_fms_refreshtoken,expiresutc,,Thời gian hiệu lực phiên đăng nhập,
FMS,stg_fms_refreshtoken,ods_fms_refreshtoken,usersid,,Mã ID user hệ thống. FK → USERS.Id,FK
FMS,stg_fms_relation,ods_fms_relation,id,,Mã ID mối quan hệ cổ đông (PK),PK
FMS,stg_fms_relation,ods_fms_relation,name,,Tên mối quan hệ,
FMS,stg_fms_relation,ods_fms_relation,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_relation,ods_fms_relation,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_relation,ods_fms_relation,createdby,,Người tạo,
FMS,stg_fms_relation,ods_fms_relation,datecreated,,Ngày tạo,
FMS,stg_fms_relation,ods_fms_relation,datemodified,,Ngày sửa,
FMS,stg_fms_relation,ods_fms_relation,modifyby,,Người sửa,
FMS,stg_fms_represent,ods_fms_represent,id,,Mã ID ban đại diện quỹ (PK),PK
FMS,stg_fms_represent,ods_fms_represent,fndid,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,stg_fms_represent,ods_fms_represent,tlid,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,stg_fms_represent,ods_fms_represent,ischair,,Là trưởng ban đại diện: 1 = Có; 0 = Không,
FMS,stg_fms_represent,ods_fms_represent,status,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,stg_fms_represent,ods_fms_represent,deleted,,Trạng thái bản ghi,
FMS,stg_fms_represent,ods_fms_represent,datecreated,,Ngày tạo,
FMS,stg_fms_represent,ods_fms_represent,datemodified,,Ngày sửa,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,id,,Mã ID nhân tố đánh giá (PK),PK
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,name,,Tên nhân tố,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,parentid,,Mã ID nhân tố cha. FK → RNKFACTOR.Id,FK
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,maxscore,,Điểm tối đa,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,weight,,Trọng số,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,isactive,,Trạng thái,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,datecreated,,Ngày tạo,
FMS,stg_fms_rnkfactor,ods_fms_rnkfactor,datemodified,,Ngày sửa,
FMS,stg_fms_roles,ods_fms_roles,id,,Mã ID nhóm quyền chức năng. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_roles,ods_fms_roles,rolename,,Tên nhóm quyền,
FMS,stg_fms_roles,ods_fms_roles,description,,Mô tả nhóm quyền,
FMS,stg_fms_roles,ods_fms_roles,status,,Trạng thái: 1 = Hoạt động; 0 = Khóa,
FMS,stg_fms_roles,ods_fms_roles,deleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_roles,ods_fms_roles,createdby,,Người tạo,
FMS,stg_fms_roles,ods_fms_roles,datecreated,,Ngày tạo,
FMS,stg_fms_roles,ods_fms_roles,datemodified,,Ngày sửa,
FMS,stg_fms_roles,ods_fms_roles,modifyby,,Người sửa,
FMS,stg_fms_rolesmenus,ods_fms_rolesmenus,rolesid,,Mã ID nhóm quyền. FK → ROLES.Id,
FMS,stg_fms_rolesmenus,ods_fms_rolesmenus,menusid,,Mã ID menu. FK → MENUS.Id,
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,id,,ID lịch sử gửi báo cáo (PK),PK
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,rptmbid,,Mã ID báo cáo thành viên. FK → RPTMEMBER.Id,FK
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,status,,Trạng thái báo cáo,
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,chgbyid,,Mã ID người thực hiện. FK → USERS.Id,FK
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,contentsummary,,Nội dung trích yếu,
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,note,,Ghi chú,
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,rptname,,Tên báo cáo,
FMS,stg_fms_rptmbhs,ods_fms_rptmbhs,filedata,,File dữ liệu,
FMS,stg_fms_rptmember,ods_fms_rptmember,id,,ID bản ghi báo cáo định kỳ. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_rptmember,ods_fms_rptmember,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_rptmember,ods_fms_rptmember,fndid,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,stg_fms_rptmember,ods_fms_rptmember,bkmid,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK
FMS,stg_fms_rptmember,ods_fms_rptmember,frbrid,,Mã ID CN/VPĐD QLQ NN. FK → FORBRCH.Id,FK
FMS,stg_fms_rptmember,ods_fms_rptmember,prdid,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,stg_fms_rptmember,ods_fms_rptmember,rptid,,Mã ID biểu mẫu báo cáo,
FMS,stg_fms_rptmember,ods_fms_rptmember,rptname,,Tên báo cáo,
FMS,stg_fms_rptmember,ods_fms_rptmember,contentsummary,,Nội dung trích yếu,
FMS,stg_fms_rptmember,ods_fms_rptmember,reporttype,,Loại báo cáo: 1 = Định kỳ; 2 = Bất thường,
FMS,stg_fms_rptmember,ods_fms_rptmember,type,,Nhóm báo cáo: 2 = Công ty QLQ; 3 = NH LKGS; 4 = CN QLQ NN; 5 = VPĐD QLQ NN; 7 = QĐT,
FMS,stg_fms_rptmember,ods_fms_rptmember,periodtype,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,stg_fms_rptmember,ods_fms_rptmember,yearvalue,,Năm báo cáo,
FMS,stg_fms_rptmember,ods_fms_rptmember,dayreport,,Ngày báo cáo,
FMS,stg_fms_rptmember,ods_fms_rptmember,deadlinesend,,Thời hạn gửi báo cáo,
FMS,stg_fms_rptmember,ods_fms_rptmember,datesubmitted,,Ngày gửi thực tế,
FMS,stg_fms_rptmember,ods_fms_rptmember,status,,Trạng thái: 1 = Chưa gửi; 2 = Đã gửi; 3 = Gửi muộn; 4 = Bị hủy,
FMS,stg_fms_rptmember,ods_fms_rptmember,isimport,,Là báo cáo có import: 1 = Có; 2 = Không,
FMS,stg_fms_rptmember,ods_fms_rptmember,isdelete,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_rptmember,ods_fms_rptmember,filedata,,File đính kèm,
FMS,stg_fms_rptmember,ods_fms_rptmember,fileimport,,File import,
FMS,stg_fms_rptmember,ods_fms_rptmember,createdby,,Người tạo,
FMS,stg_fms_rptmember,ods_fms_rptmember,datecreated,,Ngày tạo,
FMS,stg_fms_rptmember,ods_fms_rptmember,datemodified,,Ngày sửa,
FMS,stg_fms_rptmember,ods_fms_rptmember,modifyby,,Người sửa,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,rptpdid,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,shtid,,Mã ID sheet báo cáo. FK → SHEET.Id,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,createdby,,Người tạo,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,datecreated,,Ngày tạo,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,datemodified,,Ngày sửa,
FMS,stg_fms_rptpdsht,ods_fms_rptpdsht,modifyby,,Người sửa,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,id,,Mã ID kỳ báo cáo (PK),PK
FMS,stg_fms_rptperiod,ods_fms_rptperiod,periodname,,Tên kỳ báo cáo,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,periodtype,,Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,createdby,,Người tạo,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,datecreated,,Ngày tạo,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,datemodified,,Ngày sửa,
FMS,stg_fms_rptperiod,ods_fms_rptperiod,modifyby,,Người sửa,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,id,,ID bản ghi giá trị báo cáo (PK),PK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,mebid,,Mã ID thành viên thị trường,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,rptid,,Mã báo cáo đầu vào. FK → RPTTEMP.Id,FK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,sheetid,,Mã sheet báo cáo đầu vào. FK → SHEET.Id,FK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,tgtid,,ID ô chỉ tiêu,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,prdid,,Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,fndid,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,stg_fms_rptvalues,ods_fms_rptvalues,bkmid,,Mã ID ngân hàng LKGS. FK → BANKMONI.Id,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,frbrid,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,values,,Giá trị file import,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,accvalues,,Tài khoản lưu ký,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,formatdatatype,,Loại dữ liệu: Numberic = số; String = ký tự,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,isdynamic,,1 = Dữ liệu động; 0 = Không là dữ liệu động,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,periodtype,,Loại kỳ,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,type,,Đối tượng gửi báo: 2 = Công ty QLQ; 7 = QĐT,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,createdby,,Người tạo,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,datecreated,,Ngày tạo,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,datemodified,,Ngày sửa,
FMS,stg_fms_rptvalues,ods_fms_rptvalues,modifyby,,Người sửa,
FMS,stg_fms_secbup,ods_fms_secbup,id,,Mã ID bản ghi chi tiết lịch sử QLQ (PK),PK
FMS,stg_fms_secbup,ods_fms_secbup,sechsid,,Mã ID lịch sử công ty QLQ. FK → SECHISTORY.Id,FK
FMS,stg_fms_secbup,ods_fms_secbup,isbefore,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,stg_fms_secbup,ods_fms_secbup,secdata,,Dữ liệu snapshot công ty QLQ,
FMS,stg_fms_secbup,ods_fms_secbup,datecreated,,Ngày tạo,
FMS,stg_fms_secbusines,ods_fms_secbusines,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,
FMS,stg_fms_secbusines,ods_fms_secbusines,buid,,Mã ID ngành nghề kinh doanh. FK → BUSINESS.Id,
FMS,stg_fms_sechistory,ods_fms_sechistory,id,,Mã ID lịch sử công ty QLQ (PK),PK
FMS,stg_fms_sechistory,ods_fms_sechistory,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_sechistory,ods_fms_sechistory,action,,Sự kiện thay đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,datechange,,Ngày thực hiện thay đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,adjustmentlicense,,Số GP/QĐ/CV sửa đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,licensedate,,Ngày chấp thuận,
FMS,stg_fms_sechistory,ods_fms_sechistory,prevvalue,,Thông tin trước thay đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,valuechange,,Thông tin sau thay đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,reason,,Lý do sửa đổi,
FMS,stg_fms_sechistory,ods_fms_sechistory,filedata,,File đính kèm,
FMS,stg_fms_sechistory,ods_fms_sechistory,datecreated,,Ngày tạo,
FMS,stg_fms_securities,ods_fms_securities,id,,Mã ID công ty QLQ. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_securities,ods_fms_securities,name,,Tên công ty QLQ,
FMS,stg_fms_securities,ods_fms_securities,shortname,,Tên viết tắt,
FMS,stg_fms_securities,ods_fms_securities,enname,,Tên tiếng Anh,
FMS,stg_fms_securities,ods_fms_securities,address,,Địa chỉ trụ sở chính,
FMS,stg_fms_securities,ods_fms_securities,telephone,,Điện thoại,
FMS,stg_fms_securities,ods_fms_securities,fax,,Số Fax,
FMS,stg_fms_securities,ods_fms_securities,email,,Email,
FMS,stg_fms_securities,ods_fms_securities,website,,Website,
FMS,stg_fms_securities,ods_fms_securities,decision,,Giấy phép thành lập/GPKD,
FMS,stg_fms_securities,ods_fms_securities,decisiondate,,Ngày cấp giấy phép,
FMS,stg_fms_securities,ods_fms_securities,activedate,,Ngày chính thức hoạt động,
FMS,stg_fms_securities,ods_fms_securities,stopdate,,Ngày đóng cửa/thu hồi giấy phép,
FMS,stg_fms_securities,ods_fms_securities,status,,Mã ID trạng thái. FK → STATUS.Id,FK
FMS,stg_fms_securities,ods_fms_securities,seccapital,,Vốn điều lệ,
FMS,stg_fms_securities,ods_fms_securities,dorf,,Trong nước/Nước ngoài: 1 = Trong nước; 0 = Nước ngoài,
FMS,stg_fms_securities,ods_fms_securities,deleted,,Trạng thái bản ghi,
FMS,stg_fms_securities,ods_fms_securities,isdatamigration,,1 = Dữ liệu đổ từ hệ thống cũ; 0 = Dữ liệu mới,
FMS,stg_fms_securities,ods_fms_securities,createdby,,Người tạo,
FMS,stg_fms_securities,ods_fms_securities,datecreated,,Ngày tạo,
FMS,stg_fms_securities,ods_fms_securities,datemodified,,Ngày sửa,
FMS,stg_fms_securities,ods_fms_securities,modifyby,,Người sửa,
FMS,stg_fms_status,ods_fms_status,id,,Mã ID trạng thái hoạt động (PK),PK
FMS,stg_fms_status,ods_fms_status,name,,Tên trạng thái,
FMS,stg_fms_status,ods_fms_status,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_status,ods_fms_status,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_status,ods_fms_status,createdby,,Người tạo,
FMS,stg_fms_status,ods_fms_status,datecreated,,Ngày tạo,
FMS,stg_fms_status,ods_fms_status,datemodified,,Ngày sửa,
FMS,stg_fms_status,ods_fms_status,modifyby,,Người sửa,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,id,,ID nhân sự VPĐD/CN QLQ NN (PK),PK
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,fgbrid,,Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,FK
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,tlid,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,fntype,,Là nhân viên VPĐD/CN NN: O = VPĐD NN; B = CN NN,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,isr,,Người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,isp,,Đại diện CBTT: 1 = Có; 0 = Không,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,deleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,datecreated,,Ngày tạo,
FMS,stg_fms_stffgbrch,ods_fms_stffgbrch,datemodified,,Ngày sửa,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,id,,Mã ID loại hình NĐT/cổ đông (PK),PK
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,name,,Tên loại hình NĐT/cổ đông,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,isactive,,Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,isdeleted,,Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,createdby,,Người tạo,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,datecreated,,Ngày tạo,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,datemodified,,Ngày sửa,
FMS,stg_fms_stockholdertype,ods_fms_stockholdertype,modifyby,,Người sửa,
FMS,stg_fms_sysvar,ods_fms_sysvar,id,,Mã ID tham số hệ thống (PK),PK
FMS,stg_fms_sysvar,ods_fms_sysvar,varname,,Tên tham số,
FMS,stg_fms_sysvar,ods_fms_sysvar,varvalue,,Giá trị tham số,
FMS,stg_fms_sysvar,ods_fms_sysvar,vardesc,,Ghi chú,
FMS,stg_fms_sysvar,ods_fms_sysvar,grname,,Phân hệ áp dụng,
FMS,stg_fms_sysvar,ods_fms_sysvar,typecontrol,,Định dạng ô nội dung,
FMS,stg_fms_sysvar,ods_fms_sysvar,createdby,,Người tạo,
FMS,stg_fms_sysvar,ods_fms_sysvar,datecreated,,Ngày tạo,
FMS,stg_fms_sysvar,ods_fms_sysvar,datemodified,,Ngày sửa,
FMS,stg_fms_sysvar,ods_fms_sysvar,modifyby,,Người sửa,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,id,,ID lịch sử nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,tlprofileid,,Mã ID nhân sự. FK → TLProfiles.Id,FK
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,action,,Sự kiện thay đổi,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,datechange,,Ngày thực hiện thay đổi,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,adjustmentlicense,,Số GP/QĐ/CV sửa đổi,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,licensedate,,Ngày chấp thuận,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,prevvalue,,Thông tin trước thay đổi,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,valuechange,,Thông tin sau thay đổi,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,filedata,,File đính kèm,
FMS,stg_fms_tlprhistory,ods_fms_tlprhistory,datecreated,,Ngày tạo,
FMS,stg_fms_tlprobup,ods_fms_tlprobup,id,,ID chi tiết lịch sử nhân sự (PK),PK
FMS,stg_fms_tlprobup,ods_fms_tlprobup,tlprhsid,,Mã ID lịch sử nhân sự. FK → TLPRHISTORY.Id,FK
FMS,stg_fms_tlprobup,ods_fms_tlprobup,isbefore,,1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,
FMS,stg_fms_tlprobup,ods_fms_tlprobup,tldata,,Dữ liệu snapshot nhân sự,
FMS,stg_fms_tlprobup,ods_fms_tlprobup,datecreated,,Ngày tạo,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,id,,Mã ID nhân sự. Mã hệ thống tự sinh (PK),PK
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,fullname,,Họ tên đầy đủ,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,birthdate,,Ngày sinh,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,natid,,Mã ID quốc tịch. FK → NATIONAL.Id,FK
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,idno,,CMND/CCCD/Hộ chiếu,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,jobtypeid,,Mã ID loại chức vụ. FK → JOBTYPE.Id,FK
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,islegal,,Là người đại diện pháp luật: 1 = Có; 0 = Không,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,iscbtt,,Là đại diện CBTT: 1 = Có; 0 = Không,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,deleted,,Trạng thái bản ghi,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,createdby,,Người tạo,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,datecreated,,Ngày tạo,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,datemodified,,Ngày sửa,
FMS,stg_fms_tlprofiles,ods_fms_tlprofiles,modifyby,,Người sửa,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,id,,Mã ID giao dịch CCQ (PK),PK
FMS,stg_fms_transfermbf,ods_fms_transfermbf,fndid,,Mã ID quỹ đầu tư. FK → FUNDS.Id,FK
FMS,stg_fms_transfermbf,ods_fms_transfermbf,mbfid,,Mã ID nhà đầu tư quỹ. FK → MBFUND.Id,FK
FMS,stg_fms_transfermbf,ods_fms_transfermbf,transdate,,Ngày giao dịch,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,quantity,,Số lượng CCQ giao dịch,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,price,,Giá giao dịch,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,transtype,,Loại giao dịch,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,deleted,,Trạng thái bản ghi,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,datecreated,,Ngày tạo,
FMS,stg_fms_transfermbf,ods_fms_transfermbf,datemodified,,Ngày sửa,
FMS,stg_fms_trsferinder,ods_fms_trsferinder,id,,Mã ID giao dịch chuyển nhượng (PK),PK
FMS,stg_fms_trsferinder,ods_fms_trsferinder,secid,,Mã ID công ty QLQ. FK → SECURITIES.Id,FK
FMS,stg_fms_trsferinder,ods_fms_trsferinder,transdate,,Ngày giao dịch,
FMS,stg_fms_trsferinder,ods_fms_trsferinder,quantity,,Số lượng cổ phần chuyển nhượng,
FMS,stg_fms_trsferinder,ods_fms_trsferinder,price,,Giá giao dịch,
