STT;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Thông tin cần phân tích;Thông tin cần Test;Cần dữ liệu lịch sử;Trạng thái phân tích;Test script verify mapping;Mapping;Note;Test script tại nguồn;Test script tại đích;Kết quả Test;Model;DMT
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;4. Tiền chi bán chứng khoán ủy thác của khách hàng;4;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;5. Thu vay Quỹ Hỗ trợ thanh toán;5;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;6. Chi trả vay Quỹ Hỗ trợ thanh toán;6;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;7. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng ;7;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;7.1 Tiền gửi ký quỹ của nhà đầu tư tại VSD;;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;8. Chi trả thanh toán giao dịch chứng khoán của khách hàng;8;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;9. Nhận tiền gửi của Nhà đầu tư cho hoạt động ủy thác đầu tư của khách hàng;9;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;10. Chi trả cho hoạt động ủy thác đầu tư của khách hàng;10;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;11. Chi trả phí lưu ký chứng khoán của khách hàng ;11;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;12. Thu lỗi giao dịch chứng khoán;12;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;13.Chi lỗi giao dịch chứng khoán;13;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;14. Tiền thu của Tổ chức phát hành chứng khoán;14;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;15. Tiền chi trả Tổ chức phát hành chứng khoán;15;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Tăng/giảm tiền thuần trong kỳ;20;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;II, Tiền và các khoản tương đương tiền đầu kỳ của khách hàng;30;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Tiền gửi ngân hàng đầu kỳ:;31;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý ;32;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Trong đó có kỳ hạn;32;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng ;33;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Tiền gửi bù trừ và thanh toán giao dịch chứng khoán;34;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;-Tiền gửi của Tổ chức phát hành;35;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Trong đó có kỳ hạn;35;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Các khoản tương đương tiền;36;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ;37;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;III, Tiền và các khoản tương đương tiền cuối kỳ của khách hàng;40;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Tiền gửi ngân hàng cuối kỳ:;41;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;-Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý ;42;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Trong đó có kỳ hạn;42;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng ;43;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Tiền gửi bù trừ và thanh toán giao dịch chứng khoán;44;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Tiền gửi của Tổ chức phát hành;45;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Trong đó có kỳ hạn;45;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;Các khoản tương đương tiền;46;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
99;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Phần lưu chuyển tiền tệ hoạt động môi giới, ủy thác của khách hàng_06614;- Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ;47;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu; I. Biến động vốn chủ sở hữu; I. Biến động vốn chủ sở hữu;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1. Vốn đầu tư của chủ sở hữu;1. Vốn đầu tư của chủ sở hữu;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1.1. Cổ phiếu phổ thông có quyền biểu quyết;1.1. Cổ phiếu phổ thông có quyền biểu quyết;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1.2. Cổ phiếu ưu đãi;1.2. Cổ phiếu ưu đãi;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1.3. Thặng dư vốn cổ phần ;1.3. Thặng dư vốn cổ phần ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1.4.Quyền chọn chuyển đổi trái phiếu - Cấu phần vốn;1.4.Quyền chọn chuyển đổi trái phiếu - Cấu phần vốn;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1.5. Vốn khác của chủ sở hữu ;1.5. Vốn khác của chủ sở hữu ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;2. Cổ phiếu quỹ (*);2. Cổ phiếu quỹ (*);Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;3. Quỹ dự trữ bổ sung vốn điều lệ;3. Quỹ dự trữ bổ sung vốn điều lệ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ;4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;5. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý;5. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;6.Chênh lệch tỷ giá hối đoái;6.Chênh lệch tỷ giá hối đoái;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;7. Các Quỹ khác thuộc vốn chủ sở hữu;7. Các Quỹ khác thuộc vốn chủ sở hữu;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;8. Lợi nhuận chưa phân phối;8. Lợi nhuận chưa phân phối;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;8.1. Lợi nhuận sau thuế đã thực hiện;8.1. Lợi nhuận sau thuế đã thực hiện;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;8.2. Lợi nhuận chưa thực hiện ;8.2. Lợi nhuận chưa thực hiện ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Tổng cộng;Tổng cộng;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;II. Thu nhập toàn diện khác;II. Thu nhập toàn diện khác;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;1. Lãi/lỗ từ đánh giá lại các TSTC sẵn sàng để bán;1. Lãi/lỗ từ đánh giá lại các TSTC sẵn sàng để bán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;2. Lãi, lỗ đánh giá lại TĐ theo mô hình giá trị hợp lý;2. Lãi, lỗ đánh giá lại TĐ theo mô hình giá trị hợp lý;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;3. Lãi, lỗ chênh lệch tỷ giá của hoạt động tại nước ngoài;3. Lãi, lỗ chênh lệch tỷ giá của hoạt động tại nước ngoài;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;4. Lãi, lỗ toàn diện khác;4. Lãi, lỗ toàn diện khác;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
100;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo báo tài chính >> Báo cáo tình hình biến động vốn chủ sở hữu;Tổng cộng;Tổng cộng;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Nội dung;Nội dung;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Vốn khả dụng;Vốn khả dụng;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Khoản giảm trừ;Khoản giảm trừ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
101;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính vốn khả dụng;Khoản tăng thêm;Khoản tăng thêm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Các hạng mục đầu tư;Các hạng mục đầu tư;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Hệ số rủi ro (%);Hệ số rủi ro (%);Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Quy mô rủi ro;Quy mô rủi ro;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
102;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Bảng tính giá trị rủi ro (Rủi ro thị trường);Giá trị rủi ro;Giá trị rủi ro;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
103;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Giá trị rủi ro thanh toán;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
103;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Giá trị rủi ro thanh toán;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
103;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Giá trị rủi ro thanh toán;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
103;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Giá trị rủi ro thanh toán;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
103;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tỷ lệ An toàn tài chính >> Giá trị rủi ro thanh toán;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
