STT;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Thông tin cần phân tích;Thông tin cần Test;Cần dữ liệu lịch sử;Trạng thái phân tích;Test script verify mapping;Mapping;Note;Test script tại nguồn;Test script tại đích;Kết quả Test;Model;DMT
57;Hoạt động phái sinh >> Báo cáo về tình hình nhân sự;Số lượng người có chứng chỉ chuyên môn về chứng khoán phái sinh và thị trường chứng khoán phái sinh >> Tổng cộng;Số lượng người có chứng chỉ chuyên môn về chứng khoán phái sinh và thị trường chứng khoán phái sinh >> Tổng cộng;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS, NHNCK;;X;;;;;;;;;;
57;Hoạt động phái sinh >> Báo cáo về tình hình nhân sự;Tổng cộng;Tổng cộng;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS, NHNCK;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Tên công ty chứng khoán;Tên công ty chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Sàn giao dịch;Sàn giao dịch;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Số giấy phép thành lập;Số giấy phép thành lập;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Cá nhân >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Trong nước >> Cá nhân >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Cá nhân >> Số lượng tài khoản cuối kỳ;Trong nước >> Cá nhân >> Số lượng tài khoản cuối kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Cá nhân >> Tăng/giảm so với cuối kỳ trước;Trong nước >> Cá nhân >> Tăng/giảm so với cuối kỳ trước;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Tổ chức >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Trong nước >> Tổ chức >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Tổ chức >> Số lượng tài khoản cuối kỳ;Trong nước >> Tổ chức >> Số lượng tài khoản cuối kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Tổ chức >> Tăng/giảm so với cuối kỳ trước;Trong nước >> Tổ chức >> Tăng/giảm so với cuối kỳ trước;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Tổng cộng số lượng tài khoản;Trong nước >> Tổng cộng số lượng tài khoản;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Trong nước >> Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Trong nước >> Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Cá nhân >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Nước ngoài >> Cá nhân >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Cá nhân >> Số lượng tài khoản cuối kỳ;Nước ngoài >> Cá nhân >> Số lượng tài khoản cuối kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Cá nhân >> Tăng/giảm so với cuối kỳ trước;Nước ngoài >> Cá nhân >> Tăng/giảm so với cuối kỳ trước;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Tổ chức >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Nước ngoài >> Tổ chức >> Số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Tổ chức >> Số lượng tài khoản cuối kỳ;Nước ngoài >> Tổ chức >> Số lượng tài khoản cuối kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Tổ chức >> Tăng/giảm so với cuối kỳ trước;Nước ngoài >> Tổ chức >> Tăng/giảm so với cuối kỳ trước;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Tổng cộng số lượng tài khoản;Nước ngoài >> Tổng cộng số lượng tài khoản;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Nước ngoài >> Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Nước ngoài >> Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Tổng cộng số lượng tài khoản;Tổng cộng số lượng tài khoản;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
58;Hoạt động phái sinh >> Báo cáo về số tài khoản phái sinh;Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Tổng cộng số lượng tài khoản có phát sinh giao dịch trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Tên công ty chứng khoán;Tên công ty chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Sàn giao dịch;Sàn giao dịch;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Số giấy phép thành lập;Số giấy phép thành lập;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Tên ngân hàng nhận tiền gửi;Tên ngân hàng nhận tiền gửi;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;Số tài khoản;Số tài khoản;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
59;Hoạt động phái sinh >> Báo cáo về tiền gửi giao dịch phái sinh;"Số dư trên tài khoản
(triệu đồng)";"Số dư trên tài khoản
(triệu đồng)";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tên công ty;Tên công ty;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Sàn giao dịch;Sàn giao dịch;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Số giấy phép thành lập;Số giấy phép thành lập;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tên sản phẩm;Tên sản phẩm;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng mua >> Trong kỳ;Nhà đầu tư trong nước >> Tổng mua >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng mua >> Lũy kế từ đầu năm;Nhà đầu tư trong nước >> Tổng mua >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng bán >> Trong kỳ;Nhà đầu tư trong nước >> Tổng bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng bán >> Lũy kế từ đầu năm;Nhà đầu tư trong nước >> Tổng bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng mua và bán >> Trong kỳ;Nhà đầu tư trong nước >> Tổng mua và bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư trong nước >> Tổng mua và bán >> Lũy kế từ đầu năm;Nhà đầu tư trong nước >> Tổng mua và bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng mua >> Trong kỳ;Nhà đầu tư nước ngoài >> Tổng mua >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng mua >> Lũy kế từ đầu năm;Nhà đầu tư nước ngoài >> Tổng mua >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng bán >> Trong kỳ;Nhà đầu tư nước ngoài >> Tổng bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng bán >> Lũy kế từ đầu năm;Nhà đầu tư nước ngoài >> Tổng bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng mua và bán >> Trong kỳ;Nhà đầu tư nước ngoài >> Tổng mua và bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Nhà đầu tư nước ngoài >> Tổng mua và bán >> Lũy kế từ đầu năm;Nhà đầu tư nước ngoài >> Tổng mua và bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng mua >> Trong kỳ;Tự doanh >> Tổng mua >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng mua >> Lũy kế từ đầu năm;Tự doanh >> Tổng mua >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng bán >> Trong kỳ;Tự doanh >> Tổng bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng bán >> Lũy kế từ đầu năm;Tự doanh >> Tổng bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng mua và bán >> Trong kỳ;Tự doanh >> Tổng mua và bán >> Trong kỳ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
60;Hoạt động phái sinh >> Báo cáo về giao dịch phái sinh;Tự doanh >> Tổng mua và bán >> Lũy kế từ đầu năm;Tự doanh >> Tổng mua và bán >> Lũy kế từ đầu năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Tên công ty chứng khoán;Tên công ty chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Sàn giao dịch;Sàn giao dịch;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Số giấy phép thành lập;Số giấy phép thành lập;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Số hợp đồng đã ký đầu kỳ;Số hợp đồng đã ký đầu kỳ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Số hợp đồng đã thanh lý trong kỳ;Số hợp đồng đã thanh lý trong kỳ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Số hợp đồng ký mới trong kỳ;Số hợp đồng ký mới trong kỳ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Số hợp đồng còn hiệu lực cuối kỳ;Số hợp đồng còn hiệu lực cuối kỳ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
61;Hoạt động phái sinh >> Báo cáo về hoạt động tư vấn phái sinh;Phí thu được trong kỳ;Phí thu được trong kỳ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Tên công ty chứng khoán;Tên công ty chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Sàn giao dịch;Sàn giao dịch;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Mã chứng khoán;Mã chứng khoán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Giấy phép Hoạt động >> Số;Giấy phép Hoạt động >> Số;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Giấy phép Hoạt động >> Ngày cấp;Giấy phép Hoạt động >> Ngày cấp;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Vốn điều lệ (triệu đồng);Vốn điều lệ (triệu đồng);Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;"Loại hình doanh nghiệp
(CTĐC/CTCP/TNHH)";"Loại hình doanh nghiệp
(CTĐC/CTCP/TNHH)";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Nghiệp vụ >> Môi giới chứng khoán;Nghiệp vụ >> Môi giới chứng khoán;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Nghiệp vụ >> Tự doanh;Nghiệp vụ >> Tự doanh;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Nghiệp vụ >> Tư vấn đầu tư;Nghiệp vụ >> Tư vấn đầu tư;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
62;Báo cáo theo Thông tư 121/2020/TT-BTC >> Báo cáo tình hình hoạt động của công ty chứng khoán - I.1;Nghiệp vụ >> Bảo lãnh phát hành;Nghiệp vụ >> Bảo lãnh phát hành;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
