"kpi_id","tab","nhom","kpi_name","tinh_chat","source_module","mart_table","mart_column","column_role","logic","ghi_chu"
"K_PTTT_230","Data Explorer","Nhóm 36 - Theo ngành","Ngành nghề","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_231","Data Explorer","Nhóm 36 - Theo ngành","GTGD theo ngành","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_232","Data Explorer","Nhóm 36 - Theo ngành","Dòng tiền ròng NĐTNN theo ngành","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_233","Data Explorer","Nhóm 36 - Theo ngành","Dòng tiền ròng Tự doanh theo ngành","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_230","Data Explorer","Nhóm 36 - Theo ngành","Ngành nghề","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_234","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Ngành nghề kinh tế","Chiều","PTTT","Fact Meta Score Flow","Ngành nghề kinh tế","SLICER","fct_mta_scr_flw.nganh_nghe_kinh_te",""
"K_PTTT_235","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Thời gian","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_236","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Chỉ số","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_237","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Sàn","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_238","Data Explorer","Nhóm 37 - Vốn hóa thị trường","KLGD vốn hóa","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_238","Data Explorer","Nhóm 37 - Vốn hóa thị trường","KLGD vốn hóa","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_239","Data Explorer","Nhóm 37 - Vốn hóa thị trường","GTGD phiên vốn hóa","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_238","Data Explorer","Nhóm 37 - Vốn hóa thị trường","KLGD vốn hóa","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_240","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Giá khớp","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_241","Data Explorer","Nhóm 37 - Vốn hóa thị trường","GTGD nhóm vốn hóa","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_240","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Giá khớp","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_240","Data Explorer","Nhóm 37 - Vốn hóa thị trường","Giá khớp","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_242","Data Explorer","Nhóm 37 - Vốn hóa thị trường","GTGD/GDP (%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
