"kpi_id","tab","nhom","kpi_name","tinh_chat","source_module","mart_table","mart_column","column_role","logic","ghi_chu"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_158","Trái phiếu doanh nghiệp","Nhóm 18 - Chỉ số chung","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_168","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Giá trị đáo hạn","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_168","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Giá trị đáo hạn","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_169","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Tổng dư nợ TP theo nhóm ngành","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_171","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Xếp hạng tín nhiệm DN","Cơ sở","PTTT","Operational Issuer Credit Monitor","Xếp hạng tín nhiệm DN","MEASURE","opr_isur_crdt_mnt.xep_hang_tin_nhiem",""
"K_PTTT_171","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Xếp hạng tín nhiệm DN","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_170","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Giá trị đáo hạn rủi ro cao","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_169","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Tổng dư nợ TP theo nhóm ngành","Phái sinh","PTTT","","","","","Trùng - xem K_PTTT_169"
"K_PTTT_171","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Xếp hạng tín nhiệm DN","Cơ sở","PTTT","","","","","Trùng - xem K_PTTT_171"
"K_PTTT_171","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Xếp hạng tín nhiệm DN","Cơ sở","PTTT","","","","","Trùng - xem K_PTTT_171"
"K_PTTT_171","Trái phiếu doanh nghiệp","Nhóm 19 - Lịch biểu đáo hạn trái phiếu","Xếp hạng tín nhiệm DN","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_172","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Ngành","Chiều","PTTT","Operational Issuer Credit Monitor","Ngành","SLICER","opr_isur_crdt_mnt.nganh",""
"K_PTTT_172","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Ngành","Chiều","PTTT","Operational Issuer Credit Monitor","Ngành","SLICER","opr_isur_crdt_mnt.nganh",""
"K_PTTT_173","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Tổng dư nợ TP theo nhóm ngành","Phái sinh","PTTT","","","DERIVED","",""
"K_PTTT_173","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Tổng dư nợ TP theo nhóm ngành","Phái sinh","PTTT","","","DERIVED","",""
"K_PTTT_174","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Tỷ trọng dư nợ theo nhóm ngành","Phái sinh","PTTT","","","DERIVED","",""
"K_PTTT_172","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Ngành","Chiều","PTTT","Operational Issuer Credit Monitor","Ngành","MEASURE","opr_isur_crdt_mnt.nganh","Auto-match thấp — cần review"
"K_PTTT_173","Trái phiếu doanh nghiệp","Nhóm 20 - Cơ cấu nợ vay theo ngành","Tổng dư nợ TP theo nhóm ngành","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_175","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Thời gian (ngày thống kê)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_176","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Tổ chức phát hành","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_185","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Dư nợ","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_178","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Tổng nợ phải trả","Cơ sở","PTTT","Operational Issuer Credit Monitor","Tổng nợ phải trả","MEASURE","opr_isur_crdt_mnt.tong_no_phai_tra",""
"K_PTTT_178","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Tổng nợ phải trả","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_177","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","D/E","Phái sinh","PTTT","","","DERIVED","Tổng nợ phải trả / VCSH",""
"K_PTTT_178","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Tổng nợ phải trả","Cơ sở","PTTT","Operational Issuer Credit Monitor","Tổng nợ phải trả","MEASURE","opr_isur_crdt_mnt.tong_no_phai_tra",""
"K_PTTT_179","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","VCSH","Cơ sở","PTTT","Operational Issuer Credit Monitor","VCSH","MEASURE","opr_isur_crdt_mnt.vcsh",""
"K_PTTT_180","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","ROE","Phái sinh","PTTT","","","DERIVED","LNST / VCSH bình quân × 100",""
"K_PTTT_181","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","LNST","Cơ sở","PTTT","Operational Issuer Credit Monitor","LNST","MEASURE","opr_isur_crdt_mnt.lnst",""
"K_PTTT_182","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","VCSH bình quân","Phái sinh","PTTT","Operational Issuer Credit Monitor","VCSH bình quân","MEASURE","opr_isur_crdt_mnt.vcsh_binh_quan",""
"K_PTTT_183","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","VCSH đầu kỳ","Cơ sở","PTTT","Operational Issuer Credit Monitor","VCSH đầu kỳ","MEASURE","opr_isur_crdt_mnt.vcsh_au_ky",""
"K_PTTT_184","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","VCSH cuối kỳ","Cơ sở","PTTT","Operational Issuer Credit Monitor","VCSH cuối kỳ","MEASURE","opr_isur_crdt_mnt.vcsh_cuoi_ky",""
"K_PTTT_186","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Ý kiến kiểm toán","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_187","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Xếp hạng tín nhiệm","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_188","Trái phiếu doanh nghiệp","Nhóm 21 - Danh mục tổ chức phát hành cần giám sát tín dụng","Xếp loại rủi ro","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_189","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Ngày thống kê","Chiều","PTTT","Fact Securities Company Safety Snapshot","Ngày thống kê","SLICER","fct_scr_co_sfty_snpst.ngay_thong_ke",""
"K_PTTT_192","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Tỷ lệ dư nợ margin / VCSH","Phái sinh","PTTT","","","DERIVED","K_PTTT_190 / K_PTTT_191 × 100",""
"K_PTTT_195","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Dư nợ margin per CTCK","Cơ sở","PTTT","Fact Securities Company Safety Snapshot","Dư nợ margin per CTCK","MEASURE","fct_scr_co_sfty_snpst.du_no_margin_per",""
"K_PTTT_196","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","VCSH per CTCK","Cơ sở","PTTT","Fact Securities Company Safety Snapshot","VCSH per CTCK","MEASURE","fct_scr_co_sfty_snpst.vcsh_per_ctck",""
"K_PTTT_194","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Mã CTCK","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_194","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Mã CTCK","Chiều","PTTT","","","DERIVED","",""
"K_PTTT_197","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Tổng VCSH (toàn thị trường)","Phái sinh","PTTT","","","DERIVED","",""
"K_PTTT_198","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Hệ số đòn bẩy D/E trung bình","Phái sinh","PTTT","","","DERIVED","",""
"K_PTTT_195","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","Dư nợ margin per CTCK","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_196","An toàn CTCK","Nhóm 22 - Bộ chỉ tiêu chung","VCSH per CTCK","Cơ sở","PTTT","Fact Securities Company Safety Snapshot","VCSH per CTCK","MEASURE","fct_scr_co_sfty_snpst.vcsh_per_ctck",""
"K_PTTT_199","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Tỷ lệ dư nợ margin per CTCK","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_199","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Tỷ lệ dư nợ margin per CTCK","Phái sinh","PTTT","","","","","Trùng - xem K_PTTT_199"
"K_PTTT_200","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Xếp hạng tỷ lệ an toàn tài chính per CTCK","Phái sinh","PTTT","","","","","Trùng - xem K_PTTT_200"
"K_PTTT_199","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Tỷ lệ dư nợ margin per CTCK","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_199","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Tỷ lệ dư nợ margin per CTCK","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_201","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Số lượng CTCK xếp hạng cao (≤120%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_202","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Số lượng CTCK xếp hạng trung bình (121–160%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_203","An toàn CTCK","Nhóm 23 - Phân bổ dư nợ margin","Số lượng CTCK xếp hạng thấp (>160%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_204","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Tổng nợ phải trả per CTCK","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_204","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Tổng nợ phải trả per CTCK","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_204","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Tổng nợ phải trả per CTCK","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_205","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Xếp hạng tỷ lệ an toàn tài chính (scatter color)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_205","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Xếp hạng tỷ lệ an toàn tài chính (scatter color)","Phái sinh","PTTT","","","","","Trùng - xem K_PTTT_205"
"K_PTTT_205","An toàn CTCK","Nhóm 24 - Bản đồ tương quan vốn và dư nợ margin","Xếp hạng tỷ lệ an toàn tài chính (scatter color)","Phái sinh","PTTT","","","","","Trùng - xem K_PTTT_205"
"K_PTTT_193","An toàn CTCK","Nhóm 25 - Danh sách giám sát rủi ro dư nợ margin","Ngày thống kê (per CTCK)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_193","An toàn CTCK","Nhóm 25 - Danh sách giám sát rủi ro dư nợ margin","Ngày thống kê (per CTCK)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_193","An toàn CTCK","Nhóm 25 - Danh sách giám sát rủi ro dư nợ margin","Ngày thống kê (per CTCK)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_193","An toàn CTCK","Nhóm 25 - Danh sách giám sát rủi ro dư nợ margin","Ngày thống kê (per CTCK)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 26 - HĐTL VN30 – Biến động trong phiên","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_207","Phái sinh","Nhóm 26 - HĐTL VN30 – Biến động trong phiên","Hợp đồng tương lai","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_208","Phái sinh","Nhóm 26 - HĐTL VN30 – Biến động trong phiên","Giá trị chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_209","Phái sinh","Nhóm 26 - HĐTL VN30 – Biến động trong phiên","KLGD","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_210","Phái sinh","Nhóm 26 - HĐTL VN30 – Biến động trong phiên","Vị thế mở (OI)","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_255","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","Mã CK (phái sinh)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_255","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","Mã CK (phái sinh)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_256","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","Tỷ lệ thay đổi giá (%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_213","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","KLGD hiện tại","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_213","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","KLGD hiện tại","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_256","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","Tỷ lệ thay đổi giá (%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_213","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","KLGD hiện tại","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_214","Phái sinh","Nhóm 27 - HĐTL VN30 – Biến động giá mạnh nhất","KLGD trung bình 50 phiên","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_221","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","Thời gian (Ngày) phái sinh","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_215","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","GTGD NĐTNN mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_216","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","GTGD NĐTNN bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_217","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","GTGD Tự doanh mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_218","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","GTGD Tự doanh bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_219","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","Dòng tiền ròng NĐTNN (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_220","Phái sinh","Nhóm 28 - HĐTL VN30 – Dòng tiền NĐT","Dòng tiền ròng Tự doanh (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_207","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Hợp đồng tương lai","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_208","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Giá trị chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_215","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","GTGD NĐTNN mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_210","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Vị thế mở (OI)","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_208","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Giá trị chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_211","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Giá đóng cửa ngày t","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_211","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Giá đóng cửa ngày t","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_213","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","KLGD hiện tại","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_214","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","KLGD trung bình 50 phiên","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_221","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Thời gian (Ngày) phái sinh","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_215","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","GTGD NĐTNN mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_216","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","GTGD NĐTNN bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_217","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","GTGD Tự doanh mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_218","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","GTGD Tự doanh bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_219","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Dòng tiền ròng NĐTNN (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_220","Phái sinh","Nhóm 29/30/31 - HĐTL VN100","Dòng tiền ròng Tự doanh (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_207","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Hợp đồng tương lai","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_208","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Giá trị chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_215","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","GTGD NĐTNN mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_210","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Vị thế mở (OI)","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_206","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Ngày","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_255","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Mã CK (phái sinh)","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_256","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Tỷ lệ thay đổi giá (%)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_211","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Giá đóng cửa ngày t","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_211","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Giá đóng cửa ngày t","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_257","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Tỉ lệ đột biến thanh khoản","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_213","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","KLGD hiện tại","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_214","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","KLGD trung bình 50 phiên","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_221","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Thời gian (Ngày) phái sinh","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_215","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","GTGD NĐTNN mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_216","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","GTGD NĐTNN bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_217","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","GTGD Tự doanh mua (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_218","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","GTGD Tự doanh bán (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_219","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Dòng tiền ròng NĐTNN (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_220","Phái sinh","Nhóm 32/33/34 - HĐTL TPCP","Dòng tiền ròng Tự doanh (phái sinh)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_222","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","Thời gian","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_223","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","Chỉ số","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_224","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","KLGD theo chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_225","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","Giá đóng cửa chỉ số","Cơ sở","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_226","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","% thay đổi giá","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_222","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","Thời gian","Chiều","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_227","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","GTGD phiên theo chỉ số","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_228","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","GTGD MA50","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_229","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","Dư nợ Margin (theo chỉ số)","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
"K_PTTT_226","Data Explorer","Nhóm 35 - Thống kê theo chỉ số","% thay đổi giá","Phái sinh","PTTT","","","","","Pending - chưa thiết kế nguồn"
